cell_id,pool,H,sel,pos,exit,family,total_signals,entered,n_trades,dropped_slot_full,dropped_limitup,dropped_no_quote,dropped_cash,truncated_no_next,truncated_window,truncated_exhausted,deferred_exits,open_at_end,vol_fallback_mid,p3_atr_fallback,p4_atr_fallback,e4_lot_skip,e7_atr_missing,exits_E0,exits_tp,exits_sl,exits_horizon,exits_trail_tp,exits_scale_out,exits_breakeven_sl,exits_time_stop,exits_chandelier_sl,neg_equity_idx_days,neg_equity_cash_days,signal_days,signal_days_burst,signal_max,p5_days_diluted,p5_days_cashbound,p6_days_diluted,p6_days_cashbound,coverage,capital_utilization,final_equity_cash,final_equity_idx,annualized_cash,annualized_idx,bench_annualized,excess_cash,excess_idx,per_cash,per_idx,sharpe_cash,sharpe_idx,maxdd_cash,maxdd_idx,cluster_t,passed,runtime_sec
v6-5__H120__S3__P1__E1_A10,v6-5,120,S3,P1,E1_A10,E1,1883,435,425,1408,16,0,24,0,2,8,83,10,0,0,0,0,0,0,107,300,18,0,0,0,0,0,0,0,511,20,212,,,,,0.231014,0.517343,916132.227686,1478479.440201,-0.006046,0.027440,0.031245,-0.037290,-0.003805,-0.072081,-0.007354,0.048121,0.233994,-0.399186,-0.584457,0.062143,False,0.079000
v6-5__H120__S3__P1__E1_A11,v6-5,120,S3,P1,E1_A11,E1,1883,364,355,1501,11,0,7,0,0,9,101,9,0,0,0,0,0,0,111,218,26,0,0,0,0,0,0,0,511,20,212,,,,,0.193309,0.576849,1237206.095730,1845497.748846,0.014845,0.043334,0.031245,-0.016399,0.012089,-0.028429,0.020957,0.171991,0.305607,-0.446101,-0.589980,0.740860,False,0.089000
v6-5__H120__S3__P1__E1_A12,v6-5,120,S3,P1,E1_A12,E1,1883,324,314,1551,8,0,0,0,0,10,72,10,0,0,0,0,0,0,116,164,34,0,0,0,0,0,0,0,511,20,212,,,,,0.172066,0.598249,1710572.031702,2363455.883403,0.037864,0.061356,0.031245,0.006620,0.030111,0.011065,0.050332,0.324766,0.382772,-0.356976,-0.536713,1.522675,False,0.097000
v6-5__H120__S3__P1__E1_A2,v6-5,120,S3,P1,E1_A2,E1,1883,460,450,1407,16,0,0,0,2,8,111,10,0,0,0,0,0,0,211,232,7,0,0,0,0,0,0,0,511,20,212,,,,,0.244291,0.476142,1214729.891309,1698605.661818,0.013558,0.037360,0.031245,-0.017687,0.006115,-0.037146,0.012844,0.167481,0.280757,-0.335772,-0.541553,0.648359,False,0.106000
v6-5__H120__S3__P1__E1_A3,v6-5,120,S3,P1,E1_A3,E1,1883,395,385,1473,11,0,4,0,1,9,69,10,0,0,0,0,0,0,205,165,15,0,0,0,0,0,0,0,511,20,212,,,,,0.209772,0.519403,1665985.470032,2220924.357690,0.035968,0.056795,0.031245,0.004724,0.025551,0.009095,0.049192,0.352634,0.370172,-0.261922,-0.471759,1.635045,False,0.111000
v6-5__H120__S3__P1__E1_A4,v6-5,120,S3,P1,E1_A4,E1,1883,479,469,1387,17,0,0,0,1,9,78,10,0,0,0,0,0,0,173,291,5,0,0,0,0,0,0,0,511,20,212,,,,,0.254381,0.454133,1600351.750485,2010946.144681,0.033090,0.049554,0.031245,0.001845,0.018309,0.004063,0.040317,0.330736,0.335241,-0.246561,-0.524595,1.525681,False,0.068000
v6-5__H120__S3__P1__E1_A5,v6-5,120,S3,P1,E1_A5,E1,1883,400,390,1469,14,0,0,0,1,9,103,10,0,0,0,0,0,0,170,210,10,0,0,0,0,0,0,0,511,20,212,,,,,0.212427,0.518416,1568751.157446,2127558.556290,0.031664,0.053658,0.031245,0.000420,0.022413,0.000809,0.043234,0.309667,0.356114,-0.273775,-0.524960,1.413085,False,0.049000
v6-5__H120__S3__P1__E1_A6,v6-5,120,S3,P1,E1_A6,E1,1883,359,349,1513,11,0,0,0,1,9,85,10,0,0,0,0,0,0,169,162,18,0,0,0,0,0,0,0,511,20,212,,,,,0.190653,0.550841,1740771.206158,2337024.218915,0.039122,0.060530,0.031245,0.007878,0.029285,0.014302,0.053164,0.370411,0.385467,-0.265824,-0.503100,1.711633,False,0.074000
v6-5__H120__S3__P1__E1_A7,v6-5,120,S3,P1,E1_A7,E1,1883,474,465,1391,18,0,0,0,1,8,84,9,0,0,0,0,0,0,140,314,11,0,0,0,0,0,0,0,511,20,212,,,,,0.251726,0.481626,1125220.378855,1720084.865083,0.008201,0.038263,0.031245,-0.023043,0.007018,-0.047845,0.014572,0.129141,0.283232,-0.332557,-0.555651,0.561990,False,0.075000
v6-5__H120__S3__P1__E1_A8,v6-5,120,S3,P1,E1_A8,E1,1883,373,364,1496,14,0,0,0,0,9,86,9,0,0,0,0,0,0,140,209,15,0,0,0,0,0,0,0,511,20,212,,,,,0.198088,0.551874,1690512.713595,2408069.863527,0.037017,0.062731,0.031245,0.005773,0.031486,0.010460,0.057053,0.343741,0.397769,-0.283703,-0.532296,1.513615,False,0.077000
v6-5__H120__S3__P1__E1_A9,v6-5,120,S3,P1,E1_A9,E1,1883,339,330,1534,10,0,0,0,0,9,74,9,0,0,0,0,0,0,148,160,22,0,0,0,0,0,0,0,511,20,212,,,,,0.180032,0.579986,2097661.373021,2836463.163225,0.052626,0.074846,0.031245,0.021381,0.043601,0.036865,0.075176,0.475721,0.447494,-0.233236,-0.476782,2.317480,False,0.083000
v6-5__H120__S3__P1__E2_B1,v6-5,120,S3,P1,E2_B1,E2,1883,388,378,1482,13,0,0,0,1,9,105,10,57,0,0,0,0,0,155,208,15,0,0,0,0,0,0,0,511,20,212,,,,,0.206054,0.530798,1383178.484940,1853400.162591,0.022711,0.043642,0.031245,-0.008533,0.012398,-0.016076,0.023357,0.235954,0.309543,-0.290929,-0.544845,1.058094,False,0.109000
v6-5__H120__S3__P1__E2_B10,v6-5,120,S3,P1,E2_B10,E2,1883,450,440,1417,16,0,0,0,2,8,107,10,52,0,0,0,0,0,206,227,7,0,0,0,0,0,0,0,511,20,212,,,,,0.238980,0.483903,1373700.575514,1885301.434175,0.022225,0.044876,0.031245,-0.009020,0.013632,-0.018640,0.028170,0.232887,0.314788,-0.310919,-0.496620,1.040020,False,0.144000
v6-5__H120__S3__P1__E2_B11,v6-5,120,S3,P1,E2_B11,E2,1883,361,352,1503,10,0,9,0,0,9,93,9,62,0,0,0,0,0,123,213,16,0,0,0,0,0,0,0,511,20,212,,,,,0.191715,0.557213,1166616.520736,1761024.394355,0.010726,0.039955,0.031245,-0.020518,0.008710,-0.036823,0.015632,0.146839,0.291241,-0.469538,-0.609361,0.456389,False,0.116000
v6-5__H120__S3__P1__E2_B12,v6-5,120,S3,P1,E2_B12,E2,1883,361,352,1479,11,0,32,0,0,9,107,9,91,0,0,0,0,0,100,225,27,0,0,0,0,0,0,0,511,20,212,,,,,0.191715,0.479834,884366.073661,1505335.003883,-0.008471,0.028721,0.031245,-0.039716,-0.002523,-0.082770,-0.005259,0.049073,0.239034,-0.561688,-0.627137,-0.098758,False,0.194000
v6-5__H120__S3__P1__E2_B13,v6-5,120,S3,P1,E2_B13,E2,1883,471,461,1395,17,0,0,0,2,8,79,10,37,0,0,0,0,0,161,293,7,0,0,0,0,0,0,0,511,20,212,,,,,0.250133,0.459534,1382878.074227,1830968.374614,0.022696,0.042763,0.031245,-0.008548,0.011518,-0.018603,0.025065,0.242595,0.304371,-0.289844,-0.520045,1.034213,False,0.146000
v6-5__H120__S3__P1__E2_B14,v6-5,120,S3,P1,E2_B14,E2,1883,344,334,1524,11,0,4,0,1,9,81,10,59,0,0,0,0,0,155,159,20,0,0,0,0,0,0,0,511,20,212,,,,,0.182687,0.565801,1637338.593443,2216355.908026,0.034725,0.056644,0.031245,0.003481,0.025400,0.006152,0.044892,0.329836,0.368523,-0.302686,-0.513637,1.453769,False,0.113000
v6-5__H120__S3__P1__E2_B18,v6-5,120,S3,P1,E2_B18,E2,1883,393,383,1476,14,0,0,0,1,9,102,10,58,0,0,0,0,0,156,213,14,0,0,0,0,0,0,0,511,20,212,,,,,0.208710,0.535040,1267862.305375,1756861.972533,0.016566,0.039785,0.031245,-0.014678,0.008540,-0.027434,0.015962,0.187295,0.291452,-0.373177,-0.573940,0.742057,False,0.107000
v6-5__H120__S3__P1__E2_B19,v6-5,120,S3,P1,E2_B19,E2,1883,363,354,1509,11,0,0,0,0,9,101,9,83,0,0,0,0,0,107,219,28,0,0,0,0,0,0,0,511,20,212,,,,,0.192777,0.588484,1210526.006352,1801028.089720,0.013315,0.041573,0.031245,-0.017930,0.010329,-0.030468,0.017552,0.162838,0.297552,-0.459990,-0.576654,0.725693,False,0.115000
v6-5__H120__S3__P1__E2_B2,v6-5,120,S3,P1,E2_B2,E2,1883,389,379,1481,13,0,0,0,1,9,105,10,56,0,0,0,0,0,156,209,14,0,0,0,0,0,0,0,511,20,212,,,,,0.206585,0.530711,1383698.754252,1840830.707388,0.022738,0.043151,0.031245,-0.008506,0.011906,-0.016028,0.022435,0.236581,0.307317,-0.289725,-0.543548,1.056575,False,0.109000
v6-5__H120__S3__P1__E2_B20,v6-5,120,S3,P1,E2_B20,E2,1883,392,382,1477,14,0,0,0,1,9,104,10,57,0,0,0,0,0,166,205,11,0,0,0,0,0,0,0,511,20,212,,,,,0.208178,0.519110,1623182.630875,2156972.564711,0.034103,0.054660,0.031245,0.002859,0.023415,0.005507,0.045106,0.335568,0.360749,-0.249756,-0.512764,1.588713,False,0.105000
v6-5__H120__S3__P1__E2_B3,v6-5,120,S3,P1,E2_B3,E2,1883,396,386,1473,14,0,0,0,1,9,103,10,56,0,0,0,0,0,163,210,13,0,0,0,0,0,0,0,511,20,212,,,,,0.210303,0.529337,1524200.693499,2019116.050682,0.029609,0.049848,0.031245,-0.001636,0.018604,-0.003091,0.035145,0.292521,0.338416,-0.265258,-0.541867,1.300441,False,0.107000
v6-5__H120__S3__P1__E2_B4,v6-5,120,S3,P1,E2_B4,E2,1883,388,378,1482,13,0,0,0,1,9,105,10,57,0,0,0,0,0,155,208,15,0,0,0,0,0,0,0,511,20,212,,,,,0.206054,0.530798,1383178.484940,1853400.162591,0.022711,0.043642,0.031245,-0.008533,0.012398,-0.016076,0.023357,0.235954,0.309543,-0.290929,-0.544845,1.058094,False,0.109000
v6-5__H120__S3__P1__E2_B5,v6-5,120,S3,P1,E2_B5,E2,1883,388,378,1482,13,0,0,0,1,9,105,10,57,0,0,0,0,0,155,208,15,0,0,0,0,0,0,0,511,20,212,,,,,0.206054,0.530798,1383178.484940,1853400.162591,0.022711,0.043642,0.031245,-0.008533,0.012398,-0.016076,0.023357,0.235954,0.309543,-0.290929,-0.544845,1.058094,False,0.105000
v6-5__H120__S3__P1__E2_B6,v6-5,120,S3,P1,E2_B6,E2,1883,391,381,1478,14,0,0,0,1,9,106,10,57,0,0,0,0,0,165,205,11,0,0,0,0,0,0,0,511,20,212,,,,,0.207647,0.519377,1588817.238569,2140419.286290,0.032572,0.054097,0.031245,0.001328,0.022853,0.002557,0.044000,0.319057,0.357993,-0.259890,-0.516281,1.516010,False,0.106000
v6-5__H120__S3__P1__E2_B7,v6-5,120,S3,P1,E2_B7,E2,1883,402,392,1465,14,0,2,0,1,9,115,10,59,0,0,0,0,0,150,225,17,0,0,0,0,0,0,0,511,20,212,,,,,0.213489,0.484294,840787.908631,1287236.012337,-0.011934,0.017634,0.031245,-0.043178,-0.013610,-0.089158,-0.028103,0.005662,0.189511,-0.521757,-0.615007,0.041347,False,0.078000
v6-5__H120__S3__P1__E2_B8,v6-5,120,S3,P1,E2_B8,E2,1883,383,373,1487,13,0,0,0,1,9,90,10,57,0,0,0,0,0,155,201,17,0,0,0,0,0,0,0,511,20,212,,,,,0.203399,0.544136,1455137.624851,1913495.784654,0.026309,0.045951,0.031245,-0.004936,0.014706,-0.009071,0.027026,0.258920,0.319676,-0.319638,-0.558663,1.143077,False,0.169000
v6-5__H120__S3__P1__E2_B9,v6-5,120,S3,P1,E2_B9,E2,1883,405,395,1464,14,0,0,0,1,9,89,10,57,0,0,0,0,0,171,211,13,0,0,0,0,0,0,0,511,20,212,,,,,0.215082,0.520367,1337717.251447,1855086.293201,0.020348,0.043708,0.031245,-0.010897,0.012464,-0.020940,0.023951,0.217213,0.310156,-0.304622,-0.532747,0.975447,False,0.105000
v6-5__H120__S3__P1__E3,v6-5,120,S3,P1,E3,E3,1883,458,448,1296,11,0,118,0,0,10,3951,10,0,0,0,0,0,0,0,0,2,446,0,0,0,0,0,0,511,20,212,,,,,0.243229,0.345955,753070.503276,1313565.211447,-0.019442,0.019062,0.031245,-0.050687,-0.012183,-0.146512,-0.035215,-0.050770,0.195645,-0.392391,-0.497042,-0.225985,False,0.097000
v6-5__H120__S3__P1__E4,v6-5,120,S3,P1,E4,E4,1883,272,477,1604,7,0,0,0,0,10,1580,10,0,0,0,0,0,0,0,0,50,212,215,0,0,0,0,0,511,20,212,,,,,0.144450,0.493671,1444407.700290,1836101.137265,0.025783,0.042965,0.031245,-0.005462,0.011721,-0.011063,0.023742,0.292492,0.309186,-0.278244,-0.519579,6.508488,False,0.119000
v6-5__H120__S3__P1__E5,v6-5,120,S3,P1,E5,E5,1883,274,269,1100,21,0,488,0,0,5,3482,5,0,0,0,0,0,0,0,0,31,0,0,238,0,0,0,0,511,20,212,,,,,0.145512,0.278327,171828.963677,885476.499324,-0.114792,-0.008385,0.031245,-0.146037,-0.039630,-0.524696,-0.142386,-0.369100,0.078025,-0.885059,-0.724690,-3.772259,False,0.133000
v6-5__H120__S3__P1__E6,v6-5,120,S3,P1,E6,E6,1883,260,250,1541,6,0,76,0,0,10,1503,10,0,0,0,0,0,0,0,0,110,0,0,0,140,0,0,0,511,20,212,,,,,0.138078,0.478321,530251.993073,755713.902832,-0.042970,-0.019204,0.031245,-0.074214,-0.050449,-0.155156,-0.105470,-0.085656,0.038678,-0.604081,-0.653117,-0.763849,False,0.134000
v6-5__H120__S3__P1__E7,v6-5,120,S3,P1,E7,E7,1883,332,322,1542,9,0,0,0,1,9,904,10,0,0,0,0,0,0,0,0,3,0,0,0,0,319,0,0,511,20,212,,,,,0.176314,0.540055,1614807.817871,2346872.619942,0.033733,0.060839,0.031245,0.002488,0.029594,0.004608,0.054798,0.279134,0.373585,-0.354400,-0.549390,1.356806,False,0.085000
v6-5__H120__S3__P2__E0,v6-5,120,S3,P2,E0,E0,1883,114,104,1673,2,0,94,0,3,7,6,10,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,511,20,212,,,,,0.060542,0.651066,787096.512788,1466492.376979,-0.016438,0.026861,0.031245,-0.047682,-0.004383,-0.073237,-0.006733,0.089242,0.235130,-0.677552,-0.597921,0.428790,False,0.092000
v6-5__H120__S3__P2__E1_A1,v6-5,120,S3,P2,E1_A1,E1,1883,419,411,1346,13,0,105,0,2,6,72,8,0,0,0,0,0,0,165,244,2,0,0,0,0,0,0,0,511,20,212,,,,,0.222517,0.513712,1198724.103769,1718300.613769,0.012628,0.038188,0.031245,-0.018617,0.006944,-0.036240,0.013517,0.159275,0.283869,-0.394581,-0.539181,0.455084,False,0.048000
v6-5__H120__S3__P2__E1_A10,v6-5,120,S3,P2,E1_A10,E1,1883,282,277,1140,17,0,444,0,0,5,59,5,0,0,0,0,0,0,67,197,13,0,0,0,0,0,0,0,511,20,212,,,,,0.149761,0.359890,364511.694214,992469.005939,-0.067483,-0.000523,0.031245,-0.098727,-0.031768,-0.274326,-0.088271,-0.200859,0.111774,-0.751574,-0.695684,-0.469382,False,0.126000
v6-5__H120__S3__P2__E1_A11,v6-5,120,S3,P2,E1_A11,E1,1883,284,275,1374,11,0,214,0,3,6,69,9,0,0,0,0,0,0,87,172,16,0,0,0,0,0,0,0,511,20,212,,,,,0.150823,0.472605,705511.300475,1443100.884308,-0.023861,0.025719,0.031245,-0.055105,-0.005526,-0.116599,-0.011692,-0.001574,0.225841,-0.616318,-0.660213,0.468182,False,0.101000
v6-5__H120__S3__P2__E1_A12,v6-5,120,S3,P2,E1_A12,E1,1883,277,263,1553,9,0,44,0,8,6,67,14,0,0,0,0,0,0,96,138,29,0,0,0,0,0,0,0,511,20,212,,,,,0.147106,0.630920,1529468.803300,2295915.140956,0.029855,0.059228,0.031245,-0.001390,0.027983,-0.002203,0.044353,0.260122,0.369379,-0.389655,-0.508189,1.339283,False,0.131000
v6-5__H120__S3__P2__E1_A2,v6-5,120,S3,P2,E1_A2,E1,1883,304,297,1380,10,0,189,0,1,6,72,7,0,0,0,0,0,0,135,158,4,0,0,0,0,0,0,0,511,20,212,,,,,0.161445,0.446386,588982.728731,1236606.565322,-0.035984,0.014811,0.031245,-0.067229,-0.016433,-0.150607,-0.036814,-0.100323,0.175880,-0.610249,-0.635222,-0.094275,False,0.106000
v6-5__H120__S3__P2__E1_A3,v6-5,120,S3,P2,E1_A3,E1,1883,311,301,1457,9,0,106,0,4,6,50,10,0,0,0,0,0,0,158,135,8,0,0,0,0,0,0,0,511,20,212,,,,,0.165162,0.554507,1143043.671412,1809855.589275,0.009299,0.041926,0.031245,-0.021946,0.010681,-0.039577,0.019263,0.141222,0.298721,-0.450149,-0.551838,0.774272,False,0.085000
v6-5__H120__S3__P2__E1_A4,v6-5,120,S3,P2,E1_A4,E1,1883,413,404,1336,14,0,120,0,3,6,87,9,0,0,0,0,0,0,146,254,4,0,0,0,0,0,0,0,511,20,212,,,,,0.219331,0.472817,1101387.631983,1601593.728725,0.006708,0.033145,0.031245,-0.024536,0.001901,-0.051894,0.004020,0.125256,0.258354,-0.425560,-0.592040,0.742759,False,0.084000
v6-5__H120__S3__P2__E1_A5,v6-5,120,S3,P2,E1_A5,E1,1883,327,319,1382,12,0,162,0,2,6,88,8,0,0,0,0,0,0,134,179,6,0,0,0,0,0,0,0,511,20,212,,,,,0.173659,0.543278,937083.290552,1575151.310168,-0.004489,0.031955,0.031245,-0.035733,0.000710,-0.065773,0.001308,0.065943,0.254030,-0.484227,-0.586181,0.517801,False,0.087000
v6-5__H120__S3__P2__E1_A6,v6-5,120,S3,P2,E1_A6,E1,1883,322,308,1492,11,0,58,0,8,6,68,14,0,0,0,0,0,0,146,148,14,0,0,0,0,0,0,0,511,20,212,,,,,0.171004,0.544953,1522578.867999,2185632.030002,0.029533,0.055624,0.031245,-0.001712,0.024379,-0.003141,0.044737,0.253624,0.352194,-0.428671,-0.564269,1.262262,False,0.090000
v6-5__H120__S3__P2__E1_A7,v6-5,120,S3,P2,E1_A7,E1,1883,396,390,1239,14,0,234,0,1,5,69,6,0,0,0,0,0,0,123,260,7,0,0,0,0,0,0,0,511,20,212,,,,,0.210303,0.469017,1067630.176472,1797567.909557,0.004541,0.041435,0.031245,-0.026704,0.010190,-0.056935,0.021727,0.123874,0.292331,-0.527624,-0.643328,0.726061,False,0.138000
v6-5__H120__S3__P2__E1_A8,v6-5,120,S3,P2,E1_A8,E1,1883,321,309,1487,10,0,65,0,6,6,76,12,0,0,0,0,0,0,121,176,12,0,0,0,0,0,0,0,511,20,212,,,,,0.170473,0.596011,1724445.578103,2659023.340677,0.038445,0.070049,0.031245,0.007200,0.038805,0.012081,0.065108,0.307670,0.421636,-0.424961,-0.558176,1.421415,False,0.088000
v6-5__H120__S3__P2__E1_A9,v6-5,120,S3,P2,E1_A9,E1,1883,306,292,1530,9,0,38,0,8,6,68,14,0,0,0,0,0,0,129,141,22,0,0,0,0,0,0,0,511,20,212,,,,,0.162507,0.576915,2006343.805279,2859605.231829,0.049387,0.075450,0.031245,0.018143,0.044206,0.031448,0.076625,0.387041,0.436704,-0.362370,-0.485514,1.970469,False,0.092000
v6-5__H120__S3__P2__E2_B1,v6-5,120,S3,P2,E2_B1,E2,1883,355,342,1393,13,0,122,0,8,5,101,13,55,0,0,0,0,0,139,190,13,0,0,0,0,0,0,0,511,20,212,,,,,0.188529,0.506149,1327399.619277,1881418.765237,0.019801,0.044727,0.031245,-0.011443,0.013483,-0.022609,0.026637,0.198502,0.306426,-0.445427,-0.589784,0.747127,False,0.190000
v6-5__H120__S3__P2__E2_B10,v6-5,120,S3,P2,E2_B10,E2,1883,317,308,1363,10,0,193,0,3,6,63,9,47,0,0,0,0,0,144,160,4,0,0,0,0,0,0,0,511,20,212,,,,,0.168348,0.484987,847556.426849,1457918.425276,-0.011385,0.026444,0.031245,-0.042630,-0.004800,-0.087899,-0.009898,0.036834,0.229443,-0.561339,-0.609861,0.461365,False,0.116000
v6-5__H120__S3__P2__E2_B11,v6-5,120,S3,P2,E2_B11,E2,1883,314,301,1349,13,0,207,0,8,5,75,13,57,0,0,0,0,0,107,181,13,0,0,0,0,0,0,0,511,20,212,,,,,0.166755,0.476727,1197968.616616,1958660.879944,0.012583,0.047641,0.031245,-0.018661,0.016397,-0.039144,0.034394,0.169000,0.317149,-0.658078,-0.675253,0.351196,False,0.144000
v6-5__H120__S3__P2__E2_B12,v6-5,120,S3,P2,E2_B12,E2,1883,190,184,1225,11,0,457,0,0,6,60,6,75,0,0,0,0,0,50,122,12,0,0,0,0,0,0,0,511,20,212,,,,,0.100903,0.252167,124965.860191,836365.233410,-0.134095,-0.012295,0.031245,-0.165340,-0.043539,-0.655677,-0.172660,-0.397475,0.057330,-0.946748,-0.781271,-1.061651,False,0.171000
v6-5__H120__S3__P2__E2_B13,v6-5,120,S3,P2,E2_B13,E2,1883,358,352,1204,14,0,307,0,0,6,78,6,34,0,0,0,0,0,113,234,5,0,0,0,0,0,0,0,511,20,212,,,,,0.190122,0.390894,582176.588122,1032796.959122,-0.036760,0.002237,0.031245,-0.068004,-0.029008,-0.173971,-0.074209,-0.087177,0.124942,-0.614053,-0.703171,-0.295477,False,0.168000
v6-5__H120__S3__P2__E2_B14,v6-5,120,S3,P2,E2_B14,E2,1883,314,300,1490,9,0,70,0,8,6,65,14,53,0,0,0,0,0,140,142,18,0,0,0,0,0,0,0,511,20,212,,,,,0.166755,0.563449,1545598.570121,2216654.750208,0.030603,0.056654,0.031245,-0.000642,0.025410,-0.001139,0.045097,0.259758,0.356822,-0.439692,-0.540003,1.564420,False,0.135000
v6-5__H120__S3__P2__E2_B18,v6-5,120,S3,P2,E2_B18,E2,1883,273,268,1256,17,0,337,0,0,5,69,5,51,0,0,0,0,0,108,151,9,0,0,0,0,0,0,0,511,20,212,,,,,0.144981,0.330896,251779.683605,792937.449600,-0.091066,-0.015934,0.031245,-0.122311,-0.047179,-0.369636,-0.142578,-0.285420,0.044278,-0.832137,-0.780425,0.083640,False,0.187000
v6-5__H120__S3__P2__E2_B19,v6-5,120,S3,P2,E2_B19,E2,1883,200,196,1170,17,0,496,0,0,4,64,4,80,0,0,0,0,0,61,124,11,0,0,0,0,0,0,0,511,20,212,,,,,0.106213,0.249742,117952.922161,856201.582424,-0.137550,-0.010690,0.031245,-0.168795,-0.041935,-0.675878,-0.167914,-0.412492,0.063873,-0.950822,-0.777961,-0.407079,False,0.183000
v6-5__H120__S3__P2__E2_B2,v6-5,120,S3,P2,E2_B2,E2,1883,359,346,1425,13,0,86,0,8,5,100,13,54,0,0,0,0,0,144,190,12,0,0,0,0,0,0,0,511,20,212,,,,,0.190653,0.516586,1467516.067658,1988298.853262,0.026911,0.048731,0.031245,-0.004334,0.017486,-0.008389,0.033850,0.238656,0.323504,-0.445427,-0.569131,1.039430,False,0.133000
v6-5__H120__S3__P2__E2_B20,v6-5,120,S3,P2,E2_B20,E2,1883,329,317,1484,12,0,58,0,6,6,85,12,51,0,0,0,0,0,137,172,8,0,0,0,0,0,0,0,511,20,212,,,,,0.174721,0.575079,1494733.923115,2178634.433249,0.028218,0.055389,0.031245,-0.003027,0.024145,-0.005263,0.041985,0.255009,0.358562,-0.382484,-0.523100,1.253412,False,0.175000
v6-5__H120__S3__P2__E2_B3,v6-5,120,S3,P2,E2_B3,E2,1883,362,350,1420,13,0,88,0,6,6,104,12,52,0,0,0,0,0,145,196,9,0,0,0,0,0,0,0,511,20,212,,,,,0.192246,0.498416,1154245.210622,1735736.481347,0.009980,0.038914,0.031245,-0.021264,0.007670,-0.042663,0.015388,0.146198,0.282238,-0.441154,-0.608363,0.768092,False,0.132000
v6-5__H120__S3__P2__E2_B4,v6-5,120,S3,P2,E2_B4,E2,1883,355,342,1393,13,0,122,0,8,5,101,13,55,0,0,0,0,0,139,190,13,0,0,0,0,0,0,0,511,20,212,,,,,0.188529,0.506149,1327399.619277,1881418.765237,0.019801,0.044727,0.031245,-0.011443,0.013483,-0.022609,0.026637,0.198502,0.306426,-0.445427,-0.589784,0.747127,False,0.135000
v6-5__H120__S3__P2__E2_B5,v6-5,120,S3,P2,E2_B5,E2,1883,355,342,1393,13,0,122,0,8,5,101,13,55,0,0,0,0,0,139,190,13,0,0,0,0,0,0,0,511,20,212,,,,,0.188529,0.506149,1327399.619277,1881418.765237,0.019801,0.044727,0.031245,-0.011443,0.013483,-0.022609,0.026637,0.198502,0.306426,-0.445427,-0.589784,0.747127,False,0.162000
v6-5__H120__S3__P2__E2_B6,v6-5,120,S3,P2,E2_B6,E2,1883,329,317,1475,12,0,67,0,6,6,85,12,51,0,0,0,0,0,137,172,8,0,0,0,0,0,0,0,511,20,212,,,,,0.174721,0.576071,1535427.439437,2220948.649375,0.030132,0.056796,0.031245,-0.001113,0.025551,-0.001932,0.044355,0.266773,0.364667,-0.382484,-0.523100,1.257409,False,0.120000
v6-5__H120__S3__P2__E2_B7,v6-5,120,S3,P2,E2_B7,E2,1883,275,269,1296,10,0,302,0,0,6,89,6,52,0,0,0,0,0,101,156,12,0,0,0,0,0,0,0,511,20,212,,,,,0.146044,0.344300,271059.748612,823029.014022,-0.086411,-0.013393,0.031245,-0.117656,-0.044638,-0.341725,-0.129648,-0.267990,0.054804,-0.818747,-0.769798,-0.463011,False,0.178000
v6-5__H120__S3__P2__E2_B8,v6-5,120,S3,P2,E2_B8,E2,1883,351,339,1373,13,0,146,0,7,5,93,12,56,0,0,0,0,0,138,187,14,0,0,0,0,0,0,0,511,20,212,,,,,0.186405,0.513969,1261788.380253,1742783.503218,0.016229,0.039206,0.031245,-0.015016,0.007961,-0.029216,0.015489,0.179641,0.282275,-0.463104,-0.623406,0.668110,False,0.114000
v6-5__H120__S3__P2__E2_B9,v6-5,120,S3,P2,E2_B9,E2,1883,358,347,1371,13,0,141,0,5,6,82,11,52,0,0,0,0,0,150,185,12,0,0,0,0,0,0,0,511,20,212,,,,,0.190122,0.495277,1306950.437941,1897193.140915,0.018706,0.045331,0.031245,-0.012539,0.014087,-0.025317,0.028442,0.192523,0.309315,-0.450454,-0.574797,0.933872,False,0.128000
v6-5__H120__S3__P2__E3,v6-5,120,S3,P2,E3,E3,1883,370,364,1221,11,0,281,0,0,6,2428,6,0,0,0,0,0,0,0,0,1,363,0,0,0,0,0,0,511,20,212,,,,,0.196495,0.324245,550530.440021,1086607.249040,-0.040480,0.005767,0.031245,-0.071724,-0.025478,-0.221205,-0.078575,-0.123314,0.139151,-0.522653,-0.545313,-0.658281,False,0.137000
v6-5__H120__S3__P2__E4,v6-5,120,S3,P2,E4,E4,1883,216,366,1613,5,0,49,0,2,7,2413,9,0,0,0,1,0,0,0,0,50,157,159,0,0,0,0,0,511,20,212,,,,,0.114711,0.481018,732309.180935,1021805.866855,-0.021338,0.001495,0.031245,-0.052583,-0.029750,-0.109315,-0.061848,-0.047050,0.119411,-0.561450,-0.663727,3.884577,False,0.132000
v6-5__H120__S3__P2__E5,v6-5,120,S3,P2,E5,E5,1883,225,214,1318,7,0,333,0,4,7,3495,11,0,0,0,0,0,0,0,0,26,0,0,188,0,0,0,0,511,20,212,,,,,0.119490,0.259627,58975.017421,868961.997004,-0.177961,-0.009677,0.031245,-0.209206,-0.040921,-0.805792,-0.157615,-0.446176,0.077001,-0.958586,-0.762382,-2.727076,False,0.119000
