cell_id,pool,H,sel,pos,exit,family,total_signals,entered,n_trades,dropped_slot_full,dropped_limitup,dropped_no_quote,dropped_cash,truncated_no_next,truncated_window,truncated_exhausted,deferred_exits,open_at_end,vol_fallback_mid,p3_atr_fallback,p4_atr_fallback,e4_lot_skip,e7_atr_missing,exits_E0,exits_tp,exits_sl,exits_horizon,exits_trail_tp,exits_scale_out,exits_breakeven_sl,exits_time_stop,exits_chandelier_sl,neg_equity_idx_days,neg_equity_cash_days,signal_days,signal_days_burst,signal_max,p5_days_diluted,p5_days_cashbound,p6_days_diluted,p6_days_cashbound,coverage,capital_utilization,final_equity_cash,final_equity_idx,annualized_cash,annualized_idx,bench_annualized,excess_cash,excess_idx,per_cash,per_idx,sharpe_cash,sharpe_idx,maxdd_cash,maxdd_idx,cluster_t,passed,runtime_sec
v6-2__H120__S4__P7K3__E7,v6-2,120,S4,P7K3,E7,E7,1107,130,127,966,2,0,9,0,0,3,1007,3,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,540,9,20,,,,,0.117435,0.381961,250738.615084,612223.295088,-0.091327,-0.033398,0.031245,-0.122572,-0.064643,-0.320901,-0.169239,-0.168202,0.014459,-0.801014,-0.710052,-0.702381,False,0.068000
v6-2__H120__S4__P7K5__E0,v6-2,120,S4,P7K5,E0,E0,1107,85,80,1020,0,0,2,0,0,5,0,5,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,540,9,20,,,,,0.076784,0.793907,2246852.941687,2453556.941189,0.057645,0.064108,0.031245,0.026400,0.032864,0.033253,0.041395,0.243396,0.262382,-0.480602,-0.609161,0.741207,False,0.054000
v6-2__H120__S4__P7K5__E1_A1,v6-2,120,S4,P7K5,E1_A1,E1,1107,379,376,725,3,0,0,0,2,1,42,3,0,0,0,0,0,0,142,231,3,0,0,0,0,0,0,0,540,9,20,,,,,0.342367,0.455629,1278863.188902,1902780.126147,0.017175,0.045544,0.031245,-0.014070,0.014299,-0.030880,0.031384,0.191179,0.310390,-0.357236,-0.558589,0.447950,False,0.056000
v6-2__H120__S4__P7K5__E1_A10,v6-2,120,S4,P7K5,E1_A10,E1,1107,251,247,736,1,0,119,0,0,4,33,4,0,0,0,0,0,0,54,181,12,0,0,0,0,0,0,0,540,9,20,,,,,0.226739,0.586141,618953.561041,1139967.670485,-0.032666,0.009110,0.031245,-0.063911,-0.022134,-0.109037,-0.037762,-0.084952,0.155167,-0.602693,-0.613218,-0.525301,False,0.048000
v6-2__H120__S4__P7K5__E1_A11,v6-2,120,S4,P7K5,E1_A11,E1,1107,236,231,870,1,0,0,0,2,3,38,5,0,0,0,0,0,0,60,152,19,0,0,0,0,0,0,0,540,9,20,,,,,0.213189,0.707769,2074722.858043,3467830.795527,0.051825,0.089905,0.031245,0.020580,0.058660,0.029078,0.082881,0.265496,0.358654,-0.381314,-0.602426,0.680119,False,0.063000
v6-2__H120__S4__P7K5__E1_A12,v6-2,120,S4,P7K5,E1_A12,E1,1107,177,173,928,2,0,0,0,0,4,31,4,0,0,0,0,0,0,55,93,25,0,0,0,0,0,0,0,540,9,20,,,,,0.159892,0.707414,2531186.787143,3780038.746055,0.066406,0.096429,0.031245,0.035161,0.065184,0.049704,0.092145,0.282808,0.344554,-0.359112,-0.538246,1.056855,False,0.061000
v6-2__H120__S4__P7K5__E1_A2,v6-2,120,S4,P7K5,E1_A2,E1,1107,314,309,790,3,0,0,0,3,2,33,5,0,0,0,0,0,0,136,168,5,0,0,0,0,0,0,0,540,9,20,,,,,0.283650,0.540225,1289329.012496,1873099.564959,0.017749,0.044407,0.031245,-0.013496,0.013162,-0.024982,0.024364,0.190450,0.304024,-0.406967,-0.607335,0.407368,False,0.090000
v6-2__H120__S4__P7K5__E1_A3,v6-2,120,S4,P7K5,E1_A3,E1,1107,229,224,876,2,0,0,0,1,4,33,5,0,0,0,0,0,0,115,102,7,0,0,0,0,0,0,0,540,9,20,,,,,0.206865,0.590179,1472238.007711,1783454.624726,0.027139,0.040867,0.031245,-0.004105,0.009622,-0.006956,0.016304,0.250201,0.289962,-0.545962,-0.680016,0.913034,False,0.065000
v6-2__H120__S4__P7K5__E1_A4,v6-2,120,S4,P7K5,E1_A4,E1,1107,307,303,798,2,0,0,0,1,3,40,4,0,0,0,0,0,0,106,193,4,0,0,0,0,0,0,0,540,9,20,,,,,0.277326,0.554527,1656618.073708,2121324.238845,0.035564,0.053444,0.031245,0.004319,0.022199,0.007789,0.040032,0.311391,0.343207,-0.325060,-0.524997,1.241699,False,0.055000
v6-2__H120__S4__P7K5__E1_A5,v6-2,120,S4,P7K5,E1_A5,E1,1107,269,264,836,2,0,0,0,2,3,32,5,0,0,0,0,0,0,96,160,8,0,0,0,0,0,0,0,540,9,20,,,,,0.242999,0.612084,2124392.288383,3105944.218496,0.053549,0.081621,0.031245,0.022304,0.050376,0.036440,0.082303,0.249439,0.314639,-0.341997,-0.596274,0.748330,False,0.058000
v6-2__H120__S4__P7K5__E1_A6,v6-2,120,S4,P7K5,E1_A6,E1,1107,209,204,896,2,0,0,0,1,4,33,5,0,0,0,0,0,0,90,102,12,0,0,0,0,0,0,0,540,9,20,,,,,0.188799,0.643321,2770569.414363,3750066.657313,0.073098,0.095825,0.031245,0.041853,0.064580,0.065059,0.100386,0.296379,0.338986,-0.338812,-0.560239,1.238186,False,0.040000
v6-2__H120__S4__P7K5__E1_A7,v6-2,120,S4,P7K5,E1_A7,E1,1107,303,298,788,1,0,15,0,2,3,44,5,0,0,0,0,0,0,78,208,12,0,0,0,0,0,0,0,540,9,20,,,,,0.273713,0.572351,867834.342583,1353916.332468,-0.009766,0.021199,0.031245,-0.041010,-0.010046,-0.071652,-0.017552,0.053693,0.208128,-0.454203,-0.589755,-0.109400,False,0.069000
v6-2__H120__S4__P7K5__E1_A8,v6-2,120,S4,P7K5,E1_A8,E1,1107,259,254,847,1,0,0,0,3,2,44,5,0,0,0,0,0,0,80,159,15,0,0,0,0,0,0,0,540,9,20,,,,,0.233966,0.670061,2292608.851888,3602782.489933,0.059122,0.092789,0.031245,0.027877,0.061545,0.041604,0.091850,0.271698,0.348062,-0.335180,-0.566537,0.830944,False,0.064000
v6-2__H120__S4__P7K5__E1_A9,v6-2,120,S4,P7K5,E1_A9,E1,1107,207,203,898,2,0,0,0,1,3,38,4,0,0,0,0,0,0,76,108,19,0,0,0,0,0,0,0,540,9,20,,,,,0.186992,0.666506,2663156.518807,3816744.478123,0.070164,0.097163,0.031245,0.038920,0.065918,0.058394,0.098901,0.287803,0.342033,-0.376715,-0.572926,1.160916,False,0.094000
v6-2__H120__S4__P7K5__E2_B1,v6-2,120,S4,P7K5,E2_B1,E2,1107,262,257,844,1,0,0,0,3,2,33,5,36,0,0,0,0,0,91,157,9,0,0,0,0,0,0,0,540,9,20,,,,,0.236676,0.621141,2216444.408168,3194134.629169,0.056647,0.083719,0.031245,0.025403,0.052475,0.040897,0.084481,0.256860,0.318217,-0.312097,-0.578367,0.796152,False,0.083000
v6-2__H120__S4__P7K5__E2_B10,v6-2,120,S4,P7K5,E2_B10,E2,1107,295,290,810,2,0,0,0,2,3,29,5,28,0,0,0,0,0,124,160,6,0,0,0,0,0,0,0,540,9,20,,,,,0.266486,0.580206,1163256.904276,1523694.215867,0.010524,0.029585,0.031245,-0.020720,-0.001660,-0.035712,-0.002860,0.146495,0.242297,-0.479945,-0.634435,0.234073,False,0.064000
v6-2__H120__S4__P7K5__E2_B11,v6-2,120,S4,P7K5,E2_B11,E2,1107,250,245,856,1,0,0,0,3,2,39,5,51,0,0,0,0,0,68,160,17,0,0,0,0,0,0,0,540,9,20,,,,,0.225836,0.684146,1657959.896934,2781128.725283,0.035622,0.073381,0.031245,0.004377,0.042136,0.006398,0.061589,0.211860,0.309557,-0.509517,-0.630518,0.418983,False,0.094000
v6-2__H120__S4__P7K5__E2_B12,v6-2,120,S4,P7K5,E2_B12,E2,1107,214,209,892,1,0,0,0,1,4,33,5,39,0,0,0,0,0,47,145,17,0,0,0,0,0,0,0,540,9,20,,,,,0.193315,0.731607,1478398.386179,2561441.465348,0.027436,0.067283,0.031245,-0.003809,0.036039,-0.005206,0.049260,0.192463,0.306534,-0.565591,-0.665516,0.301984,False,0.133000
v6-2__H120__S4__P7K5__E2_B13,v6-2,120,S4,P7K5,E2_B13,E2,1107,321,317,784,2,0,0,0,1,3,41,4,37,0,0,0,0,0,104,208,5,0,0,0,0,0,0,0,540,9,20,,,,,0.289973,0.540558,1259967.290969,1605755.614760,0.016127,0.033331,0.031245,-0.015118,0.002086,-0.027967,0.003859,0.179098,0.257263,-0.402924,-0.583117,0.646195,False,0.124000
v6-2__H120__S4__P7K5__E2_B14,v6-2,120,S4,P7K5,E2_B14,E2,1107,200,195,905,2,0,0,0,1,4,34,5,33,0,0,0,0,0,81,101,13,0,0,0,0,0,0,0,540,9,20,,,,,0.180668,0.643303,2482087.595655,3485624.447596,0.064960,0.090291,0.031245,0.033716,0.059047,0.052411,0.091787,0.275745,0.327644,-0.341131,-0.580708,1.052910,False,0.078000
v6-2__H120__S4__P7K5__E2_B18,v6-2,120,S4,P7K5,E2_B18,E2,1107,263,258,843,1,0,0,0,3,2,35,5,36,0,0,0,0,0,92,156,10,0,0,0,0,0,0,0,540,9,20,,,,,0.237579,0.621351,2250052.805583,3228051.389197,0.057749,0.084512,0.031245,0.026504,0.053267,0.042656,0.085728,0.259967,0.320601,-0.306958,-0.564345,0.815213,False,0.117000
v6-2__H120__S4__P7K5__E2_B19,v6-2,120,S4,P7K5,E2_B19,E2,1107,224,219,882,1,0,0,0,2,3,37,5,56,0,0,0,0,0,54,146,19,0,0,0,0,0,0,0,540,9,20,,,,,0.202349,0.721432,2002834.186462,3159564.520306,0.049260,0.082903,0.031245,0.018015,0.051659,0.024972,0.071606,0.255046,0.338117,-0.383312,-0.577181,0.621791,False,0.087000
v6-2__H120__S4__P7K5__E2_B2,v6-2,120,S4,P7K5,E2_B2,E2,1107,262,257,844,1,0,0,0,3,2,31,5,36,0,0,0,0,0,92,156,9,0,0,0,0,0,0,0,540,9,20,,,,,0.236676,0.621808,2341795.330160,3282482.070383,0.060679,0.085768,0.031245,0.029435,0.054524,0.047338,0.087686,0.266187,0.321493,-0.315600,-0.564216,0.878566,False,0.088000
v6-2__H120__S4__P7K5__E2_B20,v6-2,120,S4,P7K5,E2_B20,E2,1107,266,261,840,1,0,0,0,3,2,37,5,36,0,0,0,0,0,98,154,9,0,0,0,0,0,0,0,540,9,20,,,,,0.240289,0.614783,2521821.879801,3490354.238489,0.066132,0.090394,0.031245,0.034888,0.059149,0.056748,0.096211,0.279608,0.330611,-0.315600,-0.562266,0.996785,False,0.083000
v6-2__H120__S4__P7K5__E2_B3,v6-2,120,S4,P7K5,E2_B3,E2,1107,264,259,842,1,0,0,0,3,2,35,5,36,0,0,0,0,0,94,156,9,0,0,0,0,0,0,0,540,9,20,,,,,0.238482,0.614275,2290085.129337,3262140.786470,0.059041,0.085301,0.031245,0.027797,0.054056,0.045251,0.088000,0.263191,0.322148,-0.306958,-0.570241,0.844163,False,0.081000
v6-2__H120__S4__P7K5__E2_B4,v6-2,120,S4,P7K5,E2_B4,E2,1107,262,257,844,1,0,0,0,3,2,33,5,36,0,0,0,0,0,91,157,9,0,0,0,0,0,0,0,540,9,20,,,,,0.236676,0.621141,2216444.408168,3194134.629169,0.056647,0.083719,0.031245,0.025403,0.052475,0.040897,0.084481,0.256860,0.318217,-0.312097,-0.578367,0.796152,False,0.086000
v6-2__H120__S4__P7K5__E2_B5,v6-2,120,S4,P7K5,E2_B5,E2,1107,262,257,844,1,0,0,0,3,2,33,5,36,0,0,0,0,0,91,157,9,0,0,0,0,0,0,0,540,9,20,,,,,0.236676,0.621141,2216444.408168,3194134.629169,0.056647,0.083719,0.031245,0.025403,0.052475,0.040897,0.084481,0.256860,0.318217,-0.312097,-0.578367,0.796152,False,0.132000
v6-2__H120__S4__P7K5__E2_B6,v6-2,120,S4,P7K5,E2_B6,E2,1107,266,261,840,1,0,0,0,3,2,39,5,36,0,0,0,0,0,97,155,9,0,0,0,0,0,0,0,540,9,20,,,,,0.240289,0.615665,2411385.001989,3412517.396082,0.062832,0.088692,0.031245,0.031587,0.057448,0.051306,0.093310,0.272116,0.328091,-0.312097,-0.572751,0.923519,False,0.130000
v6-2__H120__S4__P7K5__E2_B7,v6-2,120,S4,P7K5,E2_B7,E2,1107,254,249,852,1,0,0,0,2,3,31,5,36,0,0,0,0,0,86,153,10,0,0,0,0,0,0,0,540,9,20,,,,,0.229449,0.647527,2241114.395484,3195153.372925,0.057457,0.083743,0.031245,0.026213,0.052499,0.040482,0.081076,0.258903,0.318148,-0.312097,-0.572451,0.826547,False,0.131000
v6-2__H120__S4__P7K5__E2_B8,v6-2,120,S4,P7K5,E2_B8,E2,1107,265,260,841,1,0,0,0,3,2,34,5,36,0,0,0,0,0,91,158,11,0,0,0,0,0,0,0,540,9,20,,,,,0.239386,0.618460,1977170.688222,2895675.142983,0.048324,0.076384,0.031245,0.017079,0.045140,0.027615,0.072987,0.234458,0.301781,-0.376075,-0.598757,0.635369,False,0.138000
v6-2__H120__S4__P7K5__E2_B9,v6-2,120,S4,P7K5,E2_B9,E2,1107,269,264,823,2,0,13,0,2,3,29,5,34,0,0,0,0,0,99,156,9,0,0,0,0,0,0,0,540,9,20,,,,,0.242999,0.584319,805834.621364,988416.594603,-0.014834,-0.000806,0.031245,-0.046079,-0.032051,-0.078859,-0.054852,0.022226,0.121339,-0.478244,-0.658409,-0.209127,False,0.087000
v6-2__H120__S4__P7K5__E3,v6-2,120,S4,P7K5,E3,E3,1107,354,349,751,2,0,0,0,0,5,2364,5,0,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,540,9,20,,,,,0.319783,0.514073,1329948.220668,1928481.257410,0.019937,0.046516,0.031245,-0.011308,0.015271,-0.021997,0.029706,0.214911,0.319789,-0.324979,-0.570255,0.726127,False,0.073000
v6-2__H120__S4__P7K5__E4,v6-2,120,S4,P7K5,E4,E4,1107,135,233,970,2,0,0,0,0,5,861,5,0,0,0,0,0,0,0,0,29,101,103,0,0,0,0,0,540,9,20,,,,,0.121951,0.579287,1597732.421806,1783912.416367,0.032972,0.040885,0.031245,0.001728,0.009641,0.002983,0.016642,0.307373,0.293536,-0.486189,-0.633519,5.446551,False,0.050000
v6-2__H120__S4__P7K5__E5,v6-2,120,S4,P7K5,E5,E5,1107,155,152,501,3,0,448,0,0,3,1351,3,0,0,0,0,0,0,0,0,20,0,0,132,0,0,0,0,540,9,20,,,,,0.140018,0.341956,226233.072981,808880.311331,-0.097774,-0.014577,0.031245,-0.129018,-0.045821,-0.377295,-0.133998,-0.315049,0.058215,-0.805207,-0.718026,-3.394807,False,0.108000
v6-2__H120__S4__P7K5__E6,v6-2,120,S4,P7K5,E6,E6,1107,214,209,889,2,0,2,0,1,4,151,5,0,0,0,0,0,0,0,0,81,0,0,0,128,0,0,0,540,9,20,,,,,0.193315,0.655118,656101.629079,1017913.637211,-0.028755,0.001230,0.031245,-0.060000,-0.030015,-0.091586,-0.045816,0.021414,0.141350,-0.686187,-0.722893,-0.401429,False,0.098000
v6-2__H120__S4__P7K5__E7,v6-2,120,S4,P7K5,E7,E7,1107,173,168,697,3,0,234,0,0,5,2320,5,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,540,9,20,,,,,0.156278,0.361661,266281.681635,715315.724950,-0.087536,-0.022928,0.031245,-0.118780,-0.054172,-0.328430,-0.149787,-0.340759,0.010266,-0.818728,-0.742647,-0.411058,False,0.081000
v6-2__H120__S4__P7K7__E0,v6-2,120,S4,P7K7,E0,E0,1107,120,113,987,0,0,0,0,1,6,0,7,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,540,9,20,,,,,0.108401,0.738441,1580140.744850,1799507.956610,0.032181,0.041513,0.031245,0.000936,0.010268,0.001268,0.013905,0.207620,0.240914,-0.460738,-0.662477,0.628776,False,0.058000
v6-2__H120__S4__P7K7__E1_A1,v6-2,120,S4,P7K7,E1_A1,E1,1107,439,435,665,3,0,0,0,2,2,53,4,0,0,0,0,0,0,173,259,3,0,0,0,0,0,0,0,540,9,20,,,,,0.396567,0.439561,1522100.309423,2198225.613836,0.029510,0.056044,0.031245,-0.001734,0.024799,-0.003945,0.056418,0.305337,0.360375,-0.283309,-0.557126,0.982037,False,0.065000
v6-2__H120__S4__P7K7__E1_A10,v6-2,120,S4,P7K7,E1_A10,E1,1107,341,335,719,1,0,46,0,1,5,49,6,0,0,0,0,0,0,76,242,17,0,0,0,0,0,0,0,540,9,20,,,,,0.308040,0.608058,817542.066040,1448247.006802,-0.013850,0.025971,0.031245,-0.045094,-0.005273,-0.074161,-0.008672,-0.004258,0.227336,-0.510885,-0.611624,-0.211003,False,0.074000
v6-2__H120__S4__P7K7__E1_A11,v6-2,120,S4,P7K7,E1_A11,E1,1107,309,302,797,1,0,0,0,3,4,46,7,0,0,0,0,0,0,76,197,29,0,0,0,0,0,0,0,540,9,20,,,,,0.279133,0.692514,1636578.130065,2739142.555212,0.034692,0.072251,0.031245,0.003447,0.041006,0.004978,0.059214,0.233923,0.353867,-0.449887,-0.617561,0.498269,False,0.114000
v6-2__H120__S4__P7K7__E1_A12,v6-2,120,S4,P7K7,E1_A12,E1,1107,250,243,854,2,0,1,0,2,5,45,7,0,0,0,0,0,0,73,135,35,0,0,0,0,0,0,0,540,9,20,,,,,0.225836,0.681550,1848669.668100,2750237.298133,0.043458,0.072551,0.031245,0.012213,0.041306,0.017920,0.060607,0.249115,0.329739,-0.356798,-0.574721,0.832719,False,0.079000
v6-2__H120__S4__P7K7__E1_A2,v6-2,120,S4,P7K7,E1_A2,E1,1107,384,377,721,2,0,0,0,4,3,44,7,0,0,0,0,0,0,166,205,6,0,0,0,0,0,0,0,540,9,20,,,,,0.346883,0.495911,1128306.022706,1708827.578814,0.008392,0.037791,0.031245,-0.022852,0.006546,-0.046081,0.013201,0.129587,0.279091,-0.410013,-0.610273,0.308726,False,0.106000
v6-2__H120__S4__P7K7__E1_A3,v6-2,120,S4,P7K7,E1_A3,E1,1107,317,310,788,2,0,0,0,2,5,67,7,0,0,0,0,0,0,158,140,12,0,0,0,0,0,0,0,540,9,20,,,,,0.286360,0.535129,1315916.863567,1755913.080908,0.019188,0.039746,0.031245,-0.012057,0.008501,-0.022530,0.015886,0.203334,0.286412,-0.523725,-0.665185,0.918317,False,0.066000
v6-2__H120__S4__P7K7__E1_A4,v6-2,120,S4,P7K7,E1_A4,E1,1107,414,410,688,2,0,3,0,1,3,52,4,0,0,0,0,0,0,137,266,7,0,0,0,0,0,0,0,540,9,20,,,,,0.373984,0.491274,1539507.978764,2082358.369848,0.030321,0.052092,0.031245,-0.000923,0.020848,-0.001880,0.042436,0.291626,0.340117,-0.280082,-0.554715,1.017225,False,0.082000
v6-2__H120__S4__P7K7__E1_A5,v6-2,120,S4,P7K7,E1_A5,E1,1107,356,349,750,1,0,0,0,3,4,48,7,0,0,0,0,0,0,127,211,11,0,0,0,0,0,0,0,540,9,20,,,,,0.321590,0.566940,1791010.481157,2674543.121521,0.041171,0.070481,0.031245,0.009927,0.039236,0.017509,0.069207,0.249213,0.335702,-0.362295,-0.590257,0.703010,False,0.123000
v6-2__H120__S4__P7K7__E1_A6,v6-2,120,S4,P7K7,E1_A6,E1,1107,302,296,794,2,0,9,0,2,4,43,6,0,0,0,0,0,0,134,143,19,0,0,0,0,0,0,0,540,9,20,,,,,0.272809,0.592685,2640394.853241,3432547.463598,0.069529,0.089134,0.031245,0.038284,0.057889,0.064595,0.097673,0.336748,0.369809,-0.311578,-0.575452,1.488674,False,0.076000
v6-2__H120__S4__P7K7__E1_A7,v6-2,120,S4,P7K7,E1_A7,E1,1107,386,380,711,3,0,7,0,2,4,58,6,0,0,0,0,0,0,102,264,14,0,0,0,0,0,0,0,540,9,20,,,,,0.348690,0.561807,963830.920664,1505640.584710,-0.002547,0.028736,0.031245,-0.033792,-0.002509,-0.060148,-0.004466,0.067585,0.239066,-0.472083,-0.598259,0.097136,False,0.072000
v6-2__H120__S4__P7K7__E1_A8,v6-2,120,S4,P7K7,E1_A8,E1,1107,339,332,767,1,0,0,0,4,3,58,7,0,0,0,0,0,0,97,210,25,0,0,0,0,0,0,0,540,9,20,,,,,0.306233,0.620747,1430815.361219,2404851.840717,0.025112,0.062632,0.031245,-0.006133,0.031388,-0.009880,0.050565,0.192905,0.318787,-0.520406,-0.614413,0.392654,False,0.076000
v6-2__H120__S4__P7K7__E1_A9,v6-2,120,S4,P7K7,E1_A9,E1,1107,280,275,815,2,0,10,0,1,4,49,5,0,0,0,0,0,0,98,149,28,0,0,0,0,0,0,0,540,9,20,,,,,0.252936,0.641657,2027855.110422,2791089.455735,0.050162,0.073646,0.031245,0.018918,0.042402,0.029483,0.066082,0.265039,0.326007,-0.362841,-0.581884,0.963843,False,0.080000
v6-2__H120__S4__P7K7__E2_B1,v6-2,120,S4,P7K7,E2_B1,E2,1107,349,342,755,3,0,0,0,4,3,46,7,40,0,0,0,0,0,118,210,14,0,0,0,0,0,0,0,540,9,20,,,,,0.315266,0.583631,1543747.417561,2425302.330550,0.030517,0.063256,0.031245,-0.000727,0.032011,-0.001246,0.054848,0.209439,0.314799,-0.403617,-0.632915,0.461056,False,0.139000
v6-2__H120__S4__P7K7__E2_B10,v6-2,120,S4,P7K7,E2_B10,E2,1107,384,377,721,2,0,0,0,4,3,40,7,39,0,0,0,0,0,162,207,8,0,0,0,0,0,0,0,540,9,20,,,,,0.346883,0.530641,1199292.304936,1662224.012488,0.012661,0.035806,0.031245,-0.018584,0.004562,-0.035021,0.008597,0.158875,0.269116,-0.477757,-0.656391,0.298433,False,0.176000
v6-2__H120__S4__P7K7__E2_B11,v6-2,120,S4,P7K7,E2_B11,E2,1107,332,325,774,1,0,0,0,4,3,56,7,61,0,0,0,0,0,91,210,24,0,0,0,0,0,0,0,540,9,20,,,,,0.299910,0.627168,1280586.686011,2241584.804878,0.017269,0.057473,0.031245,-0.013975,0.026228,-0.022283,0.041820,0.163415,0.305215,-0.554793,-0.632163,0.261610,False,0.126000
v6-2__H120__S4__P7K7__E2_B12,v6-2,120,S4,P7K7,E2_B12,E2,1107,303,296,802,2,0,0,0,3,4,47,7,63,0,0,0,0,0,66,199,31,0,0,0,0,0,0,0,540,9,20,,,,,0.273713,0.691596,1299150.251439,2300367.231318,0.018284,0.059370,0.031245,-0.012961,0.028125,-0.018741,0.040667,0.169023,0.315488,-0.573192,-0.642921,0.206948,False,0.205000
v6-2__H120__S4__P7K7__E2_B13,v6-2,120,S4,P7K7,E2_B13,E2,1107,423,419,678,3,0,3,0,2,2,52,4,52,0,0,0,0,0,130,282,7,0,0,0,0,0,0,0,540,9,20,,,,,0.382114,0.474035,1108885.128370,1640256.879511,0.007181,0.034853,0.031245,-0.024064,0.003608,-0.050763,0.007611,0.122870,0.264844,-0.412237,-0.579141,0.195171,False,0.180000
v6-2__H120__S4__P7K7__E2_B14,v6-2,120,S4,P7K7,E2_B14,E2,1107,286,280,810,2,0,9,0,2,4,42,6,59,0,0,0,0,0,121,137,22,0,0,0,0,0,0,0,540,9,20,,,,,0.258356,0.618090,2630308.823747,3465487.992239,0.069245,0.089854,0.031245,0.038001,0.058609,0.061481,0.094823,0.334306,0.370909,-0.315484,-0.559360,1.491899,False,0.115000
v6-2__H120__S4__P7K7__E2_B18,v6-2,120,S4,P7K7,E2_B18,E2,1107,344,337,761,2,0,0,0,3,4,47,7,40,0,0,0,0,0,118,206,13,0,0,0,0,0,0,0,540,9,20,,,,,0.310750,0.583870,1574680.076631,2409968.230349,0.031934,0.062789,0.031245,0.000689,0.031544,0.001180,0.054026,0.214659,0.313967,-0.418272,-0.609517,0.513703,False,0.154000
v6-2__H120__S4__P7K7__E2_B19,v6-2,120,S4,P7K7,E2_B19,E2,1107,306,299,800,1,0,0,0,4,3,52,7,64,0,0,0,0,0,67,199,33,0,0,0,0,0,0,0,540,9,20,,,,,0.276423,0.677474,1183851.258358,2147098.936907,0.011753,0.054325,0.031245,-0.019492,0.023080,-0.028771,0.034068,0.144120,0.291939,-0.582899,-0.644551,0.133785,False,0.219000
v6-2__H120__S4__P7K7__E2_B2,v6-2,120,S4,P7K7,E2_B2,E2,1107,349,342,755,3,0,0,0,4,3,44,7,40,0,0,0,0,0,119,209,14,0,0,0,0,0,0,0,540,9,20,,,,,0.315266,0.584190,1634886.554899,2490302.547227,0.034618,0.065204,0.031245,0.003373,0.033960,0.005774,0.058131,0.224202,0.319858,-0.384251,-0.621627,0.542378,False,0.078000
v6-2__H120__S4__P7K7__E2_B20,v6-2,120,S4,P7K7,E2_B20,E2,1107,351,344,753,3,0,0,0,3,4,48,7,40,0,0,0,0,0,126,205,13,0,0,0,0,0,0,0,540,9,20,,,,,0.317073,0.579373,1809156.125409,2697657.427911,0.041898,0.071119,0.031245,0.010654,0.039874,0.018388,0.068823,0.251184,0.336424,-0.348389,-0.620048,0.730966,False,0.145000
v6-2__H120__S4__P7K7__E2_B3,v6-2,120,S4,P7K7,E2_B3,E2,1107,345,338,760,2,0,0,0,3,4,47,7,40,0,0,0,0,0,121,205,12,0,0,0,0,0,0,0,540,9,20,,,,,0.311653,0.577570,1674032.326144,2529345.742406,0.036314,0.066352,0.031245,0.005069,0.035107,0.008777,0.060785,0.231049,0.324043,-0.369607,-0.614259,0.606702,False,0.109000
v6-2__H120__S4__P7K7__E2_B4,v6-2,120,S4,P7K7,E2_B4,E2,1107,349,342,755,3,0,0,0,4,3,46,7,40,0,0,0,0,0,118,210,14,0,0,0,0,0,0,0,540,9,20,,,,,0.315266,0.583631,1543747.417561,2425302.330550,0.030517,0.063256,0.031245,-0.000727,0.032011,-0.001246,0.054848,0.209439,0.314799,-0.403617,-0.632915,0.461056,False,0.111000
v6-2__H120__S4__P7K7__E2_B5,v6-2,120,S4,P7K7,E2_B5,E2,1107,349,342,755,3,0,0,0,4,3,46,7,40,0,0,0,0,0,118,210,14,0,0,0,0,0,0,0,540,9,20,,,,,0.315266,0.583631,1543747.417561,2425302.330550,0.030517,0.063256,0.031245,-0.000727,0.032011,-0.001246,0.054848,0.209439,0.314799,-0.403617,-0.632915,0.461056,False,0.112000
v6-2__H120__S4__P7K7__E2_B6,v6-2,120,S4,P7K7,E2_B6,E2,1107,351,344,753,3,0,0,0,3,4,50,7,40,0,0,0,0,0,125,206,13,0,0,0,0,0,0,0,540,9,20,,,,,0.317073,0.579920,1728605.275546,2640074.061242,0.038618,0.069520,0.031245,0.007374,0.038275,0.012715,0.066001,0.239317,0.332405,-0.364849,-0.628369,0.658712,False,0.113000
v6-2__H120__S4__P7K7__E2_B7,v6-2,120,S4,P7K7,E2_B7,E2,1107,347,340,758,2,0,0,0,4,3,46,7,40,0,0,0,0,0,114,210,16,0,0,0,0,0,0,0,540,9,20,,,,,0.313460,0.590220,1506985.131126,2337248.019611,0.028799,0.060537,0.031245,-0.002445,0.029292,-0.004143,0.049629,0.203277,0.307157,-0.439767,-0.628159,0.433278,False,0.115000
v6-2__H120__S4__P7K7__E2_B8,v6-2,120,S4,P7K7,E2_B8,E2,1107,354,347,751,2,0,0,0,4,3,49,7,40,0,0,0,0,0,121,208,18,0,0,0,0,0,0,0,540,9,20,,,,,0.319783,0.571696,1562999.435150,2377511.232136,0.031402,0.061792,0.031245,0.000157,0.030547,0.000275,0.053432,0.212095,0.309339,-0.412107,-0.636967,0.511336,False,0.119000
