date,long_return,short_return,portfolio_return,cost,net_return,capital,month
2025-01-21,0.12569999999999998,-0.14875,0.13722499999999999,0.0026,0.134625,7423052855359508.0,2025-01
2025-01-24,0.14999999999999997,-0.08023,0.11511499999999998,0.0026,0.11251499999999998,8258257647380282.0,2025-01
2025-02-06,0.10941999999999999,-0.020549999999999995,0.06498499999999999,0.0026,0.06238499999999999,8773449050712100.0,2025-02
2025-02-11,0.07657,-0.04348,0.060024999999999995,0.0026,0.057425,9277264362449242.0,2025-02
2025-02-14,0.14999999999999997,-0.052669999999999995,0.10133499999999998,0.0026,0.09873499999999998,1.0193255059275668e+16,2025-02
2025-02-19,0.05882,-0.0556,0.05721,0.0026,0.05461,1.0749908718062712e+16,2025-02
2025-02-24,0.12588000000000002,-0.10951999999999999,0.1177,0.0026,0.1151,1.198722321151173e+16,2025-02
2025-02-27,0.13639,-0.07537,0.10588,0.0026,0.10328,1.3225263624796662e+16,2025-02
2025-03-04,0.10050999999999999,-0.06868,0.084595,0.0026,0.081995,1.4309669115711864e+16,2025-03
2025-03-07,0.08848999999999999,-0.060629999999999996,0.07455999999999999,0.0026,0.07195999999999998,1.533939290527849e+16,2025-03
2025-03-12,0.10588,-0.01812,0.062,0.0026,0.0594,1.625055284385203e+16,2025-03
2025-03-17,0.03899999999999999,-0.062,0.050499999999999996,0.0026,0.0479,1.7028954325072544e+16,2025-03
2025-03-20,0.14999999999999997,-0.18245999999999998,0.16623,0.0026,0.16363,1.9815402121284164e+16,2025-03
2025-03-25,0.11556999999999999,-0.11351,0.11454,0.0026,0.11194,2.203353823474071e+16,2025-03
2025-03-28,0.14296999999999999,-0.11333,0.12815,0.0026,0.12555,2.479984896011241e+16,2025-03
2025-04-02,0.04057,-0.17045999999999997,0.10551499999999998,0.0026,0.10291499999999998,2.7352125415842372e+16,2025-04
2025-04-08,0.14999999999999997,-0.0039099999999999985,0.07695499999999998,0.0026,0.07435499999999998,2.9385892701137332e+16,2025-04
2025-04-16,0.07355999999999999,-0.0631,0.06833,0.0026,0.06573,3.1317427428383092e+16,2025-04
2025-04-21,0.045079999999999995,-0.13863,0.09185499999999999,0.0026,0.08925499999999999,3.4112664413503428e+16,2025-04
2025-04-24,0.14999999999999997,-0.29587,0.222935,0.0026,0.220335,4.16288783270527e+16,2025-04
2025-04-29,0.14999999999999997,-0.08900000000000001,0.1195,0.0026,0.11689999999999999,4.649529420348517e+16,2025-04
