cell_id,pool,H,sel,pos,exit,family,total_signals,entered,n_trades,dropped_slot_full,dropped_limitup,dropped_no_quote,dropped_cash,truncated_no_next,truncated_window,truncated_exhausted,deferred_exits,open_at_end,vol_fallback_mid,p3_atr_fallback,p4_atr_fallback,e4_lot_skip,e7_atr_missing,exits_E0,exits_tp,exits_sl,exits_horizon,exits_trail_tp,exits_scale_out,exits_breakeven_sl,exits_time_stop,exits_chandelier_sl,neg_equity_idx_days,neg_equity_cash_days,signal_days,signal_days_burst,signal_max,p5_days_diluted,p5_days_cashbound,coverage,capital_utilization,final_equity_cash,final_equity_idx,annualized_cash,annualized_idx,bench_annualized,excess_cash,excess_idx,per_cash,per_idx,sharpe_cash,sharpe_idx,maxdd_cash,maxdd_idx,cluster_t,passed,runtime_sec
v6-3__H20__S0__P5__E2_B20,v6-3,20,S0,P5,E2_B20,E2,421,333,324,0,4,0,84,0,3,6,30,9,15,0,0,0,0,0,75,94,155,0,0,0,0,0,0,0,246,4,16,4,32,0.790974,0.232950,1669692.588411,2152440.908981,0.036128,0.054506,0.031245,0.004883,0.023262,0.020962,0.099856,0.442889,0.360780,-0.184730,-0.571434,2.419047,False,0.057000
v6-3__H20__S0__P5__E2_B3,v6-3,20,S0,P5,E2_B3,E2,421,331,322,0,4,0,86,0,3,6,30,9,15,0,0,0,0,0,73,95,154,0,0,0,0,0,0,0,246,4,16,4,33,0.786223,0.232744,1664043.679693,2155694.144548,0.035885,0.054616,0.031245,0.004640,0.023372,0.019937,0.100419,0.435233,0.361067,-0.185361,-0.572054,2.361729,False,0.090000
v6-3__H20__S0__P5__E2_B4,v6-3,20,S0,P5,E2_B4,E2,421,329,320,0,4,0,88,0,3,6,32,9,14,0,0,0,0,0,69,95,156,0,0,0,0,0,0,0,246,4,16,4,36,0.781473,0.233013,1597258.149434,2110575.819593,0.032951,0.053073,0.031245,0.001707,0.021829,0.007324,0.093680,0.396614,0.354011,-0.189834,-0.573559,2.194651,False,0.056000
v6-3__H20__S0__P5__E2_B5,v6-3,20,S0,P5,E2_B5,E2,421,329,320,0,4,0,88,0,3,6,32,9,14,0,0,0,0,0,69,95,156,0,0,0,0,0,0,0,246,4,16,4,36,0.781473,0.233013,1597258.149434,2110575.819593,0.032951,0.053073,0.031245,0.001707,0.021829,0.007324,0.093680,0.396614,0.354011,-0.189834,-0.573559,2.194651,False,0.084000
v6-3__H20__S0__P5__E2_B6,v6-3,20,S0,P5,E2_B6,E2,421,331,322,0,4,0,86,0,3,6,32,9,14,0,0,0,0,0,72,96,154,0,0,0,0,0,0,0,246,4,16,4,33,0.786223,0.232378,1622604.204373,2136186.750570,0.034078,0.053953,0.031245,0.002833,0.022708,0.012192,0.097721,0.415380,0.358336,-0.189834,-0.571171,2.080101,False,0.049000
v6-3__H20__S0__P5__E2_B7,v6-3,20,S0,P5,E2_B7,E2,421,328,319,0,4,0,89,0,3,6,32,9,14,0,0,0,0,0,62,95,162,0,0,0,0,0,0,0,246,4,16,4,36,0.779097,0.233366,1565648.493575,2075968.236725,0.031523,0.051868,0.031245,0.000278,0.020624,0.001192,0.088376,0.379597,0.348346,-0.189834,-0.578707,1.984885,False,0.085000
v6-3__H20__S0__P5__E2_B8,v6-3,20,S0,P5,E2_B8,E2,421,316,307,0,4,0,101,0,3,6,32,9,14,0,0,0,0,0,65,92,150,0,0,0,0,0,0,0,246,4,16,4,36,0.750594,0.232437,1584984.946834,2096413.931370,0.032400,0.052582,0.031245,0.001155,0.021338,0.004970,0.091801,0.389625,0.351736,-0.189834,-0.577995,1.842031,False,0.034000
v6-3__H20__S0__P5__E2_B9,v6-3,20,S0,P5,E2_B9,E2,421,330,322,0,4,0,87,0,3,5,31,8,14,0,0,0,0,0,83,95,144,0,0,0,0,0,0,0,246,4,16,4,37,0.783848,0.226940,1612173.196433,2107332.601145,0.033616,0.052961,0.031245,0.002372,0.021716,0.010450,0.095693,0.405865,0.353806,-0.190508,-0.574891,2.129165,False,0.082000
v6-3__H20__S0__P5__E3,v6-3,20,S0,P5,E3,E3,421,320,312,0,4,0,97,0,1,7,3347,8,0,0,0,0,0,0,0,0,49,263,0,0,0,0,0,0,246,4,16,4,36,0.760095,0.271434,1361531.873889,1975087.720975,0.021595,0.048247,0.031245,-0.009649,0.017003,-0.035549,0.062640,0.299231,0.338063,-0.163462,-0.528071,1.567073,False,0.069000
v6-3__H20__S0__P5__E4,v6-3,20,S0,P5,E4,E4,421,323,490,0,4,0,94,0,1,11,2322,12,0,0,0,13,0,0,0,0,188,123,179,0,0,0,0,0,246,4,16,4,35,0.767221,0.315299,1765972.443271,2288840.352204,0.040157,0.059001,0.031245,0.008912,0.027757,0.028267,0.088033,0.492627,0.386024,-0.151516,-0.500112,8.768006,False,0.057000
v6-3__H20__S0__P5__E5,v6-3,20,S0,P5,E5,E5,421,334,324,0,4,0,83,0,2,8,3343,10,0,0,0,0,0,0,0,0,154,0,0,170,0,0,0,0,246,4,16,4,44,0.793349,0.312228,1524787.192367,2047287.158717,0.029636,0.050856,0.031245,-0.001609,0.019611,-0.005152,0.062811,0.357197,0.347403,-0.185845,-0.582402,1.987542,False,0.054000
v6-3__H20__S0__P5__E6,v6-3,20,S0,P5,E6,E6,421,350,341,0,4,0,67,0,1,8,1998,9,0,0,0,0,0,0,0,0,157,0,0,0,184,0,0,0,246,4,16,4,22,0.831354,0.306419,1842756.191522,2422439.578272,0.043226,0.063169,0.031245,0.011982,0.031924,0.039103,0.104184,0.516430,0.405653,-0.169249,-0.543460,2.683821,False,0.048000
v6-3__H20__S0__P5__E7,v6-3,20,S0,P5,E7,E7,421,287,274,0,4,0,130,0,3,10,2312,13,0,0,0,0,0,0,0,0,221,0,0,0,0,53,0,0,246,4,16,4,36,0.681710,0.394689,2046194.691279,2715552.274371,0.050817,0.071609,0.031245,0.019572,0.040364,0.049590,0.102269,0.549522,0.441772,-0.186054,-0.519207,3.262248,False,0.058000
v6-3__H25__S0__P5__E0,v6-3,25,S0,P5,E0,E0,421,285,269,0,4,0,132,0,4,12,15,16,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,246,4,16,4,37,0.676960,0.450624,2147372.922157,2723294.039556,0.054334,0.071820,0.031245,0.023089,0.040576,0.051239,0.090043,0.524232,0.435207,-0.183933,-0.518496,3.673937,False,0.034000
v6-3__H25__S0__P5__E1_A1,v6-3,25,S0,P5,E1_A1,E1,421,330,319,0,4,0,87,0,7,4,33,11,0,0,0,0,0,0,104,137,78,0,0,0,0,0,0,0,246,4,16,4,30,0.783848,0.210506,1632757.807390,2162464.716546,0.034524,0.054845,0.031245,0.003280,0.023601,0.015581,0.112114,0.447171,0.363588,-0.184979,-0.573928,2.128389,False,0.043000
v6-3__H25__S0__P5__E1_A10,v6-3,25,S0,P5,E1_A10,E1,421,315,306,0,4,0,102,0,3,6,40,9,0,0,0,0,0,0,44,145,117,0,0,0,0,0,0,0,246,4,16,4,37,0.748219,0.255121,1599422.159197,2200115.977828,0.033048,0.056107,0.031245,0.001804,0.024862,0.007069,0.097452,0.396926,0.368353,-0.210325,-0.589226,1.748291,False,0.045000
v6-3__H25__S0__P5__E1_A11,v6-3,25,S0,P5,E1_A11,E1,421,315,303,0,4,0,102,0,5,7,34,12,0,0,0,0,0,0,44,108,151,0,0,0,0,0,0,0,246,4,16,4,37,0.748219,0.281134,1588338.025582,2110045.593671,0.032551,0.053055,0.031245,0.001306,0.021810,0.004646,0.077580,0.378375,0.353493,-0.225748,-0.611930,1.797459,False,0.033000
v6-3__H25__S0__P5__E1_A12,v6-3,25,S0,P5,E1_A12,E1,421,324,309,0,4,0,93,0,7,8,27,15,0,0,0,0,0,0,52,63,194,0,0,0,0,0,0,0,246,4,16,4,33,0.769596,0.311960,2012985.856970,2549931.535170,0.049627,0.066951,0.031245,0.018383,0.035706,0.058927,0.114457,0.529015,0.414313,-0.185088,-0.559370,2.952375,False,0.046000
v6-3__H25__S0__P5__E1_A2,v6-3,25,S0,P5,E1_A2,E1,421,336,322,0,4,0,81,0,9,5,29,14,0,0,0,0,0,0,111,103,108,0,0,0,0,0,0,0,246,4,16,4,35,0.798100,0.236221,1598191.133569,2049717.593254,0.032993,0.050942,0.031245,0.001748,0.019698,0.007402,0.083387,0.413797,0.345106,-0.193132,-0.597709,2.123745,False,0.046000
v6-3__H25__S0__P5__E1_A3,v6-3,25,S0,P5,E1_A3,E1,421,336,326,0,4,0,81,0,4,6,24,10,0,0,0,0,0,0,122,61,143,0,0,0,0,0,0,0,246,4,16,4,28,0.798100,0.265936,2004845.724688,2484322.423456,0.049333,0.065027,0.031245,0.018088,0.033782,0.068018,0.127032,0.574724,0.408372,-0.157733,-0.537662,3.515383,False,0.081000
v6-3__H25__S0__P5__E1_A4,v6-3,25,S0,P5,E1_A4,E1,421,335,322,0,4,0,82,0,8,5,36,13,0,0,0,0,0,0,84,144,94,0,0,0,0,0,0,0,246,4,16,4,26,0.795724,0.223459,1782069.241611,2333293.855802,0.040811,0.060412,0.031245,0.009566,0.029168,0.042809,0.130529,0.509965,0.387720,-0.179864,-0.565451,2.340393,False,0.061000
v6-3__H25__S0__P5__E1_A5,v6-3,25,S0,P5,E1_A5,E1,421,340,323,0,4,0,77,0,11,6,31,17,0,0,0,0,0,0,88,107,128,0,0,0,0,0,0,0,246,4,16,4,31,0.807601,0.249572,1758906.993995,2220653.381448,0.039868,0.056786,0.031245,0.008624,0.025542,0.034554,0.102342,0.481497,0.370541,-0.180978,-0.593031,2.295287,False,0.048000
v6-3__H25__S0__P5__E1_A6,v6-3,25,S0,P5,E1_A6,E1,421,338,326,0,4,0,79,0,5,7,25,12,0,0,0,0,0,0,99,60,167,0,0,0,0,0,0,0,246,4,16,4,26,0.802850,0.280709,2235369.620727,2729767.354255,0.057270,0.071996,0.031245,0.026025,0.040752,0.092712,0.145175,0.643007,0.437547,-0.155456,-0.522189,3.694883,False,0.051000
v6-3__H25__S0__P5__E1_A7,v6-3,25,S0,P5,E1_A7,E1,421,327,319,0,4,0,90,0,3,5,39,8,0,0,0,0,0,0,65,147,107,0,0,0,0,0,0,0,246,4,16,4,28,0.776722,0.228858,1717767.330444,2344407.172383,0.038166,0.060761,0.031245,0.006921,0.029517,0.030243,0.128974,0.462438,0.389018,-0.211036,-0.565995,2.081141,False,0.064000
v6-3__H25__S0__P5__E1_A8,v6-3,25,S0,P5,E1_A8,E1,421,326,315,0,4,0,91,0,5,6,33,11,0,0,0,0,0,0,67,107,141,0,0,0,0,0,0,0,246,4,16,4,35,0.774347,0.255278,1702605.059092,2241151.707651,0.037529,0.057459,0.031245,0.006284,0.026214,0.024618,0.102689,0.438776,0.373003,-0.202317,-0.591522,2.260254,False,0.069000
v6-3__H25__S0__P5__E1_A9,v6-3,25,S0,P5,E1_A9,E1,421,331,321,0,4,0,86,0,3,7,25,10,0,0,0,0,0,0,75,62,184,0,0,0,0,0,0,0,246,4,16,4,29,0.786223,0.287610,2179672.934407,2731575.944275,0.055424,0.072046,0.031245,0.024180,0.040801,0.084071,0.141862,0.600797,0.436582,-0.185192,-0.528066,3.305751,False,0.052000
v6-3__H25__S0__P5__E2_B1,v6-3,25,S0,P5,E2_B1,E2,421,332,315,0,4,0,85,0,11,6,32,17,16,0,0,0,0,0,80,103,132,0,0,0,0,0,0,0,246,4,16,4,33,0.788599,0.252132,1756525.065715,2253794.326625,0.039771,0.057871,0.031245,0.008526,0.026626,0.033817,0.105603,0.467527,0.374981,-0.184428,-0.582210,2.359140,False,0.063000
v6-3__H25__S0__P5__E2_B10,v6-3,25,S0,P5,E2_B10,E2,421,338,322,0,4,0,79,0,11,5,30,16,14,0,0,0,0,0,111,101,110,0,0,0,0,0,0,0,246,4,16,4,31,0.802850,0.240683,1787078.594631,2248957.317145,0.041013,0.057713,0.031245,0.009768,0.026469,0.040586,0.109973,0.502344,0.375581,-0.188396,-0.576353,2.492006,False,0.089000
v6-3__H25__S0__P5__E2_B11,v6-3,25,S0,P5,E2_B11,E2,421,323,313,0,4,0,94,0,4,6,34,10,16,0,0,0,0,0,58,106,149,0,0,0,0,0,0,0,246,4,16,4,35,0.767221,0.258588,1678183.014382,2217844.454910,0.036492,0.056694,0.031245,0.005247,0.025449,0.020291,0.098415,0.419256,0.368731,-0.187578,-0.587201,2.025345,False,0.095000
v6-3__H25__S0__P5__E2_B12,v6-3,25,S0,P5,E2_B12,E2,421,317,305,0,4,0,100,0,5,7,34,12,15,0,0,0,0,0,37,106,162,0,0,0,0,0,0,0,246,4,16,4,37,0.752969,0.283943,1537608.655817,2055588.802766,0.030233,0.051150,0.031245,-0.001011,0.019906,-0.003562,0.070105,0.349185,0.344197,-0.251824,-0.609107,1.720138,False,0.096000
v6-3__H25__S0__P5__E2_B13,v6-3,25,S0,P5,E2_B13,E2,421,333,316,0,4,0,84,0,12,5,38,17,12,0,0,0,0,0,77,144,95,0,0,0,0,0,0,0,246,4,16,4,31,0.790974,0.225206,1721640.662844,2303622.241846,0.038328,0.059473,0.031245,0.007083,0.028229,0.031452,0.125346,0.469113,0.383165,-0.210904,-0.564124,2.237227,False,0.058000
v6-3__H25__S0__P5__E2_B14,v6-3,25,S0,P5,E2_B14,E2,421,330,318,0,4,0,87,0,5,7,25,12,18,0,0,0,0,0,89,59,170,0,0,0,0,0,0,0,246,4,16,4,31,0.783848,0.281562,2155289.843167,2679051.538200,0.054603,0.070605,0.031245,0.023358,0.039361,0.082959,0.139795,0.601529,0.431078,-0.185051,-0.526611,3.433004,False,0.067000
v6-3__H25__S0__P5__E2_B18,v6-3,25,S0,P5,E2_B18,E2,421,331,312,0,4,0,86,0,13,6,30,19,14,0,0,0,0,0,78,103,131,0,0,0,0,0,0,0,246,4,16,4,32,0.786223,0.252437,1789085.741710,2276947.840365,0.041094,0.058619,0.031245,0.009849,0.027375,0.039017,0.108442,0.484257,0.378033,-0.181809,-0.586331,2.349914,False,0.095000
v6-3__H25__S0__P5__E2_B19,v6-3,25,S0,P5,E2_B19,E2,421,314,303,0,4,0,103,0,4,7,34,11,15,0,0,0,0,0,39,107,157,0,0,0,0,0,0,0,246,4,16,4,36,0.745843,0.284425,1632012.265566,2162038.391712,0.034492,0.054831,0.031245,0.003247,0.023586,0.011417,0.082926,0.392286,0.360754,-0.253328,-0.604272,1.907678,False,0.100000
v6-3__H25__S0__P5__E2_B2,v6-3,25,S0,P5,E2_B2,E2,421,336,318,0,4,0,81,0,12,6,31,18,14,0,0,0,0,0,84,103,131,0,0,0,0,0,0,0,246,4,16,4,32,0.798100,0.253204,1814196.342433,2280510.330827,0.042099,0.058734,0.031245,0.010854,0.027489,0.042868,0.108566,0.497903,0.378841,-0.181041,-0.579625,2.544881,False,0.096000
v6-3__H25__S0__P5__E2_B20,v6-3,25,S0,P5,E2_B20,E2,421,339,321,0,4,0,78,0,12,6,31,18,14,0,0,0,0,0,88,103,130,0,0,0,0,0,0,0,246,4,16,4,29,0.805226,0.252628,1859986.899763,2332896.357529,0.043899,0.060400,0.031245,0.012654,0.029155,0.050090,0.115408,0.526560,0.386809,-0.181007,-0.575819,2.586820,False,0.061000
v6-3__H25__S0__P5__E2_B3,v6-3,25,S0,P5,E2_B3,E2,421,335,317,0,4,0,82,0,12,6,31,18,14,0,0,0,0,0,85,104,128,0,0,0,0,0,0,0,246,4,16,4,31,0.795724,0.251815,1844704.913989,2326701.018899,0.043303,0.060205,0.031245,0.012058,0.028960,0.047885,0.115006,0.513599,0.385648,-0.181755,-0.577844,2.561933,False,0.064000
v6-3__H25__S0__P5__E2_B4,v6-3,25,S0,P5,E2_B4,E2,421,332,315,0,4,0,85,0,11,6,32,17,16,0,0,0,0,0,80,103,132,0,0,0,0,0,0,0,246,4,16,4,33,0.788599,0.252132,1756525.065715,2253794.326625,0.039771,0.057871,0.031245,0.008526,0.026626,0.033817,0.105603,0.467527,0.374981,-0.184428,-0.582210,2.359140,False,0.050000
v6-3__H25__S0__P5__E2_B5,v6-3,25,S0,P5,E2_B5,E2,421,332,315,0,4,0,85,0,11,6,32,17,16,0,0,0,0,0,80,103,132,0,0,0,0,0,0,0,246,4,16,4,33,0.788599,0.252132,1756525.065715,2253794.326625,0.039771,0.057871,0.031245,0.008526,0.026626,0.033817,0.105603,0.467527,0.374981,-0.184428,-0.582210,2.359140,False,0.094000
v6-3__H25__S0__P5__E2_B6,v6-3,25,S0,P5,E2_B6,E2,421,337,320,0,4,0,80,0,11,6,32,17,16,0,0,0,0,0,87,103,130,0,0,0,0,0,0,0,246,4,16,4,30,0.800475,0.251511,1806025.320321,2313128.993097,0.041773,0.059775,0.031245,0.010529,0.028531,0.041862,0.113438,0.498018,0.384038,-0.184428,-0.577666,2.535362,False,0.063000
v6-3__H25__S0__P5__E2_B7,v6-3,25,S0,P5,E2_B7,E2,421,332,313,0,4,0,85,0,13,6,32,19,16,0,0,0,0,0,74,103,136,0,0,0,0,0,0,0,246,4,16,4,35,0.788599,0.253068,1688518.511661,2185276.065967,0.036932,0.055612,0.031245,0.005688,0.024367,0.022475,0.096288,0.431945,0.364298,-0.184428,-0.590716,2.179980,False,0.094000
v6-3__H25__S0__P5__E2_B8,v6-3,25,S0,P5,E2_B8,E2,421,320,311,0,4,0,97,0,3,6,32,9,16,0,0,0,0,0,77,100,134,0,0,0,0,0,0,0,246,4,16,4,34,0.760095,0.252178,1742093.891579,2237887.581116,0.039177,0.057352,0.031245,0.007933,0.026107,0.031456,0.103528,0.458538,0.372507,-0.190527,-0.588301,2.192383,False,0.091000
v6-3__H25__S0__P5__E2_B9,v6-3,25,S0,P5,E2_B9,E2,421,336,320,0,4,0,81,0,11,5,31,16,13,0,0,0,0,0,96,102,122,0,0,0,0,0,0,0,246,4,16,4,33,0.798100,0.245234,1784078.501415,2268291.259386,0.040892,0.058340,0.031245,0.009647,0.027096,0.039339,0.110489,0.480703,0.377436,-0.185302,-0.583966,2.395612,False,0.061000
v6-3__H25__S0__P5__E3,v6-3,25,S0,P5,E3,E3,421,320,312,0,4,0,97,0,1,7,3347,8,0,0,0,0,0,0,0,0,28,284,0,0,0,0,0,0,246,4,16,4,37,0.760095,0.275806,1299066.766182,1892527.416657,0.018279,0.045153,0.031245,-0.012966,0.013908,-0.047010,0.050428,0.257470,0.323025,-0.163694,-0.528167,1.283654,False,0.048000
v6-3__H25__S0__P5__E4,v6-3,25,S0,P5,E4,E4,421,310,487,0,4,0,107,0,2,12,2331,14,0,0,0,6,0,0,0,0,150,146,191,0,0,0,0,0,246,4,16,4,35,0.736342,0.337219,1773666.810716,2243391.577901,0.040470,0.057532,0.031245,0.009226,0.026287,0.027358,0.077953,0.471902,0.377262,-0.151411,-0.506350,9.368041,False,0.060000
v6-3__H25__S0__P5__E5,v6-3,25,S0,P5,E5,E5,421,329,312,0,4,0,88,0,9,8,3338,17,0,0,0,0,0,0,0,0,126,0,0,186,0,0,0,0,246,4,16,4,43,0.781473,0.330796,1489431.465070,2002563.536808,0.027965,0.049250,0.031245,-0.003280,0.018006,-0.009914,0.054431,0.326183,0.338373,-0.228568,-0.594734,1.603709,False,0.079000
v6-3__H25__S0__P5__E6,v6-3,25,S0,P5,E6,E6,421,351,337,0,4,0,66,0,6,8,1990,14,0,0,0,0,0,0,0,0,152,0,0,0,185,0,0,0,246,4,16,4,23,0.833729,0.327469,1900932.411970,2438239.826204,0.045474,0.063647,0.031245,0.014229,0.032403,0.043452,0.098949,0.512942,0.405678,-0.193978,-0.547181,2.527671,False,0.045000
v6-3__H25__S0__P5__E7,v6-3,25,S0,P5,E7,E7,421,285,274,0,4,0,132,0,1,10,2304,11,0,0,0,0,0,0,0,0,186,0,0,0,0,88,0,0,246,4,16,4,33,0.676960,0.424974,2118088.612939,2706216.516237,0.053332,0.071353,0.031245,0.022088,0.040109,0.051974,0.094380,0.537251,0.436161,-0.183162,-0.526798,3.469278,False,0.052000
v6-4__H10__S0__P5__E0,v6-4,10,S0,P5,E0,E0,7444,3645,3623,0,71,0,3728,0,2,20,118,22,0,0,0,0,0,3623,0,0,0,0,0,0,0,0,0,0,1568,147,223,147,635,0.489656,0.798040,1595361.479741,1582707.950112,0.032866,0.032297,0.031245,0.001622,0.001052,0.002032,0.001319,0.270683,0.253067,-0.362708,-0.512735,3.849185,False,0.371000
v6-4__H10__S0__P5__E1_A1,v6-4,10,S0,P5,E1_A1,E1,7444,4373,4358,0,71,0,3000,0,2,13,289,15,0,0,0,0,0,0,535,1253,2570,0,0,0,0,0,0,0,1568,147,223,147,576,0.587453,0.587387,1402598.362451,1730332.932566,0.023699,0.038690,0.031245,-0.007545,0.007445,-0.012846,0.012675,0.222913,0.279447,-0.388031,-0.620504,0.746764,False,0.363000
v6-4__H10__S0__P5__E1_A10,v6-4,10,S0,P5,E1_A10,E1,7444,3684,3666,0,71,0,3689,0,2,16,224,18,0,0,0,0,0,0,103,899,2664,0,0,0,0,0,0,0,1568,147,223,147,630,0.494895,0.605575,1284049.744259,1674449.838421,0.017460,0.036332,0.031245,-0.013785,0.005087,-0.022763,0.008401,0.186430,0.269813,-0.417478,-0.624306,3.273584,False,0.326000
v6-4__H10__S0__P5__E1_A11,v6-4,10,S0,P5,E1_A11,E1,7444,3998,3977,0,71,0,3375,0,2,19,186,21,0,0,0,0,0,0,116,489,3372,0,0,0,0,0,0,0,1568,147,223,147,624,0.537077,0.678216,1403256.428724,1586994.141220,0.023732,0.032490,0.031245,-0.007512,0.001246,-0.011076,0.001837,0.223265,0.254213,-0.396953,-0.575712,3.950837,False,0.356000
v6-4__H10__S0__P5__E1_A12,v6-4,10,S0,P5,E1_A12,E1,7444,3870,3846,0,71,0,3503,0,3,21,173,24,0,0,0,0,0,0,99,270,3477,0,0,0,0,0,0,0,1568,147,223,147,621,0.519882,0.739184,1607581.394689,1657928.176517,0.033412,0.035621,0.031245,0.002167,0.004376,0.002932,0.005920,0.277552,0.266906,-0.361233,-0.542561,3.792975,False,0.509000
v6-4__H10__S0__P5__E1_A2,v6-4,10,S0,P5,E1_A2,E1,7444,4304,4285,0,71,0,3069,0,2,17,193,19,0,0,0,0,0,0,519,632,3134,0,0,0,0,0,0,0,1568,147,223,147,532,0.578184,0.692125,1734128.023351,1999846.464878,0.038847,0.049152,0.031245,0.007603,0.017907,0.010985,0.025873,0.313021,0.322060,-0.314717,-0.547458,2.039760,False,0.548000
v6-4__H10__S0__P5__E1_A3,v6-4,10,S0,P5,E1_A3,E1,7444,4639,4618,0,71,0,2734,0,3,18,169,21,0,0,0,0,0,0,580,366,3672,0,0,0,0,0,0,0,1568,147,223,147,496,0.623186,0.777584,2113907.565956,2241594.322712,0.053188,0.057473,0.031245,0.021944,0.026229,0.028220,0.033731,0.394953,0.354452,-0.288198,-0.502680,2.437144,False,0.594000
v6-4__H10__S0__P5__E1_A4,v6-4,10,S0,P5,E1_A4,E1,7444,3886,3870,0,71,0,3487,0,2,14,210,16,0,0,0,0,0,0,295,947,2628,0,0,0,0,0,0,0,1568,147,223,147,588,0.522031,0.608924,1387758.266658,1733837.752110,0.022945,0.038835,0.031245,-0.008299,0.007591,-0.013629,0.012466,0.218177,0.280234,-0.392650,-0.617043,3.463983,False,0.344000
v6-4__H10__S0__P5__E1_A5,v6-4,10,S0,P5,E1_A5,E1,7444,4118,4098,0,71,0,3255,0,2,18,180,20,0,0,0,0,0,0,308,494,3296,0,0,0,0,0,0,0,1568,147,223,147,580,0.553197,0.691362,1581500.247796,1814063.953000,0.032242,0.042094,0.031245,0.000998,0.010849,0.001443,0.015692,0.273124,0.293801,-0.327946,-0.559500,4.120330,False,0.378000
v6-4__H10__S0__P5__E1_A6,v6-4,10,S0,P5,E1_A6,E1,7444,4413,4390,0,71,0,2960,0,3,20,174,23,0,0,0,0,0,0,320,297,3773,0,0,0,0,0,0,0,1568,147,223,147,529,0.592826,0.792308,2093559.990433,2172924.798017,0.052483,0.055198,0.031245,0.021239,0.023953,0.026806,0.030232,0.390670,0.345942,-0.300323,-0.511645,4.245358,False,0.396000
v6-4__H10__S0__P5__E1_A7,v6-4,10,S0,P5,E1_A7,E1,7444,3799,3783,0,71,0,3574,0,2,14,221,16,0,0,0,0,0,0,179,952,2652,0,0,0,0,0,0,0,1568,147,223,147,599,0.510344,0.620389,1473580.081448,1826792.090759,0.027204,0.042598,0.031245,-0.004041,0.011354,-0.006513,0.018301,0.241352,0.295573,-0.415507,-0.620603,3.162230,False,0.334000
v6-4__H10__S0__P5__E1_A8,v6-4,10,S0,P5,E1_A8,E1,7444,4031,4011,0,71,0,3342,0,2,18,177,20,0,0,0,0,0,0,193,498,3320,0,0,0,0,0,0,0,1568,147,223,147,562,0.541510,0.721742,1792623.046587,2024297.630882,0.041236,0.050035,0.031245,0.009992,0.018790,0.013844,0.026034,0.324282,0.326222,-0.349553,-0.566851,4.047972,False,0.362000
v6-4__H10__S0__P5__E1_A9,v6-4,10,S0,P5,E1_A9,E1,7444,4258,4235,0,71,0,3115,0,3,20,168,23,0,0,0,0,0,0,195,290,3750,0,0,0,0,0,0,0,1568,147,223,147,538,0.572004,0.817499,2233706.704809,2299810.667881,0.057215,0.059352,0.031245,0.025971,0.028107,0.031768,0.034382,0.413254,0.362062,-0.305291,-0.521506,4.354451,False,0.379000
v6-4__H10__S0__P5__E2_B1,v6-4,10,S0,P5,E2_B1,E2,7444,4073,4053,0,71,0,3300,0,2,18,188,20,119,0,0,0,0,0,270,476,3307,0,0,0,0,0,0,0,1568,147,223,147,590,0.547152,0.698321,1562214.441242,1747136.135372,0.031366,0.039385,0.031245,0.000121,0.008141,0.000174,0.011657,0.267884,0.282672,-0.336058,-0.569254,3.981640,False,0.477000
v6-4__H10__S0__P5__E2_B10,v6-4,10,S0,P5,E2_B10,E2,7444,4225,4206,0,71,0,3148,0,2,17,161,19,114,0,0,0,0,0,484,491,3231,0,0,0,0,0,0,0,1568,147,223,147,519,0.567571,0.727171,1881009.947497,2142120.989673,0.044711,0.054155,0.031245,0.013467,0.022911,0.018519,0.031507,0.347693,0.342427,-0.317922,-0.546734,4.284916,False,0.734000
v6-4__H10__S0__P5__E2_B11,v6-4,10,S0,P5,E2_B11,E2,7444,4003,3983,0,71,0,3370,0,2,18,176,20,121,0,0,0,0,0,158,472,3353,0,0,0,0,0,0,0,1568,147,223,147,558,0.537749,0.737282,1840030.975564,2008200.693326,0.043119,0.049454,0.031245,0.011875,0.018210,0.016106,0.024699,0.335836,0.323847,-0.348827,-0.566729,4.090915,False,0.700000
v6-4__H10__S0__P5__E2_B12,v6-4,10,S0,P5,E2_B12,E2,7444,3970,3948,0,71,0,3403,0,2,20,190,22,129,0,0,0,0,0,95,472,3381,0,0,0,0,0,0,0,1568,147,223,147,614,0.533315,0.694528,1476851.169663,1602640.507639,0.027362,0.033192,0.031245,-0.003883,0.001947,-0.005591,0.002804,0.244408,0.257103,-0.372571,-0.576956,3.957726,False,0.480000
v6-4__H10__S0__P5__E2_B13,v6-4,10,S0,P5,E2_B13,E2,7444,3915,3899,0,71,0,3458,0,2,14,212,16,110,0,0,0,0,0,272,931,2696,0,0,0,0,0,0,0,1568,147,223,147,576,0.525927,0.624289,1462134.740447,1815030.526846,0.026650,0.042132,0.031245,-0.004595,0.010887,-0.007360,0.017440,0.238967,0.293573,-0.381886,-0.612599,3.503129,False,0.658000
v6-4__H10__S0__P5__E2_B14,v6-4,10,S0,P5,E2_B14,E2,7444,4208,4185,0,71,0,3165,0,3,20,167,23,129,0,0,0,0,0,270,278,3637,0,0,0,0,0,0,0,1568,147,223,147,549,0.565287,0.786296,2007980.500778,2071386.659211,0.049446,0.051708,0.031245,0.018202,0.020463,0.023149,0.026025,0.371960,0.331955,-0.299326,-0.523045,4.141188,False,0.753000
