cell_id,pool,H,sel,pos,exit,family,total_signals,entered,n_trades,dropped_slot_full,dropped_limitup,dropped_no_quote,dropped_cash,truncated_no_next,truncated_window,truncated_exhausted,deferred_exits,open_at_end,vol_fallback_mid,p3_atr_fallback,p4_atr_fallback,e4_lot_skip,e7_atr_missing,exits_E0,exits_tp,exits_sl,exits_horizon,exits_trail_tp,exits_scale_out,exits_breakeven_sl,exits_time_stop,exits_chandelier_sl,neg_equity_idx_days,neg_equity_cash_days,signal_days,signal_days_burst,signal_max,p5_days_diluted,p5_days_cashbound,coverage,capital_utilization,final_equity_cash,final_equity_idx,annualized_cash,annualized_idx,bench_annualized,excess_cash,excess_idx,per_cash,per_idx,sharpe_cash,sharpe_idx,maxdd_cash,maxdd_idx,cluster_t,passed,runtime_sec
v6-2__H25__S0__P5__E2_B5,v6-2,25,S0,P5,E2_B5,E2,1107,752,740,0,5,0,350,0,6,6,61,12,42,0,0,0,0,0,156,237,347,0,0,0,0,0,0,0,540,9,20,9,155,0.679313,0.374955,1427231.708267,1955431.364342,0.024934,0.047522,0.031245,-0.006311,0.016277,-0.016831,0.043410,0.246260,0.319289,-0.263474,-0.579420,2.297134,False,0.191000
v6-2__H25__S0__P5__E2_B6,v6-2,25,S0,P5,E2_B6,E2,1107,768,754,0,5,0,334,0,8,6,60,14,44,0,0,0,0,0,172,239,343,0,0,0,0,0,0,0,540,9,20,9,146,0.693767,0.380746,1593352.446082,2130879.017086,0.032776,0.053771,0.031245,0.001532,0.022527,0.004023,0.059165,0.304556,0.345886,-0.254562,-0.570420,2.550399,False,0.141000
v6-2__H25__S0__P5__E2_B7,v6-2,25,S0,P5,E2_B7,E2,1107,746,734,0,5,0,356,0,6,6,60,12,42,0,0,0,0,0,144,236,354,0,0,0,0,0,0,0,540,9,20,9,152,0.673893,0.377020,1418428.022188,1951283.353273,0.024495,0.047368,0.031245,-0.006750,0.016123,-0.017903,0.042764,0.242884,0.318567,-0.259959,-0.573233,2.068048,False,0.139000
v6-2__H25__S0__P5__E2_B8,v6-2,25,S0,P5,E2_B8,E2,1107,737,725,0,5,0,365,0,6,6,59,12,42,0,0,0,0,0,148,216,361,0,0,0,0,0,0,0,540,9,20,9,156,0.665763,0.375821,1399625.025691,1919061.176641,0.023549,0.046161,0.031245,-0.007696,0.014916,-0.020477,0.039690,0.235912,0.313364,-0.280444,-0.586625,2.009485,False,0.137000
v6-2__H25__S0__P5__E2_B9,v6-2,25,S0,P5,E2_B9,E2,1107,740,726,0,5,0,362,0,9,5,58,14,38,0,0,0,0,0,171,234,321,0,0,0,0,0,0,0,540,9,20,9,159,0.668473,0.360467,1291979.492474,1781528.024804,0.017893,0.040789,0.031245,-0.013351,0.009544,-0.037038,0.026477,0.196853,0.290860,-0.276283,-0.590825,1.766931,False,0.131000
v6-2__H25__S0__P5__E3,v6-2,25,S0,P5,E3,E3,1107,768,759,0,5,0,334,0,2,7,3400,9,0,0,0,0,0,0,0,0,75,684,0,0,0,0,0,0,540,9,20,9,131,0.693767,0.395141,1215123.600257,1922882.977992,0.013581,0.046305,0.031245,-0.017664,0.015060,-0.044703,0.038114,0.174287,0.321778,-0.202260,-0.551216,1.154705,False,0.093000
v6-2__H25__S0__P5__E4,v6-2,25,S0,P5,E4,E4,1107,739,1122,0,5,0,363,0,4,14,2376,18,0,0,0,24,0,0,0,0,388,333,401,0,0,0,0,0,540,9,20,9,191,0.667570,0.487302,1158511.930671,1320573.030775,0.010238,0.019437,0.031245,-0.021006,-0.011807,-0.043107,-0.024230,0.143534,0.198091,-0.339028,-0.580010,9.769829,False,0.181000
v6-2__H25__S0__P5__E5,v6-2,25,S0,P5,E5,E5,1107,777,760,0,5,0,325,0,9,8,3382,17,0,0,0,0,0,0,0,0,318,0,0,442,0,0,0,0,540,9,20,9,153,0.701897,0.483766,1269804.284708,1760110.653923,0.016674,0.039918,0.031245,-0.014570,0.008673,-0.030119,0.017928,0.190519,0.289666,-0.265134,-0.512125,1.683289,False,0.161000
v6-2__H25__S0__P5__E6,v6-2,25,S0,P5,E6,E6,1107,971,951,0,5,0,131,0,11,9,2081,20,0,0,0,0,0,0,0,0,408,0,0,0,543,0,0,0,540,9,20,9,84,0.877145,0.461976,2003945.608238,2815337.134859,0.049300,0.074290,0.031245,0.018056,0.043045,0.039084,0.093176,0.458216,0.441296,-0.189072,-0.469588,3.177018,False,0.162000
v6-2__H25__S0__P5__E7,v6-2,25,S0,P5,E7,E7,1107,624,613,0,5,0,478,0,1,10,2352,11,0,0,0,0,0,0,0,0,371,0,0,0,0,242,0,0,540,9,20,9,179,0.563686,0.545916,1328038.058011,1785263.229158,0.019835,0.040940,0.031245,-0.011409,0.009695,-0.020900,0.017759,0.207881,0.292927,-0.261480,-0.489869,1.422539,False,0.177000
v6-3__H10__S0__P5__E0,v6-3,10,S0,P5,E0,E0,421,333,324,0,4,0,84,0,1,8,11,9,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,246,4,16,4,30,0.790974,0.232462,1530005.885709,2080757.359069,0.029880,0.052036,0.031245,-0.001365,0.020792,-0.005872,0.089441,0.408818,0.353749,-0.159220,-0.502117,3.060708,False,0.037000
v6-3__H10__S0__P5__E1_A1,v6-3,10,S0,P5,E1_A1,E1,421,334,329,0,4,0,83,0,1,4,28,5,0,0,0,0,0,0,45,93,191,0,0,0,0,0,0,0,246,4,16,4,32,0.793349,0.163033,1218873.370997,1724578.235311,0.013797,0.038450,0.031245,-0.017448,0.007206,-0.107019,0.044198,0.227958,0.289621,-0.169098,-0.543571,1.331132,False,0.033000
v6-3__H10__S0__P5__E1_A10,v6-3,10,S0,P5,E1_A10,E1,421,328,321,0,4,0,89,0,1,6,32,7,0,0,0,0,0,0,6,91,224,0,0,0,0,0,0,0,246,4,16,4,32,0.779097,0.193230,1153355.267383,1677059.755815,0.009926,0.036444,0.031245,-0.021318,0.005199,-0.110325,0.026906,0.171535,0.280256,-0.188519,-0.533492,1.227610,False,0.036000
v6-3__H10__S0__P5__E1_A11,v6-3,10,S0,P5,E1_A11,E1,421,337,329,0,4,0,80,0,1,7,26,8,0,0,0,0,0,0,6,59,264,0,0,0,0,0,0,0,246,4,16,4,34,0.800475,0.210366,1226822.323413,1718107.477424,0.014253,0.038180,0.031245,-0.016991,0.006936,-0.080770,0.032969,0.230570,0.288778,-0.193050,-0.535941,1.621060,False,0.037000
v6-3__H10__S0__P5__E1_A12,v6-3,10,S0,P5,E1_A12,E1,421,342,333,0,4,0,75,0,1,8,23,9,0,0,0,0,0,0,8,27,298,0,0,0,0,0,0,0,246,4,16,4,29,0.812352,0.227644,1383461.998758,1878015.486934,0.022726,0.044596,0.031245,-0.008519,0.013352,-0.037421,0.058651,0.335717,0.319336,-0.186705,-0.505097,2.479461,False,0.037000
v6-3__H10__S0__P5__E1_A2,v6-3,10,S0,P5,E1_A2,E1,421,335,329,0,4,0,82,0,1,5,24,6,0,0,0,0,0,0,47,63,219,0,0,0,0,0,0,0,246,4,16,4,31,0.795724,0.181122,1270183.437956,1740069.903895,0.016695,0.039093,0.031245,-0.014549,0.007849,-0.080329,0.043335,0.267137,0.292871,-0.164759,-0.548088,1.371462,False,0.036000
v6-3__H10__S0__P5__E1_A3,v6-3,10,S0,P5,E1_A3,E1,421,345,338,0,4,0,72,0,1,6,22,7,0,0,0,0,0,0,58,28,252,0,0,0,0,0,0,0,246,4,16,4,29,0.819477,0.197732,1443036.740524,1919359.757070,0.025715,0.046172,0.031245,-0.005529,0.014928,-0.027963,0.075494,0.386643,0.326673,-0.150032,-0.515088,2.640162,False,0.033000
v6-3__H10__S0__P5__E1_A4,v6-3,10,S0,P5,E1_A4,E1,421,337,331,0,4,0,80,0,1,5,31,6,0,0,0,0,0,0,30,95,206,0,0,0,0,0,0,0,246,4,16,4,31,0.800475,0.167507,1272724.355868,1811584.804686,0.016836,0.041995,0.031245,-0.014409,0.010750,-0.086018,0.064179,0.271707,0.306447,-0.169166,-0.522491,1.581821,False,0.035000
v6-3__H10__S0__P5__E1_A5,v6-3,10,S0,P5,E1_A5,E1,421,335,328,0,4,0,82,0,1,6,25,7,0,0,0,0,0,0,29,62,237,0,0,0,0,0,0,0,246,4,16,4,32,0.795724,0.185484,1335925.712773,1838394.149927,0.020253,0.043055,0.031245,-0.010991,0.011811,-0.059257,0.063675,0.318023,0.311703,-0.174281,-0.528150,1.579949,False,0.033000
v6-3__H10__S0__P5__E1_A6,v6-3,10,S0,P5,E1_A6,E1,421,345,337,0,4,0,72,0,1,7,22,8,0,0,0,0,0,0,35,27,275,0,0,0,0,0,0,0,246,4,16,4,28,0.819477,0.202575,1512270.871805,2024151.821202,0.029049,0.050029,0.031245,-0.002196,0.018785,-0.010840,0.092730,0.430577,0.344645,-0.167917,-0.493816,2.899898,False,0.051000
v6-3__H10__S0__P5__E1_A7,v6-3,10,S0,P5,E1_A7,E1,421,327,321,0,4,0,90,0,1,5,31,6,0,0,0,0,0,0,13,95,213,0,0,0,0,0,0,0,246,4,16,4,31,0.776722,0.169067,1201890.002862,1741261.343142,0.012813,0.039143,0.031245,-0.018432,0.007898,-0.109021,0.046716,0.212021,0.292622,-0.178270,-0.526535,1.060705,False,0.032000
v6-3__H10__S0__P5__E1_A8,v6-3,10,S0,P5,E1_A8,E1,421,334,327,0,4,0,83,0,1,6,25,7,0,0,0,0,0,0,13,62,252,0,0,0,0,0,0,0,246,4,16,4,32,0.793349,0.187083,1261604.464417,1763569.526136,0.016218,0.040059,0.031245,-0.015026,0.008814,-0.080319,0.047115,0.258592,0.297219,-0.183257,-0.532041,1.375730,False,0.049000
v6-3__H10__S0__P5__E1_A9,v6-3,10,S0,P5,E1_A9,E1,421,339,331,0,4,0,78,0,1,7,22,8,0,0,0,0,0,0,15,27,289,0,0,0,0,0,0,0,246,4,16,4,29,0.805226,0.204176,1424720.059560,1941812.692282,0.024809,0.047015,0.031245,-0.006436,0.015770,-0.031521,0.077238,0.365202,0.330130,-0.177255,-0.497731,2.509254,False,0.035000
v6-3__H10__S0__P5__E2_B1,v6-3,10,S0,P5,E2_B1,E2,421,337,330,0,4,0,80,0,1,6,25,7,8,0,0,0,0,0,24,60,246,0,0,0,0,0,0,0,246,4,16,4,32,0.800475,0.186893,1351489.078705,1863082.357560,0.021072,0.044019,0.031245,-0.010173,0.012774,-0.054431,0.068351,0.323497,0.316031,-0.173101,-0.520607,1.818939,False,0.042000
v6-3__H10__S0__P5__E2_B10,v6-3,10,S0,P5,E2_B10,E2,421,335,329,0,4,0,82,0,1,5,23,6,7,0,0,0,0,0,44,59,226,0,0,0,0,0,0,0,246,4,16,4,32,0.795724,0.182861,1370281.693334,1862866.726572,0.022048,0.044011,0.031245,-0.009196,0.012766,-0.050290,0.069813,0.337869,0.316124,-0.158247,-0.522110,1.710755,False,0.043000
v6-3__H10__S0__P5__E2_B11,v6-3,10,S0,P5,E2_B11,E2,421,333,326,0,4,0,84,0,1,6,25,7,7,0,0,0,0,0,10,59,257,0,0,0,0,0,0,0,246,4,16,4,32,0.790974,0.187823,1280975.308715,1783008.325206,0.017291,0.040849,0.031245,-0.013954,0.009604,-0.074292,0.051133,0.270494,0.300800,-0.180828,-0.525421,1.566956,False,0.062000
v6-3__H10__S0__P5__E2_B12,v6-3,10,S0,P5,E2_B12,E2,421,336,328,0,4,0,81,0,1,7,26,8,8,0,0,0,0,0,6,57,265,0,0,0,0,0,0,0,246,4,16,4,32,0.798100,0.211107,1260656.301381,1753940.918929,0.016165,0.039665,0.031245,-0.015079,0.008420,-0.071429,0.039886,0.254749,0.295787,-0.189315,-0.524679,1.727838,False,0.042000
v6-3__H10__S0__P5__E2_B13,v6-3,10,S0,P5,E2_B13,E2,421,331,325,0,4,0,86,0,1,5,30,6,8,0,0,0,0,0,22,92,211,0,0,0,0,0,0,0,246,4,16,4,32,0.786223,0.168306,1253143.227919,1796126.383987,0.015745,0.041377,0.031245,-0.015500,0.010132,-0.092092,0.060202,0.252422,0.303379,-0.172890,-0.527697,1.435859,False,0.042000
v6-3__H10__S0__P5__E2_B14,v6-3,10,S0,P5,E2_B14,E2,421,345,337,0,4,0,72,0,1,7,23,8,10,0,0,0,0,0,27,27,283,0,0,0,0,0,0,0,246,4,16,4,29,0.819477,0.203347,1468781.750287,1982962.701512,0.026972,0.048536,0.031245,-0.004273,0.017291,-0.021011,0.085034,0.395750,0.337439,-0.172758,-0.498625,2.797719,False,0.046000
v6-3__H10__S0__P5__E2_B18,v6-3,10,S0,P5,E2_B18,E2,421,337,330,0,4,0,80,0,1,6,26,7,9,0,0,0,0,0,24,60,246,0,0,0,0,0,0,0,246,4,16,4,32,0.800475,0.186569,1369571.466341,1881258.093164,0.022012,0.044721,0.031245,-0.009233,0.013476,-0.049487,0.072232,0.337990,0.319409,-0.171188,-0.519990,1.742552,False,0.062000
v6-3__H10__S0__P5__E2_B19,v6-3,10,S0,P5,E2_B19,E2,421,337,329,0,4,0,80,0,1,7,26,8,9,0,0,0,0,0,7,57,265,0,0,0,0,0,0,0,246,4,16,4,32,0.800475,0.211113,1274817.850426,1772553.167416,0.016952,0.040425,0.031245,-0.014293,0.009180,-0.067703,0.043485,0.265591,0.299418,-0.187296,-0.523791,1.775477,False,0.044000
v6-3__H10__S0__P5__E2_B2,v6-3,10,S0,P5,E2_B2,E2,421,340,333,0,4,0,77,0,1,6,26,7,9,0,0,0,0,0,25,60,248,0,0,0,0,0,0,0,246,4,16,4,32,0.807601,0.186801,1364388.077347,1871822.962467,0.021743,0.044357,0.031245,-0.009501,0.013113,-0.050862,0.070197,0.333961,0.317672,-0.171698,-0.519505,1.836472,False,0.042000
v6-3__H10__S0__P5__E2_B20,v6-3,10,S0,P5,E2_B20,E2,421,339,332,0,4,0,78,0,1,6,26,7,9,0,0,0,0,0,29,60,243,0,0,0,0,0,0,0,246,4,16,4,32,0.805226,0.186665,1388430.878569,1903073.636050,0.022980,0.045555,0.031245,-0.008265,0.014311,-0.044276,0.076664,0.352272,0.323388,-0.168739,-0.514826,1.830658,False,0.040000
v6-3__H10__S0__P5__E2_B3,v6-3,10,S0,P5,E2_B3,E2,421,337,330,0,4,0,80,0,1,6,26,7,9,0,0,0,0,0,26,60,244,0,0,0,0,0,0,0,246,4,16,4,32,0.800475,0.186569,1368933.716089,1880619.759311,0.021979,0.044696,0.031245,-0.009266,0.013452,-0.049664,0.072101,0.337548,0.319292,-0.171188,-0.519990,1.735078,False,0.044000
v6-3__H10__S0__P5__E2_B4,v6-3,10,S0,P5,E2_B4,E2,421,337,330,0,4,0,80,0,1,6,25,7,8,0,0,0,0,0,24,60,246,0,0,0,0,0,0,0,246,4,16,4,32,0.800475,0.186893,1351489.078705,1863082.357560,0.021072,0.044019,0.031245,-0.010173,0.012774,-0.054431,0.068351,0.323497,0.316031,-0.173101,-0.520607,1.818939,False,0.041000
v6-3__H10__S0__P5__E2_B5,v6-3,10,S0,P5,E2_B5,E2,421,337,330,0,4,0,80,0,1,6,25,7,8,0,0,0,0,0,24,60,246,0,0,0,0,0,0,0,246,4,16,4,32,0.800475,0.186893,1351489.078705,1863082.357560,0.021072,0.044019,0.031245,-0.010173,0.012774,-0.054431,0.068351,0.323497,0.316031,-0.173101,-0.520607,1.818939,False,0.044000
v6-3__H10__S0__P5__E2_B6,v6-3,10,S0,P5,E2_B6,E2,421,339,332,0,4,0,78,0,1,6,25,7,8,0,0,0,0,0,28,60,244,0,0,0,0,0,0,0,246,4,16,4,32,0.805226,0.186760,1374779.746551,1893176.659937,0.022280,0.045178,0.031245,-0.008964,0.013933,-0.047999,0.074605,0.341146,0.321557,-0.170200,-0.516183,1.894292,False,0.044000
v6-3__H10__S0__P5__E2_B7,v6-3,10,S0,P5,E2_B7,E2,421,337,330,0,4,0,80,0,1,6,25,7,8,0,0,0,0,0,22,60,248,0,0,0,0,0,0,0,246,4,16,4,32,0.800475,0.186893,1352126.828957,1863720.691414,0.021105,0.044044,0.031245,-0.010139,0.012799,-0.054253,0.068484,0.323942,0.316148,-0.173101,-0.520607,1.826150,False,0.046000
v6-3__H10__S0__P5__E2_B8,v6-3,10,S0,P5,E2_B8,E2,421,338,331,0,4,0,79,0,1,6,25,7,8,0,0,0,0,0,24,58,249,0,0,0,0,0,0,0,246,4,16,4,32,0.802850,0.186790,1341488.558003,1852421.645627,0.020547,0.043604,0.031245,-0.010698,0.012360,-0.057271,0.066169,0.316203,0.314052,-0.173909,-0.522241,1.867906,False,0.060000
v6-3__H10__S0__P5__E2_B9,v6-3,10,S0,P5,E2_B9,E2,421,335,329,0,4,0,82,0,1,5,23,6,7,0,0,0,0,0,35,59,235,0,0,0,0,0,0,0,246,4,16,4,32,0.795724,0.183610,1377357.276173,1864948.369389,0.022413,0.044091,0.031245,-0.008832,0.012847,-0.048100,0.069968,0.341096,0.316385,-0.158105,-0.524370,1.758433,False,0.029000
v6-3__H10__S0__P5__E3,v6-3,10,S0,P5,E3,E3,421,326,319,0,4,0,91,0,1,6,3346,7,0,0,0,0,0,0,0,0,155,164,0,0,0,0,0,0,246,4,16,4,32,0.774347,0.188464,1193815.233537,1809575.775620,0.012340,0.041915,0.031245,-0.018904,0.010670,-0.100308,0.056617,0.207833,0.307443,-0.174124,-0.532374,1.217252,False,0.043000
v6-3__H10__S0__P5__E4,v6-3,10,S0,P5,E4,E4,421,347,473,0,4,0,70,0,1,8,2330,9,0,0,0,8,0,0,0,0,303,35,135,0,0,0,0,0,246,4,16,4,34,0.824228,0.196224,1329407.190145,1866769.422058,0.019908,0.044162,0.031245,-0.011337,0.012917,-0.057774,0.065829,0.303209,0.317454,-0.151746,-0.513756,6.176194,False,0.041000
v6-3__H10__S0__P5__E5,v6-3,10,S0,P5,E5,E5,421,328,320,0,4,0,89,0,1,7,2486,8,0,0,0,0,0,0,0,0,220,0,0,100,0,0,0,0,246,4,16,4,33,0.779097,0.208376,1269801.591257,1815320.827178,0.016674,0.042144,0.031245,-0.014571,0.010899,-0.069924,0.052305,0.261976,0.308195,-0.157419,-0.521604,1.560358,False,0.044000
v6-3__H10__S0__P5__E6,v6-3,10,S0,P5,E6,E6,421,369,361,0,4,0,48,0,1,7,1991,8,0,0,0,0,0,0,0,0,170,0,0,0,191,0,0,0,246,4,16,4,24,0.876485,0.208122,1590887.160530,2119506.637952,0.032665,0.053381,0.031245,0.001421,0.022136,0.006827,0.106363,0.478198,0.362326,-0.159471,-0.499753,2.717281,False,0.032000
v6-3__H10__S0__P5__E7,v6-3,10,S0,P5,E7,E7,421,332,323,0,4,0,85,0,1,8,1454,9,0,0,0,0,0,0,0,0,310,0,0,0,0,13,0,0,246,4,16,4,30,0.788599,0.230819,1515477.490694,2085921.873200,0.029200,0.052217,0.031245,-0.002045,0.020972,-0.008860,0.090860,0.404373,0.354966,-0.159240,-0.506164,3.040324,False,0.045000
v6-3__H20__S0__P5__E0,v6-3,20,S0,P5,E0,E0,421,282,268,0,4,0,135,0,3,11,16,14,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,246,4,16,4,40,0.669834,0.404951,1996373.109901,2711600.025048,0.049025,0.071501,0.031245,0.017781,0.040256,0.043908,0.099411,0.511190,0.438944,-0.194597,-0.511383,3.165636,False,0.063000
v6-3__H20__S0__P5__E1_A1,v6-3,20,S0,P5,E1_A1,E1,421,326,319,0,4,0,91,0,3,4,35,7,0,0,0,0,0,0,93,128,98,0,0,0,0,0,0,0,246,4,16,4,34,0.774347,0.197929,1520710.868370,2053915.486288,0.029445,0.051091,0.031245,-0.001799,0.019846,-0.009091,0.100271,0.387756,0.346592,-0.189529,-0.562800,1.860692,False,0.041000
v6-3__H20__S0__P5__E1_A10,v6-3,20,S0,P5,E1_A10,E1,421,319,310,0,4,0,98,0,3,6,45,9,0,0,0,0,0,0,40,133,137,0,0,0,0,0,0,0,246,4,16,4,37,0.757720,0.237147,1558278.658200,2190760.996535,0.031186,0.055795,0.031245,-0.000059,0.024551,-0.000247,0.103525,0.384031,0.367809,-0.215680,-0.575639,1.844674,False,0.064000
v6-3__H20__S0__P5__E1_A11,v6-3,20,S0,P5,E1_A11,E1,421,325,315,0,4,0,92,0,3,7,36,10,0,0,0,0,0,0,41,98,176,0,0,0,0,0,0,0,246,4,16,4,38,0.771971,0.260329,1558238.585912,2111492.574820,0.031184,0.053105,0.031245,-0.000060,0.021860,-0.000232,0.083972,0.374173,0.354990,-0.208944,-0.601325,2.053793,False,0.064000
v6-3__H20__S0__P5__E1_A12,v6-3,20,S0,P5,E1_A12,E1,421,320,309,0,4,0,97,0,3,8,33,11,0,0,0,0,0,0,44,50,215,0,0,0,0,0,0,0,246,4,16,4,34,0.760095,0.286347,1876153.279344,2476786.492778,0.044524,0.064803,0.031245,0.013280,0.033558,0.046377,0.117195,0.508102,0.407589,-0.188102,-0.540216,2.810004,False,0.044000
v6-3__H20__S0__P5__E1_A2,v6-3,20,S0,P5,E1_A2,E1,421,334,326,0,4,0,83,0,3,5,28,8,0,0,0,0,0,0,99,95,132,0,0,0,0,0,0,0,246,4,16,4,38,0.793349,0.220344,1488668.929464,1941095.415827,0.027929,0.046988,0.031245,-0.003316,0.015743,-0.015049,0.071450,0.359624,0.327341,-0.182729,-0.591369,2.158459,False,0.043000
v6-3__H20__S0__P5__E1_A3,v6-3,20,S0,P5,E1_A3,E1,421,336,327,0,4,0,81,0,3,6,27,9,0,0,0,0,0,0,111,51,165,0,0,0,0,0,0,0,246,4,16,4,30,0.798100,0.245737,1896746.983758,2418636.725987,0.045314,0.063053,0.031245,0.014070,0.031808,0.057255,0.129441,0.552150,0.401035,-0.151075,-0.515841,3.354754,False,0.045000
v6-3__H20__S0__P5__E1_A4,v6-3,20,S0,P5,E1_A4,E1,421,325,317,0,4,0,92,0,3,5,37,8,0,0,0,0,0,0,70,130,117,0,0,0,0,0,0,0,246,4,16,4,33,0.771971,0.207459,1617793.054237,2165294.307315,0.033865,0.054941,0.031245,0.002621,0.023696,0.012632,0.114221,0.432976,0.363489,-0.180994,-0.554018,2.104552,False,0.041000
v6-3__H20__S0__P5__E1_A5,v6-3,20,S0,P5,E1_A5,E1,421,332,323,0,4,0,85,0,3,6,30,9,0,0,0,0,0,0,73,96,154,0,0,0,0,0,0,0,246,4,16,4,35,0.788599,0.230881,1597632.059660,2061948.474389,0.032968,0.051375,0.031245,0.001723,0.020131,0.007465,0.087190,0.407805,0.346627,-0.183610,-0.587725,2.233649,False,0.044000
v6-3__H20__S0__P5__E1_A6,v6-3,20,S0,P5,E1_A6,E1,421,336,326,0,4,0,81,0,3,7,28,10,0,0,0,0,0,0,84,50,192,0,0,0,0,0,0,0,246,4,16,4,27,0.798100,0.256147,2008105.608293,2534454.123511,0.049451,0.066501,0.031245,0.018206,0.035256,0.071078,0.137641,0.588605,0.415511,-0.153245,-0.506918,3.308398,False,0.047000
v6-3__H20__S0__P5__E1_A7,v6-3,20,S0,P5,E1_A7,E1,421,320,312,0,4,0,97,0,3,5,41,8,0,0,0,0,0,0,55,132,125,0,0,0,0,0,0,0,246,4,16,4,36,0.760095,0.210971,1552823.048384,2179003.293017,0.030936,0.055402,0.031245,-0.000309,0.024157,-0.001465,0.114505,0.385029,0.365451,-0.220361,-0.567158,1.999582,False,0.059000
v6-3__H20__S0__P5__E1_A8,v6-3,20,S0,P5,E1_A8,E1,421,326,317,0,4,0,91,0,3,6,33,9,0,0,0,0,0,0,55,98,164,0,0,0,0,0,0,0,246,4,16,4,39,0.774347,0.234576,1547280.470181,2086292.379243,0.030680,0.052230,0.031245,-0.000564,0.020985,-0.002405,0.089460,0.371162,0.350368,-0.208274,-0.593780,2.041693,False,0.044000
v6-3__H20__S0__P5__E1_A9,v6-3,20,S0,P5,E1_A9,E1,421,327,317,0,4,0,90,0,3,7,29,10,0,0,0,0,0,0,63,50,204,0,0,0,0,0,0,0,246,4,16,4,29,0.776722,0.261162,1967781.239940,2570229.908628,0.047978,0.067536,0.031245,0.016734,0.036292,0.064074,0.138963,0.555579,0.419530,-0.188234,-0.514300,3.022740,False,0.047000
v6-3__H20__S0__P5__E2_B1,v6-3,20,S0,P5,E2_B1,E2,421,329,320,0,4,0,88,0,3,6,32,9,14,0,0,0,0,0,69,95,156,0,0,0,0,0,0,0,246,4,16,4,36,0.781473,0.233013,1597258.149434,2110575.819593,0.032951,0.053073,0.031245,0.001707,0.021829,0.007324,0.093680,0.396614,0.354011,-0.189834,-0.573559,2.194651,False,0.053000
v6-3__H20__S0__P5__E2_B10,v6-3,20,S0,P5,E2_B10,E2,421,330,322,0,4,0,87,0,3,5,30,8,11,0,0,0,0,0,97,94,131,0,0,0,0,0,0,0,246,4,16,4,35,0.783848,0.224463,1638354.985851,2109259.064443,0.034770,0.053028,0.031245,0.003525,0.021783,0.015704,0.097045,0.434216,0.354717,-0.178864,-0.567074,2.252617,False,0.081000
v6-3__H20__S0__P5__E2_B11,v6-3,20,S0,P5,E2_B11,E2,421,330,321,0,4,0,87,0,3,6,34,9,12,0,0,0,0,0,50,97,174,0,0,0,0,0,0,0,246,4,16,4,36,0.783848,0.237306,1561961.088305,2112795.283635,0.031354,0.053150,0.031245,0.000110,0.021905,0.000463,0.092308,0.371735,0.353891,-0.203777,-0.582889,2.106746,False,0.057000
v6-3__H20__S0__P5__E2_B12,v6-3,20,S0,P5,E2_B12,E2,421,323,313,0,4,0,94,0,3,7,36,10,14,0,0,0,0,0,32,95,186,0,0,0,0,0,0,0,246,4,16,4,38,0.767221,0.262982,1545703.306951,2095730.872516,0.030608,0.052559,0.031245,-0.000637,0.021314,-0.002422,0.081048,0.363725,0.351959,-0.206037,-0.594915,2.009800,False,0.059000
v6-3__H20__S0__P5__E2_B13,v6-3,20,S0,P5,E2_B13,E2,421,326,318,0,4,0,91,0,3,5,38,8,10,0,0,0,0,0,66,130,122,0,0,0,0,0,0,0,246,4,16,4,35,0.774347,0.208679,1555072.772633,2134352.133352,0.031039,0.053890,0.031245,-0.000206,0.022646,-0.000985,0.108519,0.388586,0.358377,-0.215349,-0.557135,2.056202,False,0.078000
v6-3__H20__S0__P5__E2_B14,v6-3,20,S0,P5,E2_B14,E2,421,325,315,0,4,0,92,0,3,7,28,10,14,0,0,0,0,0,77,50,188,0,0,0,0,0,0,0,246,4,16,4,32,0.771971,0.256707,1925524.300381,2495922.749708,0.046404,0.065370,0.031245,0.015160,0.034126,0.059055,0.132937,0.540372,0.410055,-0.188582,-0.508752,3.060015,False,0.060000
v6-3__H20__S0__P5__E2_B18,v6-3,20,S0,P5,E2_B18,E2,421,333,324,0,4,0,84,0,3,6,30,9,15,0,0,0,0,0,69,95,160,0,0,0,0,0,0,0,246,4,16,4,33,0.790974,0.233221,1632846.657980,2121009.112622,0.034528,0.053433,0.031245,0.003284,0.022188,0.014080,0.095138,0.418406,0.355483,-0.184661,-0.576544,2.372246,False,0.089000
v6-3__H20__S0__P5__E2_B19,v6-3,20,S0,P5,E2_B19,E2,421,322,312,0,4,0,95,0,3,7,36,10,14,0,0,0,0,0,34,96,182,0,0,0,0,0,0,0,246,4,16,4,38,0.764846,0.263249,1605293.179222,2164778.506175,0.033310,0.054923,0.031245,0.002066,0.023679,0.007847,0.089949,0.392586,0.362699,-0.205696,-0.592810,2.079766,False,0.058000
v6-3__H20__S0__P5__E2_B2,v6-3,20,S0,P5,E2_B2,E2,421,333,324,0,4,0,84,0,3,6,30,9,15,0,0,0,0,0,70,94,160,0,0,0,0,0,0,0,246,4,16,4,33,0.790974,0.233691,1642016.771706,2124220.982236,0.034929,0.053543,0.031245,0.003685,0.022299,0.015768,0.095419,0.422656,0.356055,-0.184153,-0.573325,2.333014,False,0.086000
