feature,importance,rank,kept
REF_LOW_5,0.0,1322,False
REF_OPEN_10,0.0,1323,False
REF_OPEN_20,0.0,1324,False
REF_OPEN_3,0.0,1325,False
REF_OPEN_30,0.0,1326,False
REF_OPEN_5,0.0,1327,False
REF_OPEN_60,0.0,1328,False
REF_RETID_10,0.0,1329,False
REF_RETID_20,0.0,1330,False
REF_RETID_5,0.0,1331,False
REF_RETID_60,0.0,1332,False
REF_RETON_10,0.0,1333,False
REF_RETON_20,0.0,1334,False
REF_RETON_30,0.0,1335,False
REF_RETON_5,0.0,1336,False
REF_RETON_60,0.0,1337,False
REF_R_10,0.0,1338,False
REF_R_20,0.0,1339,False
REF_R_30,0.0,1340,False
REF_R_5,0.0,1341,False
REF_R_60,0.0,1342,False
REF_VWAP_10,0.0,1343,False
REF_VWAP_20,0.0,1344,False
REF_VWAP_30,0.0,1345,False
REF_VWAP_5,0.0,1346,False
RESID_MOM60_INDNA,0.0,1347,False
RESID_MOM60_MKSRC,0.0,1348,False
RESI_A_10,0.0,1349,False
RESI_A_20,0.0,1350,False
RESI_A_30,0.0,1351,False
RESI_A_5,0.0,1352,False
RESI_CF_20,0.0,1353,False
RESI_CF_3,0.0,1354,False
RESI_CF_5,0.0,1355,False
RESI_HIGH_10,0.0,1356,False
RESI_HIGH_20,0.0,1357,False
RESI_HIGH_3,0.0,1358,False
RESI_HIGH_5,0.0,1359,False
RESI_HLR_10,0.0,1360,False
RESI_HLR_20,0.0,1361,False
RESI_HLR_3,0.0,1362,False
RESI_HLR_30,0.0,1363,False
RESI_HLR_5,0.0,1364,False
RESI_HLR_60,0.0,1365,False
RESI_LOGV_10,0.0,1366,False
RESI_LOGV_20,0.0,1367,False
RESI_LOGV_3,0.0,1368,False
RESI_LOGV_30,0.0,1369,False
RESI_LOGV_5,0.0,1370,False
RESI_LOGV_60,0.0,1371,False
RESI_LOW_10,0.0,1372,False
RESI_LOW_3,0.0,1373,False
RESI_LOW_5,0.0,1374,False
RESI_OPEN_10,0.0,1375,False
RESI_OPEN_20,0.0,1376,False
RESI_OPEN_5,0.0,1377,False
RESI_OPEN_60,0.0,1378,False
RESI_RETID_10,0.0,1379,False
RESI_RETID_20,0.0,1380,False
RESI_RETID_3,0.0,1381,False
RESI_RETID_30,0.0,1382,False
RESI_RETID_5,0.0,1383,False
RESI_RETID_60,0.0,1384,False
RESI_RETON_20,0.0,1385,False
RESI_RETON_3,0.0,1386,False
RESI_RETON_30,0.0,1387,False
RESI_RETON_60,0.0,1388,False
RESI_R_10,0.0,1389,False
RESI_R_20,0.0,1390,False
RESI_R_3,0.0,1391,False
RESI_R_30,0.0,1392,False
RESI_R_60,0.0,1393,False
RESI_VWAP_3,0.0,1394,False
RESI_V_10,0.0,1395,False
RESI_V_20,0.0,1396,False
RESI_V_30,0.0,1397,False
RESI_V_5,0.0,1398,False
RESI_V_60,0.0,1399,False
RET1,0.0,1400,False
RET10,0.0,1401,False
RET20,0.0,1402,False
RET20_CSR,0.0,1403,False
RET_ID,0.0,1404,False
RSI14,0.0,1405,False
RSI6,0.0,1406,False
RSI_DIV,0.0,1407,False
RSI_OVERSOLD_DAYS,0.0,1408,False
RSQ_A_10,0.0,1409,False
RSQ_A_20,0.0,1410,False
RSQ_A_30,0.0,1411,False
RSQ_A_5,0.0,1412,False
RSQ_A_60,0.0,1413,False
RSQ_CF_10,0.0,1414,False
RSQ_CF_20,0.0,1415,False
RSQ_CF_3,0.0,1416,False
RSQ_CF_30,0.0,1417,False
RSQ_CF_5,0.0,1418,False
RSQ_HIGH_10,0.0,1419,False
RSQ_HIGH_20,0.0,1420,False
RSQ_HIGH_30,0.0,1421,False
RSQ_HLR_10,0.0,1422,False
RSQ_HLR_3,0.0,1423,False
RSQ_HLR_5,0.0,1424,False
RSQ_HLR_60,0.0,1425,False
RSQ_LOGV_10,0.0,1426,False
RSQ_LOGV_3,0.0,1427,False
RSQ_LOGV_30,0.0,1428,False
RSQ_LOGV_5,0.0,1429,False
RSQ_LOGV_60,0.0,1430,False
RSQ_LOW_10,0.0,1431,False
RSQ_LOW_3,0.0,1432,False
RSQ_LOW_5,0.0,1433,False
RSQ_OPEN_10,0.0,1434,False
RSQ_OPEN_5,0.0,1435,False
RSQ_RETID_10,0.0,1436,False
RSQ_RETID_20,0.0,1437,False
RSQ_RETID_3,0.0,1438,False
RSQ_RETID_30,0.0,1439,False
RSQ_RETID_5,0.0,1440,False
RSQ_RETID_60,0.0,1441,False
RSQ_RETON_10,0.0,1442,False
RSQ_RETON_20,0.0,1443,False
RSQ_RETON_3,0.0,1444,False
RSQ_RETON_30,0.0,1445,False
RSQ_RETON_60,0.0,1446,False
RSQ_R_3,0.0,1447,False
RSQ_R_5,0.0,1448,False
RSQ_R_60,0.0,1449,False
RSQ_VWAP_10,0.0,1450,False
RSQ_VWAP_20,0.0,1451,False
RSQ_VWAP_3,0.0,1452,False
RSQ_VWAP_60,0.0,1453,False
RSQ_V_10,0.0,1454,False
RSQ_V_20,0.0,1455,False
RSQ_V_30,0.0,1456,False
RSQ_V_5,0.0,1457,False
RSQ_V_60,0.0,1458,False
RSV9,0.0,1459,False
RVC20,0.0,1460,False
SKEW_A_10,0.0,1461,False
SKEW_A_20,0.0,1462,False
SKEW_A_3,0.0,1463,False
SKEW_A_30,0.0,1464,False
SKEW_A_60,0.0,1465,False
SKEW_CF_3,0.0,1466,False
SKEW_CF_5,0.0,1467,False
SKEW_CF_60,0.0,1468,False
SKEW_HIGH_10,0.0,1469,False
SKEW_HIGH_20,0.0,1470,False
SKEW_HIGH_3,0.0,1471,False
SKEW_HLR_10,0.0,1472,False
SKEW_HLR_20,0.0,1473,False
SKEW_HLR_30,0.0,1474,False
SKEW_HLR_5,0.0,1475,False
SKEW_HLR_60,0.0,1476,False
SKEW_LOGV_20,0.0,1477,False
SKEW_LOGV_3,0.0,1478,False
SKEW_LOGV_5,0.0,1479,False
SKEW_LOW_10,0.0,1480,False
SKEW_LOW_20,0.0,1481,False
SKEW_LOW_3,0.0,1482,False
SKEW_LOW_5,0.0,1483,False
SKEW_LOW_60,0.0,1484,False
SKEW_OPEN_10,0.0,1485,False
SKEW_OPEN_20,0.0,1486,False
SKEW_OPEN_5,0.0,1487,False
SKEW_OPEN_60,0.0,1488,False
SKEW_RETID_10,0.0,1489,False
SKEW_RETID_3,0.0,1490,False
SKEW_RETID_5,0.0,1491,False
SKEW_RETON_10,0.0,1492,False
SKEW_RETON_3,0.0,1493,False
SKEW_RETON_30,0.0,1494,False
SKEW_RETON_5,0.0,1495,False
SKEW_RETON_60,0.0,1496,False
SKEW_R_10,0.0,1497,False
SKEW_R_20,0.0,1498,False
SKEW_R_3,0.0,1499,False
SKEW_R_5,0.0,1500,False
SKEW_VWAP_10,0.0,1501,False
SKEW_VWAP_20,0.0,1502,False
SKEW_VWAP_3,0.0,1503,False
SKEW_VWAP_30,0.0,1504,False
SKEW_VWAP_5,0.0,1505,False
SKEW_V_10,0.0,1506,False
SKEW_V_20,0.0,1507,False
SKEW_V_3,0.0,1508,False
SKEW_V_5,0.0,1509,False
SKEW_V_60,0.0,1510,False
SLOPE_A_3,0.0,1511,False
SLOPE_A_30,0.0,1512,False
SLOPE_A_5,0.0,1513,False
SLOPE_A_60,0.0,1514,False
SLOPE_CF_10,0.0,1515,False
SLOPE_CF_20,0.0,1516,False
SLOPE_CF_3,0.0,1517,False
SLOPE_CF_30,0.0,1518,False
SLOPE_HIGH_10,0.0,1519,False
SLOPE_HIGH_20,0.0,1520,False
SLOPE_HIGH_3,0.0,1521,False
SLOPE_HIGH_30,0.0,1522,False
SLOPE_HIGH_5,0.0,1523,False
SLOPE_HLR_20,0.0,1524,False
SLOPE_HLR_5,0.0,1525,False
SLOPE_LOGV_20,0.0,1526,False
SLOPE_LOGV_3,0.0,1527,False
SLOPE_LOW_10,0.0,1528,False
SLOPE_LOW_20,0.0,1529,False
SLOPE_LOW_30,0.0,1530,False
SLOPE_OPEN_10,0.0,1531,False
SLOPE_OPEN_3,0.0,1532,False
SLOPE_OPEN_30,0.0,1533,False
SLOPE_OPEN_5,0.0,1534,False
SLOPE_RETID_10,0.0,1535,False
SLOPE_RETID_20,0.0,1536,False
SLOPE_RETID_3,0.0,1537,False
SLOPE_RETID_30,0.0,1538,False
SLOPE_RETID_5,0.0,1539,False
SLOPE_RETON_10,0.0,1540,False
SLOPE_RETON_30,0.0,1541,False
SLOPE_RETON_5,0.0,1542,False
SLOPE_RETON_60,0.0,1543,False
SLOPE_R_10,0.0,1544,False
SLOPE_R_20,0.0,1545,False
SLOPE_R_3,0.0,1546,False
SLOPE_R_30,0.0,1547,False
SLOPE_R_5,0.0,1548,False
SLOPE_VWAP_10,0.0,1549,False
SLOPE_VWAP_3,0.0,1550,False
SLOPE_VWAP_30,0.0,1551,False
SLOPE_VWAP_5,0.0,1552,False
SLOPE_V_10,0.0,1553,False
SLOPE_V_3,0.0,1554,False
SLOPE_V_30,0.0,1555,False
SLOPE_V_5,0.0,1556,False
SNAP_H,0.0,1557,False
SNAP_L,0.0,1558,False
SNAP_O,0.0,1559,False
SNAP_VWAP,0.0,1560,False
SR_RATIO20,0.0,1561,False
STD_A_3,0.0,1562,False
STD_A_5,0.0,1563,False
STD_A_60,0.0,1564,False
STD_CF_10,0.0,1565,False
STD_CF_20,0.0,1566,False
STD_CF_3,0.0,1567,False
STD_CF_30,0.0,1568,False
STD_CF_60,0.0,1569,False
STD_HIGH_10,0.0,1570,False
STD_HIGH_20,0.0,1571,False
STD_HIGH_30,0.0,1572,False
STD_HIGH_5,0.0,1573,False
STD_HIGH_60,0.0,1574,False
STD_HLR_10,0.0,1575,False
STD_HLR_20,0.0,1576,False
STD_HLR_3,0.0,1577,False
STD_HLR_30,0.0,1578,False
STD_HLR_5,0.0,1579,False
STD_LOGV_3,0.0,1580,False
STD_LOGV_30,0.0,1581,False
STD_LOGV_5,0.0,1582,False
STD_LOGV_60,0.0,1583,False
STD_LOW_10,0.0,1584,False
STD_LOW_20,0.0,1585,False
STD_LOW_3,0.0,1586,False
STD_LOW_30,0.0,1587,False
STD_LOW_5,0.0,1588,False
STD_OPEN_10,0.0,1589,False
STD_OPEN_20,0.0,1590,False
STD_OPEN_3,0.0,1591,False
STD_OPEN_5,0.0,1592,False
STD_RETID_10,0.0,1593,False
STD_RETID_3,0.0,1594,False
STD_RETID_5,0.0,1595,False
STD_RETID_60,0.0,1596,False
STD_RETON_3,0.0,1597,False
STD_RETON_30,0.0,1598,False
STD_RETON_5,0.0,1599,False
STD_R_10,0.0,1600,False
STD_VWAP_10,0.0,1601,False
STD_VWAP_30,0.0,1602,False
STD_VWAP_5,0.0,1603,False
STD_V_10,0.0,1604,False
STD_V_3,0.0,1605,False
STD_V_5,0.0,1606,False
SUMD20,0.0,1607,False
TOUCH_LIMITUP_FAIL,0.0,1608,False
TSRANK20,0.0,1609,False
TSRANK_A_10,0.0,1610,False
TSRANK_A_20,0.0,1611,False
TSRANK_A_3,0.0,1612,False
TSRANK_A_30,0.0,1613,False
TSRANK_A_5,0.0,1614,False
TSRANK_A_60,0.0,1615,False
TSRANK_CF_10,0.0,1616,False
TSRANK_CF_3,0.0,1617,False
TSRANK_CF_30,0.0,1618,False
TSRANK_CF_5,0.0,1619,False
TSRANK_CF_60,0.0,1620,False
TSRANK_HIGH_10,0.0,1621,False
TSRANK_HIGH_20,0.0,1622,False
TSRANK_HIGH_3,0.0,1623,False
TSRANK_HIGH_30,0.0,1624,False
TSRANK_HIGH_5,0.0,1625,False
TSRANK_HIGH_60,0.0,1626,False
TSRANK_HLR_10,0.0,1627,False
TSRANK_HLR_20,0.0,1628,False
TSRANK_HLR_3,0.0,1629,False
TSRANK_HLR_5,0.0,1630,False
TSRANK_HLR_60,0.0,1631,False
TSRANK_LOGV_10,0.0,1632,False
TSRANK_LOGV_20,0.0,1633,False
TSRANK_LOGV_3,0.0,1634,False
TSRANK_LOGV_30,0.0,1635,False
TSRANK_LOGV_5,0.0,1636,False
TSRANK_LOGV_60,0.0,1637,False
TSRANK_LOW_10,0.0,1638,False
TSRANK_LOW_20,0.0,1639,False
TSRANK_LOW_3,0.0,1640,False
TSRANK_LOW_30,0.0,1641,False
TSRANK_LOW_5,0.0,1642,False
TSRANK_LOW_60,0.0,1643,False
TSRANK_OPEN_10,0.0,1644,False
TSRANK_OPEN_20,0.0,1645,False
TSRANK_OPEN_3,0.0,1646,False
TSRANK_OPEN_30,0.0,1647,False
TSRANK_OPEN_5,0.0,1648,False
TSRANK_OPEN_60,0.0,1649,False
TSRANK_RETID_10,0.0,1650,False
TSRANK_RETID_20,0.0,1651,False
TSRANK_RETID_3,0.0,1652,False
TSRANK_RETID_30,0.0,1653,False
TSRANK_RETID_5,0.0,1654,False
TSRANK_RETID_60,0.0,1655,False
TSRANK_RETON_10,0.0,1656,False
TSRANK_RETON_20,0.0,1657,False
TSRANK_RETON_3,0.0,1658,False
TSRANK_RETON_30,0.0,1659,False
TSRANK_RETON_5,0.0,1660,False
TSRANK_RETON_60,0.0,1661,False
TSRANK_R_10,0.0,1662,False
TSRANK_R_20,0.0,1663,False
TSRANK_R_3,0.0,1664,False
TSRANK_R_30,0.0,1665,False
TSRANK_R_5,0.0,1666,False
TSRANK_R_60,0.0,1667,False
TSRANK_VWAP_10,0.0,1668,False
TSRANK_VWAP_20,0.0,1669,False
TSRANK_VWAP_3,0.0,1670,False
TSRANK_VWAP_30,0.0,1671,False
TSRANK_VWAP_5,0.0,1672,False
TSRANK_VWAP_60,0.0,1673,False
TURN_F20,0.0,1674,False
VMA5,0.0,1675,False
VOL15,0.0,1676,False
VOL20,0.0,1677,False
VOL5,0.0,1678,False
VOLUME_RATIO_MA5,0.0,1679,False
VOLUME_RATIO_T,0.0,1680,False
VOLUME_TREND10,0.0,1681,False
VOL_DRYUP_EXTREME,0.0,1682,False
VOL_MOM,0.0,1683,False
VR1_20,0.0,1684,False
VR5_60,0.0,1685,False
VSTD20,0.0,1686,False
WMA_A_10,0.0,1687,False
WMA_A_20,0.0,1688,False
WMA_A_30,0.0,1689,False
WMA_A_5,0.0,1690,False
WMA_A_60,0.0,1691,False
WMA_CF_10,0.0,1692,False
WMA_CF_20,0.0,1693,False
WMA_CF_3,0.0,1694,False
WMA_CF_30,0.0,1695,False
WMA_CF_5,0.0,1696,False
WMA_CF_60,0.0,1697,False
WMA_HIGH_10,0.0,1698,False
WMA_HIGH_20,0.0,1699,False
WMA_HIGH_3,0.0,1700,False
WMA_HIGH_30,0.0,1701,False
WMA_HIGH_5,0.0,1702,False
WMA_HIGH_60,0.0,1703,False
WMA_HLR_10,0.0,1704,False
WMA_HLR_20,0.0,1705,False
WMA_HLR_3,0.0,1706,False
WMA_HLR_30,0.0,1707,False
WMA_HLR_60,0.0,1708,False
WMA_LOGV_60,0.0,1709,False
WMA_LOW_10,0.0,1710,False
WMA_LOW_20,0.0,1711,False
WMA_LOW_3,0.0,1712,False
WMA_LOW_30,0.0,1713,False
WMA_LOW_5,0.0,1714,False
WMA_LOW_60,0.0,1715,False
WMA_OPEN_10,0.0,1716,False
WMA_OPEN_20,0.0,1717,False
WMA_OPEN_3,0.0,1718,False
WMA_OPEN_30,0.0,1719,False
WMA_OPEN_5,0.0,1720,False
WMA_RETID_20,0.0,1721,False
WMA_RETID_3,0.0,1722,False
WMA_RETID_30,0.0,1723,False
WMA_RETID_5,0.0,1724,False
WMA_RETON_10,0.0,1725,False
WMA_RETON_20,0.0,1726,False
WMA_RETON_3,0.0,1727,False
WMA_RETON_30,0.0,1728,False
WMA_RETON_5,0.0,1729,False
WMA_RETON_60,0.0,1730,False
WMA_R_10,0.0,1731,False
WMA_R_20,0.0,1732,False
WMA_R_3,0.0,1733,False
WMA_R_30,0.0,1734,False
WMA_R_5,0.0,1735,False
WMA_R_60,0.0,1736,False
WMA_VWAP_10,0.0,1737,False
WMA_VWAP_20,0.0,1738,False
WMA_VWAP_3,0.0,1739,False
WMA_VWAP_30,0.0,1740,False
WMA_VWAP_5,0.0,1741,False
WMA_VWAP_60,0.0,1742,False
WMA_V_10,0.0,1743,False
WMA_V_20,0.0,1744,False
WMA_V_3,0.0,1745,False
WMA_V_30,0.0,1746,False
WMA_V_5,0.0,1747,False
WMA_V_60,0.0,1748,False
alpha12,0.0,1749,False
alpha12_rankpct,0.0,1750,False
amihud_illiq_intraday_z,0.0,1751,False
amplitude,0.0,1752,False
amplitude_lag_1,0.0,1753,False
amplitude_lag_1_rankpct,0.0,1754,False
amplitude_lag_1_z,0.0,1755,False
amplitude_lag_3_rankpct,0.0,1756,False
amplitude_lag_3_z,0.0,1757,False
amplitude_lag_5_rankpct,0.0,1758,False
amplitude_lag_5_z,0.0,1759,False
amplitude_z,0.0,1760,False
atr_rankpct,0.0,1761,False
atr_ratio,0.0,1762,False
bb_lower,0.0,1763,False
bb_lower_rankpct,0.0,1764,False
bb_lower_z,0.0,1765,False
bb_middle,0.0,1766,False
bb_middle_rankpct,0.0,1767,False
bb_position,0.0,1768,False
bb_position_rankpct,0.0,1769,False
bb_squeeze,0.0,1770,False
bb_squeeze_z,0.0,1771,False
bb_upper,0.0,1772,False
bb_upper_z,0.0,1773,False
body_strength_rankpct,0.0,1774,False
body_strength_z,0.0,1775,False
boxcox_atr,0.0,1776,False
boxcox_atr_z,0.0,1777,False
close_lag_10,0.0,1778,False
close_lag_10_rankpct,0.0,1779,False
close_lag_10_z,0.0,1780,False
close_lag_15,0.0,1781,False
close_lag_15_rankpct,0.0,1782,False
close_lag_15_z,0.0,1783,False
close_lag_20,0.0,1784,False
close_lag_20_rankpct,0.0,1785,False
close_lag_20_z,0.0,1786,False
close_lag_25,0.0,1787,False
close_lag_25_rankpct,0.0,1788,False
close_lag_25_z,0.0,1789,False
close_lag_30_rankpct,0.0,1790,False
close_lag_30_z,0.0,1791,False
close_lag_5,0.0,1792,False
close_lag_5_rankpct,0.0,1793,False
close_lag_5_z,0.0,1794,False
close_vs_high_rankpct,0.0,1795,False
close_vs_high_z,0.0,1796,False
clv,0.0,1797,False
clv_z,0.0,1798,False
dist_to_high_60,0.0,1799,False
dist_to_high_60_rankpct,0.0,1800,False
distance_to_resistance,0.0,1801,False
distance_to_support,0.0,1802,False
distance_to_support_rankpct,0.0,1803,False
doji_pattern_z,0.0,1804,False
downtrend,0.0,1805,False
effective_spread_z,0.0,1806,False
efficiency_ratio_lag_1_rankpct,0.0,1807,False
efficiency_ratio_lag_1_z,0.0,1808,False
efficiency_ratio_lag_3,0.0,1809,False
efficiency_ratio_lag_5_rankpct,0.0,1810,False
efficiency_ratio_lag_5_z,0.0,1811,False
engulfing_pattern,0.0,1812,False
engulfing_pattern_z,0.0,1813,False
hammer_pattern_z,0.0,1814,False
hammer_signal,0.0,1815,False
high_lag_3_z,0.0,1816,False
high_mean_20,0.0,1817,False
high_mean_20_z,0.0,1818,False
hl_spread_z,0.0,1819,False
illiq_lag_1_rankpct,0.0,1820,False
illiq_lag_5_rankpct,0.0,1821,False
illiq_lag_5_z,0.0,1822,False
intraday_pos_lag_1_rankpct,0.0,1823,False
intraday_pos_lag_1_z,0.0,1824,False
intraday_pos_lag_2,0.0,1825,False
intraday_pos_lag_2_z,0.0,1826,False
intraday_pos_lag_3_rankpct,0.0,1827,False
intraday_pos_rankpct,0.0,1828,False
is_month_end,0.0,1829,False
is_month_start,0.0,1830,False
is_quarter_end,0.0,1831,False
is_quarter_start,0.0,1832,False
log_volume,0.0,1833,False
ma_60_rankpct,0.0,1834,False
ma_60_z,0.0,1835,False
ma_arrangement,0.0,1836,False
macd,0.0,1837,False
macd_above_signal,0.0,1838,False
macd_above_signal_z,0.0,1839,False
macd_death_cross,0.0,1840,False
macd_death_cross_z,0.0,1841,False
macd_golden_cross,0.0,1842,False
macd_hist_acceleration,0.0,1843,False
macd_hist_amplitude_rankpct,0.0,1844,False
macd_hist_trend_5,0.0,1845,False
macd_hist_trend_5_rankpct,0.0,1846,False
macd_hist_trend_5_z,0.0,1847,False
macd_hist_z,0.0,1848,False
macd_percentile,0.0,1849,False
macd_percentile_z,0.0,1850,False
macd_robust,0.0,1851,False
macd_robust_rankpct,0.0,1852,False
macd_signal,0.0,1853,False
macd_signal_convergence_trend,0.0,1854,False
macd_signal_convergence_trend_rankpct,0.0,1855,False
macd_signal_convergence_trend_z,0.0,1856,False
macd_signal_rankpct,0.0,1857,False
macd_zero_cross,0.0,1858,False
macd_zero_cross_down,0.0,1859,False
macd_zero_cross_down_z,0.0,1860,False
macd_zero_cross_up,0.0,1861,False
macd_zero_cross_up_z,0.0,1862,False
macd_zero_cross_z,0.0,1863,False
market_avg_amplitude_z,0.0,1864,False
market_avg_change_z,0.0,1865,False
market_sentiment_z,0.0,1866,False
market_sync_score_z,0.0,1867,False
obv_rankpct,0.0,1868,False
obv_trend,0.0,1869,False
obv_trend_rankpct,0.0,1870,False
open_lag_3,0.0,1871,False
open_lag_30_z,0.0,1872,False
price_impact_rankpct,0.0,1873,False
price_impact_z,0.0,1874,False
price_trend_5,0.0,1875,False
price_trend_5_z,0.0,1876,False
price_volume_divergence,0.0,1877,False
price_volume_divergence_z,0.0,1878,False
price_vs_ma20,0.0,1879,False
price_vs_ma20_rankpct,0.0,1880,False
price_vs_ma20_z,0.0,1881,False
price_vs_ma5,0.0,1882,False
price_vs_ma60,0.0,1883,False
pv_corr_10,0.0,1884,False
pv_corr_10_rankpct,0.0,1885,False
pv_corr_10_z,0.0,1886,False
ret_intraday_lag_1_rankpct,0.0,1887,False
ret_intraday_lag_1_z,0.0,1888,False
ret_intraday_lag_3_rankpct,0.0,1889,False
ret_intraday_lag_3_z,0.0,1890,False
ret_intraday_lag_5_rankpct,0.0,1891,False
ret_intraday_lag_5_z,0.0,1892,False
ret_intraday_rankpct,0.0,1893,False
ret_overnight_lag_1,0.0,1894,False
ret_overnight_lag_1_rankpct,0.0,1895,False
ret_overnight_lag_1_z,0.0,1896,False
ret_overnight_lag_3,0.0,1897,False
ret_overnight_lag_3_rankpct,0.0,1898,False
ret_overnight_lag_3_z,0.0,1899,False
ret_overnight_lag_5,0.0,1900,False
ret_overnight_lag_5_rankpct,0.0,1901,False
ret_overnight_lag_5_z,0.0,1902,False
ret_overnight_rankpct,0.0,1903,False
ret_overnight_z,0.0,1904,False
return_lag_1,0.0,1905,False
return_lag_10,0.0,1906,False
return_lag_10_rankpct,0.0,1907,False
return_lag_10_z,0.0,1908,False
return_lag_1_rankpct,0.0,1909,False
return_lag_1_z,0.0,1910,False
return_lag_20,0.0,1911,False
return_lag_20_rankpct,0.0,1912,False
return_lag_20_z,0.0,1913,False
return_lag_2_rankpct,0.0,1914,False
return_lag_2_z,0.0,1915,False
return_lag_3_rankpct,0.0,1916,False
return_lag_3_z,0.0,1917,False
return_lag_5,0.0,1918,False
return_lag_5_rankpct,0.0,1919,False
return_lag_5_z,0.0,1920,False
rsi_14_rankpct,0.0,1921,False
rsi_6,0.0,1922,False
rsi_momentum_rankpct,0.0,1923,False
rsi_momentum_z,0.0,1924,False
rsi_overbought_14,0.0,1925,False
rsi_overbought_14_z,0.0,1926,False
rsi_overbought_24,0.0,1927,False
rsi_overbought_24_z,0.0,1928,False
rsi_overbought_6,0.0,1929,False
rsi_overbought_6_z,0.0,1930,False
rsi_oversold_14,0.0,1931,False
rsi_oversold_14_z,0.0,1932,False
rsi_oversold_24,0.0,1933,False
rsi_oversold_24_z,0.0,1934,False
rsi_oversold_6,0.0,1935,False
rsi_robust,0.0,1936,False
rsi_robust_rankpct,0.0,1937,False
rsi_turning,0.0,1938,False
rsi_turning_rankpct,0.0,1939,False
rsi_turning_simple_z,0.0,1940,False
sh_amplitude_z,0.0,1941,False
sh_price_change_abs_z,0.0,1942,False
sh_price_change_z,0.0,1943,False
sh_price_wave_abs_z,0.0,1944,False
sh_sentiment_z,0.0,1945,False
sh_sz_sync_direction_z,0.0,1946,False
sh_sz_sync_strength_z,0.0,1947,False
sh_volume_ratio_z,0.0,1948,False
sh_volume_signal_z,0.0,1949,False
signed_vol_strength,0.0,1950,False
signed_volume_strength_z,0.0,1951,False
slowd,0.0,1952,False
slowd_rankpct,0.0,1953,False
slowd_z,0.0,1954,False
slowk_rankpct,0.0,1955,False
slowk_z,0.0,1956,False
smart_money_diff_lag_1,0.0,1957,False
smart_money_diff_lag_1_rankpct,0.0,1958,False
smart_money_diff_lag_1_z,0.0,1959,False
smart_money_diff_lag_3,0.0,1960,False
smart_money_diff_lag_3_rankpct,0.0,1961,False
smart_money_diff_lag_3_z,0.0,1962,False
smart_money_diff_lag_5,0.0,1963,False
smart_money_diff_lag_5_rankpct,0.0,1964,False
smart_money_diff_lag_5_z,0.0,1965,False
smart_money_diff_rankpct,0.0,1966,False
smart_money_diff_z,0.0,1967,False
stoch_overbought,0.0,1968,False
stoch_overbought_z,0.0,1969,False
stoch_oversold,0.0,1970,False
stoch_oversold_z,0.0,1971,False
support_resistance_ratio_lag_1,0.0,1972,False
support_resistance_ratio_lag_1_rankpct,0.0,1973,False
support_resistance_ratio_lag_1_z,0.0,1974,False
support_resistance_ratio_lag_3,0.0,1975,False
support_resistance_ratio_lag_3_rankpct,0.0,1976,False
support_resistance_ratio_lag_5,0.0,1977,False
support_resistance_ratio_z,0.0,1978,False
sz_amplitude_z,0.0,1979,False
sz_price_change_abs_z,0.0,1980,False
sz_price_change_z,0.0,1981,False
sz_price_wave_abs_z,0.0,1982,False
sz_sentiment_z,0.0,1983,False
sz_volume_ratio_z,0.0,1984,False
sz_volume_signal_z,0.0,1985,False
upper_shadow_ratio_rankpct,0.0,1986,False
vol_divergence_z,0.0,1987,False
vol_gk,0.0,1988,False
vol_gk_lag_1,0.0,1989,False
vol_gk_lag_10,0.0,1990,False
vol_gk_lag_10_rankpct,0.0,1991,False
vol_gk_lag_10_z,0.0,1992,False
vol_gk_lag_1_rankpct,0.0,1993,False
vol_gk_lag_3,0.0,1994,False
vol_gk_lag_3_rankpct,0.0,1995,False
vol_gk_lag_3_z,0.0,1996,False
vol_gk_lag_5,0.0,1997,False
vol_gk_lag_5_rankpct,0.0,1998,False
vol_gk_lag_5_z,0.0,1999,False
vol_gk_rankpct,0.0,2000,False
vol_gk_ratio_lag_1,0.0,2001,False
vol_gk_ratio_lag_10,0.0,2002,False
vol_gk_ratio_lag_10_rankpct,0.0,2003,False
vol_gk_ratio_lag_10_z,0.0,2004,False
vol_gk_ratio_lag_1_rankpct,0.0,2005,False
vol_gk_ratio_lag_1_z,0.0,2006,False
vol_gk_ratio_lag_3,0.0,2007,False
vol_gk_ratio_lag_3_rankpct,0.0,2008,False
vol_gk_ratio_lag_3_z,0.0,2009,False
vol_gk_ratio_lag_5,0.0,2010,False
vol_gk_ratio_lag_5_rankpct,0.0,2011,False
vol_gk_ratio_rankpct,0.0,2012,False
vol_gk_ratio_z,0.0,2013,False
vol_gk_z,0.0,2014,False
volatility_10d,0.0,2015,False
volatility_10d_rankpct,0.0,2016,False
volatility_10d_z,0.0,2017,False
volatility_15d,0.0,2018,False
volatility_15d_z,0.0,2019,False
volatility_20d,0.0,2020,False
volatility_20d_z,0.0,2021,False
volatility_30d,0.0,2022,False
volatility_3d_rankpct,0.0,2023,False
volatility_5d_rankpct,0.0,2024,False
volatility_5d_z,0.0,2025,False
volume,0.0,2026,False
volume_consistency,0.0,2027,False
volume_consistency_rankpct,0.0,2028,False
volume_consistency_z,0.0,2029,False
volume_dryup,0.0,2030,False
volume_dryup_z,0.0,2031,False
volume_lag_10,0.0,2032,False
volume_lag_15,0.0,2033,False
volume_lag_20,0.0,2034,False
volume_lag_20_rankpct,0.0,2035,False
volume_lag_20_z,0.0,2036,False
volume_lag_25,0.0,2037,False
volume_lag_25_rankpct,0.0,2038,False
