feature,family,event_only,main_train_ic,main_train_icir,main_train_pos_day,main_train_days,main_train_ic_ret10,main_train_icir_ret10,main_val_ic,main_val_icir,main_val_pos_day,main_val_days,main_val_ic_ret10,main_val_icir_ret10,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,n_valid_years,dir_consistent_year_share,pos_year_share,backup_train_ic,backup_train_icir,backup_train_pos_day,backup_train_days,backup_train_ic_ret10,backup_train_icir_ret10,backup_val_ic,backup_val_icir,backup_val_pos_day,backup_val_days,backup_val_ic_ret10,backup_val_icir_ret10,main_pass,main_fail_reason,backup_pass,backup_fail_reason,is_geo_control,decision,decision_reason
CAL_DOW_2,日历,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
CAL_DOW_3,日历,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
CAL_DOW_4,日历,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
CAL_MONTH_1,日历,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
CAL_MONTH_2,日历,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
CAL_MONTH_3,日历,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
CAL_MONTH_4,日历,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
CAL_MONTH_5,日历,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
CAL_MONTH_6,日历,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
CAL_MONTH_7,日历,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
CAL_MONTH_8,日历,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
CAL_MONTH_9,日历,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
CAL_MONTH_10,日历,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
CAL_MONTH_11,日历,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
CAL_MONTH_12,日历,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
KDJ_K,技术指标,False,-0.03519,-0.11178,0.43243,74,-0.09795,-0.26483,0.04717,0.13778,0.53333,105,-0.05432,-0.16401,0.03391,-0.06406,0.08764,-0.07358,-0.05069,0.15801,-0.34293,0.00850,0.21816,0.18417,-0.03593,-0.00382,0.14670,0.03682,-0.02181,0.09236,0.06888,0.00745,0.00749,0.04506,0.05154,0.05418,19,0.00000,1.00000,0.02261,0.06433,0.46698,636,-0.02631,-0.07168,0.03999,0.10651,0.51603,343,0.00045,0.00121,False,符号相反;年度一致率0.00<0.55,True,,False,淘汰,主池三关未过: 符号相反;年度一致率0.00<0.55
KDJ_D,技术指标,False,-0.04688,-0.14713,0.44595,74,-0.07497,-0.21267,0.04752,0.14601,0.52381,105,-0.01187,-0.03480,0.00377,-0.14667,-0.03619,-0.07486,-0.07497,0.18387,-0.16884,0.02803,0.22776,0.11868,0.01139,-0.01833,0.14830,0.09253,0.00745,0.09815,0.07471,-0.01134,0.00355,0.03944,0.05731,0.04531,19,0.25000,0.75000,0.01683,0.04740,0.47013,636,-0.00982,-0.02667,0.03771,0.10055,0.51603,343,0.00139,0.00387,False,符号相反;年度一致率0.25<0.55,True,,False,淘汰,主池三关未过: 符号相反;年度一致率0.25<0.55
KDJ_J,技术指标,False,0.00072,0.00221,0.47297,74,-0.06659,-0.17495,0.02646,0.07711,0.49524,105,-0.09548,-0.31506,0.01726,-0.03799,0.12317,0.00549,-0.02942,-0.04207,-0.40491,-0.02116,0.08664,0.19507,0.00825,0.04479,-0.01080,-0.10102,-0.03140,-0.00040,0.05038,0.02918,0.03728,0.07980,0.04184,0.05889,19,0.75000,0.75000,0.01794,0.05024,0.48113,636,-0.04049,-0.10865,0.05162,0.14523,0.51020,343,0.00275,0.00719,False,|val ICIR|=0.077<0.1,True,,False,淘汰,主池三关未过: |val ICIR|=0.077<0.1
MA200_RATIO,趋势,False,-0.03375,-0.12423,0.37838,74,-0.06398,-0.17770,-0.05626,-0.18652,0.38095,105,-0.08011,-0.23606,-0.14104,-0.02127,-0.01330,-0.03060,-0.02854,0.02368,-0.26927,-0.07687,-0.28155,-0.06529,-0.06924,-0.14778,0.07511,-0.07162,-0.05773,-0.09672,-0.00621,-0.09735,0.01079,-0.05283,-0.00183,-0.02239,19,1.00000,0.00000,-0.06538,-0.18172,0.34434,636,-0.05038,-0.13192,-0.01277,-0.03528,0.43732,343,-0.03637,-0.09543,True,,False,|val ICIR|=-0.035<0.1,False,B,主池过、备池未过: |val ICIR|=-0.035<0.1
MA200_ABOVE,趋势,False,-0.06400,-0.20446,0.38333,60,-0.08944,-0.23802,-0.04281,-0.14314,0.44595,74,-0.05604,-0.16258,-0.06932,,-0.05831,0.05422,0.15614,0.01460,-0.30762,-0.00767,-0.15913,-0.06463,0.02761,-0.08200,0.10740,-0.16418,-0.04809,-0.09730,-0.11057,0.03284,-0.00719,-0.09195,-0.09432,0.03339,13,0.50000,0.50000,-0.03996,-0.11772,0.39545,220,-0.03855,-0.10772,-0.04141,-0.11389,0.48276,174,-0.01324,-0.03575,False,年度一致率0.50<0.55,True,,False,淘汰,主池三关未过: 年度一致率0.50<0.55
HAMMER,K线形态,False,-0.03832,-0.13707,0.52381,21,-0.00544,-0.01922,0.10679,0.53047,0.71429,28,0.04097,0.17626,-0.09606,0.17755,0.23897,-0.06307,0.10170,-0.00410,,-0.01381,,0.02967,-0.05847,0.10332,0.12309,0.31386,0.09308,-0.01879,0.07420,-0.03848,-0.00629,0.01312,-0.16605,0.12301,6,0.00000,1.00000,0.02326,0.07296,0.50000,120,0.05019,0.15969,0.02572,0.08304,0.57447,47,-0.01162,-0.03875,False,符号相反;年度一致率0.00<0.55,False,年度一致率0.33<0.55;|val ICIR|=0.083<0.1,False,淘汰,主池三关未过: 符号相反;年度一致率0.00<0.55
DOWN_STREAK,K线形态,False,-0.03991,-0.14254,0.35821,67,0.02906,0.09421,-0.01247,-0.03350,0.48485,99,0.05344,0.16358,0.03017,-0.05362,0.03194,-0.01621,0.01880,0.25000,,-0.03195,,-0.04636,-0.07786,0.19163,0.06784,0.30015,0.04993,-0.00572,0.10590,0.02551,-0.01589,0.03669,0.06499,0.11330,9,0.75000,0.25000,0.03679,0.15139,0.54839,155,0.02991,0.10210,0.04625,0.14309,0.58065,93,-0.00040,-0.00119,False,|val ICIR|=-0.034<0.1,True,,False,淘汰,主池三关未过: |val ICIR|=-0.034<0.1
DOWN_DAY_PCT10,K线形态,False,-0.01947,-0.06229,0.39189,74,0.01413,0.04435,-0.04461,-0.12722,0.45714,105,0.00457,0.01372,-0.00592,0.18491,0.01943,0.00007,0.04599,-0.09198,-0.17009,0.00357,0.08000,-0.08244,-0.03209,0.06170,0.01558,0.08360,0.07909,-0.04869,-0.04506,0.00831,-0.01311,-0.05089,0.01620,-0.06420,19,1.00000,0.00000,0.00388,0.01098,0.47170,636,0.01017,0.02846,-0.02277,-0.06378,0.48105,343,-0.01043,-0.03009,True,,False,符号相反;|val ICIR|=-0.064<0.1,False,B,主池过、备池未过: 符号相反;|val ICIR|=-0.064<0.1
LIMITUP_N_MKT,市场情绪,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
LIMITUP_N_MKT_MA20,市场情绪,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
MKT_SH_PRICE_CHANGE,市场状态,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
MKT_SZ_PRICE_CHANGE,市场状态,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
MKT_SH_AMPLITUDE,市场状态,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
MKT_SZ_AMPLITUDE,市场状态,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
MKT_SH_VOLUME_RATIO,市场状态,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
MKT_SZ_VOLUME_RATIO,市场状态,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
MKT_SH_PRICE_CHANGE_ABS,市场状态,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
MKT_SZ_PRICE_CHANGE_ABS,市场状态,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
MKT_SH_PRICE_WAVE_ABS,市场状态,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
MKT_SZ_PRICE_WAVE_ABS,市场状态,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
MKT_SH_SENTIMENT,市场状态,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
MKT_SZ_SENTIMENT,市场状态,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
MKT_SH_VOLUME_SIGNAL,市场状态,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
MKT_SZ_VOLUME_SIGNAL,市场状态,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
MKT_SH_SZ_SYNC_DIRECTION,市场状态,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
MKT_SH_SZ_SYNC_STRENGTH,市场状态,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
MKT_SENTIMENT,市场状态,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
MKT_AVG_CHANGE,市场状态,False,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,符号相反;无有效年度;|val ICIR|=nan<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度;|val ICIR|=nan<0.1
DIV_SPAN_VS_CYCLE,事件结构,True,0.03215,0.10461,0.51351,74,0.01912,0.05028,-0.02389,-0.07726,0.42857,105,0.00208,0.00608,0.18335,0.03840,0.07661,0.10384,0.01930,-0.13450,0.13552,-0.00948,0.08175,0.08124,-0.07887,0.00962,-0.08677,-0.03081,0.01636,0.06572,0.01805,0.03627,0.03771,0.04955,0.01913,0.01852,19,0.50000,0.50000,0.02123,0.06000,0.49686,636,-0.02536,-0.06949,0.02905,0.07943,0.49563,343,-0.00694,-0.01850,False,符号相反;年度一致率0.50<0.55;|val ICIR|=-0.077<0.1,False,|val ICIR|=0.079<0.1,False,淘汰,主池三关未过: 符号相反;年度一致率0.50<0.55;|val ICIR|=-0.077<0.1
DIV_DIF_SLOPE,事件结构,True,-0.03017,-0.09876,0.41892,74,0.00377,0.01166,0.00884,0.02596,0.42857,105,0.01104,0.03232,0.06315,0.02552,-0.02687,0.08349,0.02246,0.13029,-0.13971,0.04690,0.03799,0.21574,0.04050,0.04882,-0.11532,0.10768,0.08217,0.17127,0.05689,0.02200,0.00178,-0.03735,0.01637,-0.05686,19,0.25000,0.75000,0.04716,0.14013,0.52358,636,0.02867,0.07780,-0.01477,-0.04309,0.43149,343,0.00894,0.02512,False,符号相反;年度一致率0.25<0.55;|val ICIR|=0.026<0.1,False,符号相反;|val ICIR|=-0.043<0.1,False,淘汰,主池三关未过: 符号相反;年度一致率0.25<0.55;|val ICIR|=0.026<0.1
DIV_ZERO_AXIS_DEPTH,事件结构,True,-0.08728,-0.29112,0.32432,74,-0.05452,-0.14397,-0.05953,-0.19620,0.40952,105,-0.05306,-0.14361,-0.13778,-0.09157,-0.08156,-0.09369,-0.12421,0.02114,0.16890,-0.06462,-0.12677,-0.16985,-0.02726,-0.12604,0.00583,0.01355,-0.08071,0.03734,-0.08306,-0.05097,-0.03419,0.02702,0.05745,-0.02203,19,0.75000,0.25000,-0.06364,-0.17704,0.36321,636,-0.06038,-0.16369,0.00960,0.02639,0.46064,343,-0.02197,-0.05834,True,,False,符号相反;|val ICIR|=0.026<0.1,False,B,主池过、备池未过: 符号相反;|val ICIR|=0.026<0.1
DIV_DIF_LEVEL_L1,事件结构,True,0.04062,0.14724,0.47297,74,0.01409,0.04587,-0.01895,-0.05345,0.48571,105,-0.01840,-0.05292,-0.08751,0.00405,0.01891,-0.07281,-0.04841,-0.01859,0.28713,-0.04665,-0.16505,-0.19180,-0.08770,-0.10581,0.08997,0.06147,-0.06073,-0.11428,0.02982,-0.04508,0.00580,-0.00524,0.02956,0.01864,19,0.50000,0.50000,-0.03691,-0.10605,0.39151,636,-0.01904,-0.05319,0.01474,0.04018,0.46939,343,0.00968,0.02641,False,符号相反;年度一致率0.50<0.55;|val ICIR|=-0.053<0.1,False,符号相反;|val ICIR|=0.040<0.1,False,淘汰,主池三关未过: 符号相反;年度一致率0.50<0.55;|val ICIR|=-0.053<0.1
DIV_HIST_TROUGH_SHRINK,事件结构,True,-0.00038,-0.00114,0.44595,74,-0.04378,-0.13341,-0.02414,-0.07579,0.45714,105,-0.05793,-0.20362,-0.14336,-0.12287,-0.04034,0.02168,-0.04836,-0.16982,0.02524,-0.00762,-0.03518,-0.14012,-0.03474,-0.02603,0.15175,-0.07400,0.12281,-0.03891,-0.05379,-0.03421,-0.04262,-0.08032,-0.02729,0.03911,19,0.75000,0.25000,-0.03094,-0.08994,0.41195,636,-0.02493,-0.07073,-0.02430,-0.07231,0.41691,343,-0.00334,-0.00895,False,|val ICIR|=-0.076<0.1,False,|val ICIR|=-0.072<0.1,False,淘汰,主池三关未过: |val ICIR|=-0.076<0.1
REBOUND_DAY_T,事件结构,True,0.02693,0.08505,0.59459,74,-0.05462,-0.14906,0.03514,0.09800,0.49524,105,-0.02199,-0.06550,-0.04793,-0.09034,-0.01873,0.10090,-0.03715,0.11672,-0.28679,-0.09338,0.15178,-0.08018,0.04372,0.05839,-0.04472,-0.18894,-0.03898,-0.07048,-0.05156,0.01785,-0.04878,0.04799,0.03901,-0.01840,19,0.50000,0.50000,-0.02256,-0.06356,0.43082,636,-0.06287,-0.18000,0.00454,0.01377,0.45190,343,-0.04085,-0.10477,False,年度一致率0.50<0.55;|val ICIR|=0.098<0.1,False,符号相反;|val ICIR|=0.014<0.1,False,淘汰,主池三关未过: 年度一致率0.50<0.55;|val ICIR|=0.098<0.1
HAMMER_L2,事件结构,True,-0.05515,-0.19273,0.55556,9,-0.01614,-0.04469,0.12103,0.43987,0.73333,15,0.14399,0.54269,0.00723,-0.18364,-0.10989,-0.00805,0.03599,,,-0.04858,,-0.04630,0.03661,0.02326,0.33333,,-0.10519,-0.12040,-0.06987,-0.03034,0.02314,-0.05159,0.01539,-0.00418,8,,,-0.03274,-0.11273,0.44355,124,-0.03122,-0.10419,0.00158,0.00602,0.64062,64,0.02624,0.09361,False,符号相反;无有效年度,False,符号相反;年度一致率0.50<0.55;|val ICIR|=0.006<0.1,False,淘汰,主池三关未过: 符号相反;无有效年度
LOWER_SHADOW_L2,事件结构,True,-0.03387,-0.10401,0.39189,74,-0.02943,-0.08014,0.04373,0.13164,0.51429,105,0.05082,0.15928,-0.08962,0.03666,-0.05317,0.00173,-0.03396,-0.29995,-0.20634,0.02809,-0.00070,0.12845,0.02135,0.01332,-0.01654,0.01984,-0.04888,0.02070,0.05611,-0.04178,-0.02493,-0.06777,-0.00230,0.00175,19,0.25000,0.75000,-0.00137,-0.00412,0.45354,635,0.00165,0.00476,-0.01819,-0.05225,0.43235,340,-0.02374,-0.06658,False,符号相反;年度一致率0.25<0.55,False,年度一致率0.47<0.55;|val ICIR|=-0.052<0.1,False,淘汰,主池三关未过: 符号相反;年度一致率0.25<0.55
