,2022,2023,2024,2025,mean_delta,years_above_null95
smart_money_diff_lag_1_rankpct,0.0,0.0,0.0,0.0,0.0,0
efficiency_ratio_lag_1_rankpct,0.0,0.0,0.0,0.0,0.0,0
vol_gk_ratio_lag_10_rankpct,0.0,0.0,0.0,0.0,0.0,0
vol_gk_lag_10_rankpct,0.0,0.0,0.0,0.0,0.0,0
vol_gk_ratio_lag_5_rankpct,0.0,0.0,0.0,0.0,0.0,0
vol_gk_lag_5_rankpct,0.0,0.0,0.0,0.0,0.0,0
vol_gk_ratio_lag_3_rankpct,0.0,0.0,0.0,0.0,0.0,0
high_lag_15_rankpct,0.0,0.0,0.0,0.0,0.0,0
rsi_14_z,0.0,0.0,0.0,0.0,0.0,0
macd_hist_z,0.0,0.0,0.0,0.0,0.0,0
vol_gk_ratio_lag_1_rankpct,0.0,0.0,0.0,0.0,0.0,0
vol_gk_lag_1_rankpct,0.0,0.0,0.0,0.0,0.0,0
amplitude_lag_5_rankpct,0.0,0.0,0.0,0.0,0.0,0
market_avg_change_rankpct,0.0,0.0,0.0,0.0,0.0,0
market_sentiment_rankpct,0.0,0.0,0.0,0.0,0.0,0
intraday_pos_lag_3_rankpct,0.0,0.0,0.0,0.0,0.0,0
intraday_pos_lag_2_rankpct,0.0,0.0,0.0,0.0,0.0,0
intraday_pos_lag_1_rankpct,0.0,0.0,0.0,0.0,0.0,0
support_resistance_ratio_lag_5_rankpct,0.0,0.0,0.0,0.0,0.0,0
ret_intraday_lag_5_rankpct,0.0,0.0,0.0,0.0,0.0,0
ret_overnight_lag_5_rankpct,0.0,0.0,0.0,0.0,0.0,0
smart_money_diff_lag_5_rankpct,0.0,0.0,0.0,0.0,0.0,0
efficiency_ratio_lag_5_rankpct,0.0,0.0,0.0,0.0,0.0,0
illiq_lag_5_rankpct,0.0,0.0,0.0,0.0,0.0,0
volatility_10d,0.0,0.0,0.0,0.0,0.0,0
volatility_3d,0.0,0.0,0.0,0.0,0.0,0
obv_trend,0.0,0.0,0.0,0.0,0.0,0
stoch_overbought,0.0,0.0,0.0,0.0,0.0,0
stoch_oversold,0.0,0.0,0.0,0.0,0.0,0
macd_hist_amplitude,0.0,0.0,0.0,0.0,0.0,0
macd_zero_cross_down,0.0,0.0,0.0,0.0,0.0,0
macd_zero_cross_up,0.0,0.0,0.0,0.0,0.0,0
volume_dryup,0.0,0.0,0.0,0.0,0.0,0
volume_spike,0.0,0.0,0.0,0.0,0.0,0
bb_lower_z,0.0,0.0,0.0,0.0,0.0,0
bb_middle_z,0.0,0.0,0.0,0.0,0.0,0
bb_upper_z,0.0,0.0,0.0,0.0,0.0,0
ma_60_z,0.0,0.0,0.0,0.0,0.0,0
ma_20_z,0.0,0.0,0.0,0.0,0.0,0
ma_5_z,0.0,0.0,0.0,0.0,0.0,0
close_lag_5_z,0.0,0.0,0.0,0.0,0.0,0
market_sync_score_rankpct,0.0,0.0,0.0,0.0,0.0,0
market_avg_amplitude_rankpct,0.0,0.0,0.0,0.0,0.0,0
rsi_overbought_24_z,0.0,0.0,0.0,0.0,0.0,0
rsi_overbought_14_z,0.0,0.0,0.0,0.0,0.0,0
rsi_overbought_6_z,0.0,0.0,0.0,0.0,0.0,0
rsi_oversold_6_z,0.0,0.0,0.0,0.0,0.0,0
bb_position_z,0.0,0.0,0.0,0.0,0.0,0
price_vs_ma60_z,0.0,0.0,0.0,0.0,0.0,0
slowd_z,0.0,0.0,0.0,0.0,0.0,0
slowk_z,0.0,0.0,0.0,0.0,0.0,0
obv_z,0.0,0.0,0.0,0.0,0.0,0
ret_overnight_lag_3_rankpct,0.0,0.0,0.0,0.0,0.0,0
smart_money_diff_lag_3_rankpct,0.0,0.0,0.0,0.0,0.0,0
efficiency_ratio_lag_3_rankpct,0.0,0.0,0.0,0.0,0.0,0
volume_ma_20_z,0.0,0.0,0.0,0.0,0.0,0
volume_trend_5_z,0.0,0.0,0.0,0.0,0.0,0
rsi_turning_z,0.0,0.0,0.0,0.0,0.0,0
rsi_turning_simple_z,0.0,0.0,0.0,0.0,0.0,0
rsi_momentum_z,0.0,0.0,0.0,0.0,0.0,0
volume_ma_ratio_z,0.0,0.0,0.0,0.0,0.0,0
volatility_3d_z,0.0,0.0,0.0,0.0,0.0,0
obv_trend_z,0.0,0.0,0.0,0.0,0.0,0
stoch_overbought_z,0.0,0.0,0.0,0.0,0.0,0
stoch_oversold_z,0.0,0.0,0.0,0.0,0.0,0
distance_to_support_z,0.0,0.0,0.0,0.0,0.0,0
doji_pattern_z,0.0,0.0,0.0,0.0,0.0,0
hammer_pattern_z,0.0,0.0,0.0,0.0,0.0,0
volume_spike_z,0.0,0.0,0.0,0.0,0.0,0
volume_ratio_z,0.0,0.0,0.0,0.0,0.0,0
macd_signal_distance_z,0.0,0.0,0.0,0.0,0.0,0
open_lag_5_z,0.0,0.0,0.0,0.0,0.0,0
macd_hist_acceleration_z,0.0,0.0,0.0,0.0,0.0,0
macd_hist_direction_z,0.0,0.0,0.0,0.0,0.0,0
macd_hist_amplitude_z,0.0,0.0,0.0,0.0,0.0,0
macd_zero_cross_down_z,0.0,0.0,0.0,0.0,0.0,0
macd_zero_cross_up_z,0.0,0.0,0.0,0.0,0.0,0
macd_signal_cross_z,0.0,0.0,0.0,0.0,0.0,0
low_lag_3_z,0.0,0.0,0.0,0.0,0.0,0
high_lag_3_z,0.0,0.0,0.0,0.0,0.0,0
open_lag_3_z,0.0,0.0,0.0,0.0,0.0,0
amplitude_z,0.0,0.0,0.0,0.0,0.0,0
daily_return_z,0.0,0.0,0.0,0.0,0.0,0
close_smooth_10_z,0.0,0.0,0.0,0.0,0.0,0
rsi_robust_z,0.0,0.0,0.0,0.0,0.0,0
support_resistance_ratio_z,0.0,0.0,0.0,0.0,0.0,0
low_mean_20_z,0.0,0.0,0.0,0.0,0.0,0
volume_trend_10_z,0.0,0.0,0.0,0.0,0.0,0
efficiency_ratio_z,0.0,0.0,0.0,0.0,0.0,0
vol_gk_ratio_z,0.0,0.0,0.0,0.0,0.0,0
vol_gk_z,0.0,0.0,0.0,0.0,0.0,0
vol_divergence_z,0.0,0.0,0.0,0.0,0.0,0
pv_corr_10_z,0.0,0.0,0.0,0.0,0.0,0
signed_vol_strength_z,0.0,0.0,0.0,0.0,0.0,0
close_vs_high_z,0.0,0.0,0.0,0.0,0.0,0
signed_volume_strength_z,0.0,0.0,0.0,0.0,0.0,0
engulfing_pattern_z,0.0,0.0,0.0,0.0,0.0,0
volatility_20d_z,0.0,0.0,0.0,0.0,0.0,0
volatility_10d_z,0.0,0.0,0.0,0.0,0.0,0
upper_shadow_ratio_z,0.0,0.0,0.0,0.0,0.0,0
clv_z,0.0,0.0,0.0,0.0,0.0,0
pct_change_z,0.0,0.0,0.0,0.0,0.0,0
macd_signal_convergence_trend_z,0.0,0.0,0.0,0.0,0.0,0
macd_signal_convergence_z,0.0,0.0,0.0,0.0,0.0,0
market_sync_score_z,0.0,0.0,0.0,0.0,0.0,0
ret_overnight_lag_5_z,0.0,0.0,0.0,0.0,0.0,0
smart_money_diff_lag_5_z,0.0,0.0,0.0,0.0,0.0,0
efficiency_ratio_lag_5_z,0.0,0.0,0.0,0.0,0.0,0
slowd,0.0,0.0,0.0,0.0,0.0,0
slowk,0.0,0.0,0.0,0.0,0.0,0
obv,0.0,0.0,0.0,0.0,0.0,0
volume_ma_20,0.0,0.0,0.0,0.0,0.0,0
ma_20,0.0,0.0,0.0,0.0,0.0,0
support_resistance_ratio_lag_5_z,0.0,0.0,0.0,0.0,0.0,0
macd_death_cross_z,0.0,0.0,0.0,0.0,0.0,0
macd_golden_cross_z,0.0,0.0,0.0,0.0,0.0,0
macd_hist_trend_5_z,0.0,0.0,0.0,0.0,0.0,0
volume_consistency_z,0.0,0.0,0.0,0.0,0.0,0
volume_ma20,0.0,0.0,0.0,0.0,0.0,0
macd_above_signal,0.0,0.0,0.0,0.0,0.0,0
smart_money_diff_lag_3_z,0.0,0.0,0.0,0.0,0.0,0
efficiency_ratio_lag_3_z,0.0,0.0,0.0,0.0,0.0,0
support_resistance_ratio_lag_1_z,0.0,0.0,0.0,0.0,0.0,0
ret_intraday_lag_1_z,0.0,0.0,0.0,0.0,0.0,0
ret_overnight_lag_1_z,0.0,0.0,0.0,0.0,0.0,0
doji_pattern,0.0,0.0,0.0,0.0,0.0,0
hammer_pattern,0.0,0.0,0.0,0.0,0.0,0
intraday_pos_lag_3_z,0.0,0.0,0.0,0.0,0.0,0
intraday_pos_lag_2_z,0.0,0.0,0.0,0.0,0.0,0
ma_arrangement,0.0,0.0,0.0,0.0,0.0,0
macd_increase_pct,0.0,0.0,0.0,0.0,0.0,0
price_decline_pct,0.0,0.0,0.0,0.0,0.0,0
macd_previous,0.0,0.0,0.0,0.0,0.0,0
macd_current,0.0,0.0,0.0,0.0,0.0,0
compare_rank,0.0,0.0,0.0,0.0,0.0,0
current_idx,0.0,0.0,0.0,0.0,0.0,0
rank_return_rankpct,0.0,0.0,-2.5126563096833365e-07,0.0,-6.281640774208341e-08,0
ret_overnight_lag_1_rankpct,0.0,0.0,-6.351062489251547e-07,0.0,-1.5877656223128866e-07,0
boxcox_atr,-4.270013276297391e-08,0.0,-1.1178949744783395e-06,2.0935600431037926e-07,-2.3780977573273354e-07,0
illiq_lag_1_z,0.0,0.0,-1.005029835354776e-06,0.0,-2.51257458838694e-07,0
macd_hist_direction_rankpct,-9.677040212707766e-06,4.642694749923404e-06,1.5498266017210938e-06,2.414731259059444e-06,-2.674469005009561e-07,0
low_lag_25_z,-1.7140492980516342e-06,0.0,5.223831126555112e-07,0.0,-2.9791654634903075e-07,0
volume_lag_5_rankpct,0.0,0.0,-1.990524259531945e-06,0.0,-4.976310648829863e-07,0
pv_corr_10,1.5239119013576996e-05,0.0,-1.7748137726036894e-05,0.0,-6.272546781149746e-07,0
open_lag_25_z,0.0,-3.606709638226402e-06,7.157837758509089e-06,-6.127580753467754e-06,-6.441131582962667e-07,0
volume_lag_3,-1.747443694655182e-05,2.9056798895865654e-06,1.1505152093582716e-05,0.0,-7.659012408456345e-07,0
volume_lag_5,-7.716644124133865e-06,3.144305396324265e-05,-2.0745721577508647e-05,-6.093873473722589e-06,-7.782963030306123e-07,0
low_lag_25_rankpct,-2.634854689764765e-06,0.0,-2.1198913427444843e-06,5.192653124153068e-07,-1.0588701800234857e-06,0
price_vs_ma5_z,0.0,0.0,-4.985900172282953e-06,0.0,-1.2464750430707383e-06,0
price_vs_ma5_rankpct,0.0,0.0,-5.300251988193949e-06,0.0,-1.3250629970484873e-06,0
macd_hist,-0.0006771019917548582,-7.472447794931725e-05,-0.00012453000505807665,0.0008707182326999074,-1.4095605155861612e-06,1
vol_gk_lag_1,0.0,0.0,-5.750331627085714e-06,0.0,-1.4375829067714285e-06,0
volume_lag_25,0.0,0.0,-5.87140399399555e-06,0.0,-1.4678509984988874e-06,0
macd_signal_distance_rankpct,-3.031451171198185e-06,0.0,-4.0754184646996094e-06,0.0,-1.7767174089744486e-06,0
engulfing_pattern_rankpct,4.378649450775818e-05,0.00013280212358868226,-1.1033675903215912e-05,-0.00017520977344898103,-2.4137078139391255e-06,0
return_lag_10,0.0,0.0,-9.980058407466075e-06,0.0,-2.4950146018665187e-06,0
pct_change_rankpct,0.0,0.0,-1.0707613978810926e-06,-1.0212541068033154e-05,-2.8208256164785617e-06,0
low_lag_5_z,0.0,0.0,-1.6476667829556924e-05,0.0,-4.119166957389231e-06,0
distance_to_resistance_z,-8.050875462739526e-06,3.010654285173775e-05,1.758331982365524e-05,-5.947297524477868e-05,-4.958497008031304e-06,0
vol_gk_ratio_lag_1,0.0,0.0,-2.119303637554415e-05,0.0,-5.2982590938860374e-06,0
close_previous,0.0,-2.2538981196529306e-05,0.0,0.0,-5.634745299132327e-06,0
low_lag_10,0.0,-2.2865194982180093e-05,0.0,0.0,-5.716298745545023e-06,0
volume_lag_3_rankpct,-1.4645865677120895e-05,-2.4711998291127024e-05,8.718402906154887e-05,-7.356063048791217e-05,-6.433616348652804e-06,0
macd_robust_z,7.272887203590983e-08,1.159140461903796e-05,-2.981592414685874e-05,-1.0986241638089034e-05,-7.284508073468476e-06,0
volume_lag_15,0.0,0.0,-3.235632568054925e-05,0.0,-8.089081420137312e-06,0
macd_signal_convergence_trend,-3.469758823704261e-06,6.905294318015898e-06,-4.980707164731202e-05,1.2996565299405738e-05,-8.34374271339866e-06,0
low_lag_20,-1.7442012441026833e-06,0.0,-3.116450503681811e-05,-7.16880804385589e-07,-8.406396771326596e-06,0
low_lag_30,-4.227828139513612e-05,6.40905822291149e-06,2.4944958876282897e-07,1.0989761567437029e-06,-8.630199356679524e-06,0
low_lag_5,0.0,0.0,-4.1707202316998426e-05,0.0,-1.0426800579249607e-05,0
rsi_6_z,0.0,0.0,-4.3533454001265515e-05,0.0,-1.0883363500316379e-05,0
close_lag_3_z,-2.6904509242697827e-06,2.4536837992472638e-05,4.615046889400176e-05,-0.00011368720537796584,-1.1422587353940306e-05,0
atr_z,-2.8854020787894008e-05,-5.493424093727661e-06,-6.261119202155552e-06,-6.109016698729874e-06,-1.1679395195626774e-05,0
volatility_25d,0.0,0.0,-5.7053256940275965e-05,0.0,-1.4263314235068991e-05,0
volume_dryup_z,-1.1656471882059982e-05,-4.041804695209539e-05,1.8709034752539822e-06,-2.671023266476169e-05,-1.922846200591577e-05,0
bb_position,0.0,0.0,-7.700819698580608e-05,0.0,-1.925204924645152e-05,0
high_lag_30,0.0,0.0,-8.676581699812447e-05,0.0,-2.1691454249531117e-05,0
signed_vol_strength,-5.579575677661097e-05,-8.223856795663842e-06,-2.7245928667374297e-05,2.5768065179399002e-06,-2.2172183930427303e-05,0
low_lag_3,5.403444934048984e-05,3.5738846446808914e-05,-6.40296871567414e-05,-0.00011532550146764464,-2.239547320927182e-05,0
ma_60,7.977939988079719e-05,-0.00010536638326452685,3.11799472442198e-05,-9.770959361632414e-05,-2.3029157438958503e-05,0
price_trend_5,-1.2033946998890599e-06,-1.6459208751484766e-07,-9.302495945834321e-05,7.073269525648129e-07,-2.3421404823295577e-05,0
macd_robust_rankpct,0.0,0.0,-9.761277308556471e-05,0.0,-2.4403193271391177e-05,0
price_trend_5_z,0.0,0.0,-0.00010110427381315734,0.0,-2.5276068453289335e-05,0
close_lag_10,4.9021686957195776e-05,-8.678383740801099e-06,2.9098761933021855e-05,-0.00017311525395347083,-2.5918297201013574e-05,0
macd_above_signal_z,-4.175017522367597e-06,8.778901750272627e-06,-3.402781517747311e-05,-7.832552264774861e-05,-2.6937363399329173e-05,0
volatility_30d_z,-1.4955886188827705e-05,-0.0001374247862637734,5.550706042667386e-05,-1.2239124257518164e-05,-2.7278184070861355e-05,0
macd_zero_cross_z,2.044389610156294e-06,0.00010832991388637359,-0.00017686906073943742,-5.147509799630079e-05,-2.9492463809802083e-05,0
high_lag_30_rankpct,0.0,0.0,-0.0001345051150543619,0.0,-3.362627876359048e-05,0
close_lag_3_rankpct,-5.338905790008841e-05,-9.728874601344639e-05,1.8125186558359818e-05,-1.125631058918053e-05,-3.595223198608888e-05,0
doji_pattern_rankpct,-0.000420740607416481,-0.0013078449585377516,0.0006844905074198659,0.0008929303061727678,-3.779118809039972e-05,2
price_volume_divergence_z,0.0,0.0,-0.00016221691924311887,0.0,-4.055422981077972e-05,0
volume_lag_10_rankpct,0.0,0.0,-0.0001626076718647118,0.0,-4.065191796617795e-05,0
rsi_6,0.0,0.0,-0.00017418210407871282,0.0,-4.3545526019678205e-05,0
volatility_15d_z,-4.119821942638602e-05,-0.00010282586006848948,-3.0293736539954708e-05,-7.027453970076536e-06,-4.5336317501226686e-05,0
volatility_25d_z,9.873024283235665e-05,-0.00037841810659033914,7.34288998444077e-05,-1.5666471008479732e-05,-5.548135873051363e-05,0
boxcox_atr_z,0.0,0.0,-0.0002362611496257716,0.0,-5.90652874064429e-05,0
dist_to_high_60_z,1.5154547105988847e-05,2.8310103482198645e-05,-0.00036604586987437626,4.0791531470407705e-06,-7.9625516534787e-05,0
high_lag_20,3.3548679434503015e-06,-5.769755206830318e-06,-0.00032160309148221433,-9.178432148759796e-06,-8.329910272358854e-05,0
open_lag_20,0.0,0.0,-0.0003606935776852005,0.0,-9.017339442130012e-05,0
close_lag_15,4.3956989012050585e-06,2.65105369590124e-06,-0.00036460549680994436,-3.9771712683212e-06,-9.038397887028982e-05,0
macd_zero_cross,-6.063373905362823e-05,0.0,-0.0004272636848610123,-3.3791689459938823e-06,-0.0001228191482151586,0
volume_dryup_rankpct,-0.00024760777901766673,-0.0003543865475565955,-0.0002805626324618449,0.0002540095626009098,-0.00015713684910879933,0
open_lag_20_rankpct,0.0,0.0,-0.0006590969871911323,0.0,-0.00016477424679778307,0
open_lag_20_z,-1.4421874762526876e-05,0.0,-0.000703306379755686,0.0,-0.00017943206362955322,0
macd_above_signal_rankpct,2.978077122017808e-06,-3.410955332072696e-06,-0.0011277474588080594,5.0902495772886525e-06,-0.0002807725218602064,0
price_volume_divergence_rankpct,-0.00010642448375797198,-4.6270404036818924e-05,-0.0010301446840794148,-2.876863769596394e-05,-0.0003029020523925424,0
high_lag_30_z,0.0,0.0,-0.0014995278590826944,0.0,-0.0003748819647706736,0
stoch_overbought_rankpct,-0.0006479082753516607,-0.0009373062768547324,-0.0013626284795847932,0.0006501485316723343,-0.000574423625029713,1
macd_golden_cross_rankpct,0.0011907272571591854,-0.0003691160402280458,-0.0019485221502583139,-0.001368373471943185,-0.0006238211013175898,1
rsi_overbought_24_rankpct,0.004626790795422275,-0.005732496139112975,-0.0006409860788442745,-0.0007776963329971798,-0.0006310969388830384,1
macd_zero_cross_up_rankpct,-0.00035792497195474837,0.0003227758034703987,-0.0017938281107651166,-0.0007763959274458276,-0.0006513433016738235,0
stoch_oversold_rankpct,-4.0502425706523404e-05,-5.609378452064995e-06,-0.003680562031158574,4.264100492634704e-05,-0.0009210082075977039,0
rsi_overbought_14_rankpct,0.00023019346082042702,-0.0002637766389002594,-0.0009615763174310454,-0.004322060395562599,-0.0013293049727683692,0
rsi_oversold_6_rankpct,0.002328635681331792,-0.0011689956033748006,-0.005862319261876192,-0.0014802381131817643,-0.0015457293242752412,1
hammer_pattern_rankpct,-0.002831772727166282,-0.002296709308921896,0.0015690324578101489,-0.005515323004701367,-0.002268693145744849,1
rsi_oversold_14_rankpct,-0.00010381442989781942,0.003339089202967327,-0.027828555848464664,0.0014607863170459368,-0.005783123689587305,2
rsi_oversold_24_rankpct,-0.004169219590555384,-0.0044580382270622,-0.03706171989678042,-0.04204301166227997,-0.021932997344169494,0
